label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	4.5536155772015086e-35	2079488.4666771197	5.759710913022438e-06	6451514767.36882
|322⟩	6.3344979033668125e-37	2943759734.652875	68.0197137219286	6456000593.239609
|311⟩	9.415666040687949e-77	4.3989741062279455e-06	5.043547870446042e-06	6456000593.239609
