label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|422⟩→|322⟩	2.8077930530087055e-42	0.0013620571752808591	0.08332378097899582	3215439.9841815946
|311⟩→|211⟩	6.654580683105735e-48	2.5208633163657444e-07	2.1907624871145553e-07	9186971.383375986
|411⟩→|211⟩	2.6875000135818894e-54	2.5242642104625184e-07	2.1993703383078726e-07	12402411.367557582
|411⟩→|311⟩	8.878425871334837e-75	2.551850068750992e-07	2.1693864239511782e-07	3215439.9841815946
