label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|533⟩→|433⟩	1.4141808637970516e-44	0.06499328053907671	3.0922518970095867	185055147347.12973
|422⟩→|322⟩	4.657431602729733e-45	5.6125526110723866e-09	2.4891576881747593e-07	399810503527.7494
|644⟩→|544⟩	1.5586754310726108e-47	362393.9771074429	66048519.88447655	100523783744.11989
|311⟩→|211⟩	1.169707766236165e-49	1.358738033286667e-12	1.3996349153160996e-12	1142315724364.9985
|633⟩→|433⟩	7.859659556890566e-50	0.06876056948276243	3.103964726605887	285578931091.24963
|522⟩→|322⟩	2.028623897674304e-51	5.986142049582288e-09	2.5058848029738407e-07	584865650874.879
|633⟩→|533⟩	3.223683496698693e-53	0.058044388231240696	3.0653216358028557	100523783744.11989
|622⟩→|322⟩	7.264856121334522e-55	6.113650534562756e-09	2.5119862979770167e-07	685389434618.999
|411⟩→|211⟩	4.6053802434066806e-55	1.358738033286667e-12	1.4069487433189824e-12	1542126227892.7478
|511⟩→|211⟩	3.363557514514945e-57	1.1437507722274474e-11	1.4152580337587272e-12	1727181375239.8777
|611⟩→|211⟩	3.1499132113161486e-58	1.1437507722274474e-11	1.4198781048218564e-12	1827705158983.9976
|522⟩→|422⟩	8.28099963227662e-62	6.916208102695724e-09	2.4677441637125016e-07	185055147347.12973
|622⟩→|422⟩	2.222442048833326e-65	6.916208102695724e-09	2.4677441637125016e-07	285578931091.24963
|622⟩→|522⟩	1.5407920216592977e-71	9.095849919650378e-09	2.478672578786349e-07	100523783744.11989
|411⟩→|311⟩	2.9740061018605187e-72	1.3790999384975184e-12	1.3843901187489812e-12	399810503527.7494
|511⟩→|311⟩	1.9870643296970375e-74	1.3835210266560892e-12	1.3843901187489812e-12	584865650874.879
|611⟩→|311⟩	1.7952780710014802e-75	1.3888013915094562e-12	1.3843901187489812e-12	685389434618.999
|511⟩→|411⟩	1.3870894589507777e-79	1.4122320640660996e-12	1.3843901187489812e-12	185055147347.12973
|611⟩→|411⟩	1.1470174881965605e-80	1.4213370854447896e-12	1.3817184662522724e-12	285578931091.24963
|611⟩→|511⟩	1.2850744101051112e-82	1.4618669828064334e-12	1.379139133878737e-12	100523783744.11989
