label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|322⟩	1.244818612572782e-37	2.759989541594298e-05	7.265125841316225e-10	1887387706082060.0
|433⟩	1.2553707030387453e-40	15.696337351370445	0.0003157406124187507	1891360839002873.0
|544⟩	5.351769899790868e-44	33906024.337578066	967.574190544319	1893199831954792.2
|533⟩	9.525133560614238e-54	4.694343880456872e-06	0.00024264102814265304	1893199831954792.2
|644⟩	1.4494673290586182e-54	6.7819684684268395	655.4058296630641	1894198791089168.2
|422⟩	3.3413750189956123e-60	1.534183229485509e-11	6.261871218319572e-10	1891360839002873.0
|633⟩	1.3785901129385739e-64	6.4850153787549675e-06	0.00024264102814265304	1894198791089168.2
|522⟩	5.6158883736623664e-73	2.0479868499182786e-11	6.261871218319572e-10	1893199831954792.2
|622⟩	5.559688240547128e-80	2.735848809271454e-11	6.261871218319572e-10	1894198791089168.2
|211⟩	3.3752278542108025e-89	103845103.3298799	0.0	1876035897736879.2
|311⟩	1.0379286161861542e-89	103845103.3298799	0.0	1887387706082060.0
|411⟩	4.393517498285664e-90	103845103.3298799	0.0	1891360839002873.0
|511⟩	2.2493714664114185e-90	103845103.3298799	0.0	1893199831954792.2
|611⟩	1.3011371509044716e-90	103845103.3298799	0.0	1894198791089168.2
|655⟩	2.1338931334561127e-98	33283657.226853296	103845103.3298799	1894198791089168.2
