label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|655⟩	4.87834228280278e-35	16140.838741259826	3311.3973646262516	53342884639.313065
|766⟩	1.512093684643387e-37	1073595039.2043672	341361401.50825644	53480884125.34609
|755⟩	4.993479382063993e-44	14.533519206417168	2486.0001326310453	53480884125.34609
|855⟩	9.665579603099834e-46	33.04910300268921	2433.1801931562213	53570451099.45407
|866⟩	1.1471295197400778e-50	1501703.8127868772	218012831.71841386	53570451099.45407
|211⟩	3.690287020344462e-90	16329465811724.186	0.0	49181669368.163185
|311⟩	1.0345873773650173e-90	16329465811724.186	0.0	51782428912.63186
|411⟩	4.238194703827711e-91	16329465811724.186	0.0	52692694753.19589
|511⟩	2.137115521951222e-91	16329465811724.186	0.0	53114017799.399826
|322⟩	1.8083233917084633e-91	16329465811724.186	0.0	51782428912.63186
|611⟩	1.226031605723736e-91	16329465811724.186	0.0	53342884639.313065
|422⟩	1.0220669126082221e-91	16329465811724.186	0.0	52692694753.19589
|711⟩	7.679238158473323e-92	16329465811724.186	0.0	53480884125.34609
|522⟩	5.83649964708948e-92	16329465811724.186	0.0	53114017799.399826
|811⟩	5.126211267212761e-92	16329465811724.186	0.0	53570451099.45407
|622⟩	3.565504053942534e-92	16329465811724.186	0.0	53342884639.313065
|722⟩	2.316272331558538e-92	16329465811724.186	0.0	53480884125.34609
|822⟩	1.58245416734593e-92	16329465811724.186	0.0	53570451099.45407
|433⟩	3.4550959678453473e-93	16329465811724.186	0.0	52692694753.19589
|533⟩	2.8405842949269027e-93	16329465811724.186	0.0	53114017799.399826
|633⟩	2.0160915469104015e-93	16329465811724.186	0.0	53342884639.313065
|733⟩	1.4181675786140459e-93	16329465811724.186	0.0	53480884125.34609
|833⟩	1.0165461633659116e-93	16329465811724.186	0.0	53570451099.45407
|877⟩	1.413525212852201e-94	196746328100.30664	16329465811724.186	53570451099.45407
|644⟩	4.279157889490276e-95	16329465811724.186	0.0	53342884639.313065
|544⟩	3.9396138910541394e-95	16329465811724.186	0.0	53114017799.399826
|744⟩	3.63067778478039e-95	16329465811724.186	0.0	53480884125.34609
|844⟩	2.888812665586041e-95	16329465811724.186	0.0	53570451099.45407
