label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|533⟩→|433⟩	5.151921148100438e-42	3.957353103585314e-06	0.00024366759341287747	919496475959.6245
|644⟩→|544⟩	7.20698012017863e-44	2.832920925749363	657.2840952617934	499479567187.94434
|422⟩→|322⟩	5.58131023917969e-44	1.224949156110244e-11	6.300766838764062e-10	1986566460406.5962
|633⟩→|433⟩	1.6635234782861205e-47	5.48401218482348e-06	0.00024545826491117556	1418976043147.5688
|522⟩→|322⟩	2.1141908137743012e-50	1.6547523354937677e-11	6.330559182778616e-10	2906062936366.2207
|633⟩→|533⟩	4.999496999990228e-51	5.62819734535312e-06	0.00024264102814265304	499479567187.94434
|622⟩→|322⟩	6.967521427993894e-54	1.659362997943596e-11	6.357529256025791e-10	3405542503554.165
|522⟩→|422⟩	7.126483399286957e-61	1.534183229485509e-11	6.261871218319572e-10	919496475959.6245
|622⟩→|422⟩	1.7807889780271028e-64	2.0479868499182786e-11	6.261871218319572e-10	1418976043147.5688
|622⟩→|522⟩	1.0765988809492587e-70	2.188963481066295e-11	6.261871218319572e-10	499479567187.94434
|311⟩→|211⟩	1.0417615988787471e-84	103845103.3298799	0.0	5675904172590.275
|411⟩→|211⟩	5.887608742699466e-85	103845103.3298799	0.0	7662470632996.871
|411⟩→|311⟩	5.749422941878693e-85	103845103.3298799	0.0	1986566460406.5962
|511⟩→|211⟩	3.9811552589770713e-85	103845103.3298799	0.0	8581967108956.495
|511⟩→|411⟩	3.566442379371105e-85	103845103.3298799	0.0	919496475959.6245
|511⟩→|311⟩	3.5584803837546255e-85	103845103.3298799	0.0	2906062936366.2207
|611⟩→|211⟩	2.941828021617477e-85	103845103.3298799	0.0	9081446676144.44
|611⟩→|311⟩	2.5376611077901316e-85	103845103.3298799	0.0	3405542503554.165
|611⟩→|511⟩	2.414962496782382e-85	103845103.3298799	0.0	499479567187.94434
|611⟩→|411⟩	2.3278451512154206e-85	103845103.3298799	0.0	1418976043147.5688
