label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	5.147971008632735e-35	1727022.7109962893	5.099980935840911e-06	6550514632.207313
|322⟩	7.351928718929837e-37	2139244090.5443664	54.43636333640453	6555210697.731385
|433⟩	3.755403578148949e-41	1.8471565042837997e+17	6050758753.452233	6556854320.66481
|544⟩	2.0550184282006197e-45	2.2838478995040284e+25	1.1894535721228221e+18	6557615083.279711
|655⟩	1.0405942267133166e-49	6.1493927920736716e+32	4.69823646197119e+26	6558028337.045829
|744⟩	2.1176804947772084e-54	6.1493966847624155e+32	1.1894535721228221e+18	6558277516.03282
|533⟩	1.0308060082663174e-58	91354101.41692209	4212263321.5443497	6557615083.279711
|644⟩	2.3651222662073446e-61	6504572537518208.0	7.22679773471768e+17	6558028337.045829
|422⟩	2.275895404391045e-64	0.8186988531574357	43.88714793295266	6556854320.66481
|633⟩	5.70226579072829e-71	105413059.62474775	4229340539.630167	6558028337.045829
|755⟩	7.675133906701328e-73	1.8444501938479723e+24	2.1008866392672653e+26	6558277516.03282
|855⟩	2.0217047206801107e-74	4.5459888557714113e+24	2.0445998092470364e+26	6558439242.779185
|844⟩	4.577199325116107e-76	1.9975620920352e+16	7.143722361400193e+17	6558439242.779185
|311⟩	1.0743938194145199e-76	3.863624925200186e-06	4.486539383684671e-06	6555210697.731385
|522⟩	3.0464406255691334e-79	1.158787762036198	43.88714793295266	6557615083.279711
|733⟩	2.0908838021804375e-80	118334207.28255129	4229340539.630167	6558277516.03282
|833⟩	5.669365070136598e-87	154157610.77454233	4229340539.630167	6558439242.779185
|622⟩	2.2172839200839886e-87	1.8022634797732167	43.88714793295266	6558028337.045829
|411⟩	2.0486562887204442e-89	3.960304902103285e-06	4.394581430890162e-06	6556854320.66481
|722⟩	4.975842868306265e-92	2.252924613163607	43.88714793295266	6558277516.03282
|511⟩	2.155586652578601e-94	4.082308469696989e-06	4.360647881886134e-06	6557615083.279711
|822⟩	7.491695325432511e-95	2.7739921789876547	44.04069889696989	6558439242.779185
|611⟩	9.254020102730987e-97	3.226344620883444e-05	4.339695104291354e-06	6558028337.045829
|711⟩	4.646527258057937e-98	3.233583507218273e-05	4.323027175456307e-06	6558277516.03282
|811⟩	7.446085608991575e-99	3.264446709954135e-05	4.3143207163996646e-06	6558439242.779185
|866⟩	1.0073782869298494e-114	47.03506551458665	0.0	6558439242.779185
|766⟩	6.096183538950753e-115	47.03506551458665	0.0	6558277516.03282
|877⟩	4.265021844677183e-119	46.098779174481095	0.0	6558439242.779185
