label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|533⟩→|433⟩	7.208804240822444e-38	0.742415071105448	50.84733613642866	8377270.62561644
|644⟩→|544⟩	5.495951349587072e-39	481776.19238471985	158191762.24726132	4550616.142310167
|422⟩→|322⟩	5.117617733966134e-41	1.4123573902285151e-06	9.93712131012772e-05	18099041.475097246
|744⟩→|644⟩	4.154530778841861e-43	2856880.4040107727	156668271.28552505	2743878.0078864633
|633⟩→|433⟩	1.6233191403284896e-44	0.8090169029328109	51.181283147475895	12927886.767926607
|755⟩→|655⟩	5.242912249517787e-45	1299751843886.75	833305119758878.0	2743878.0078864633
|855⟩→|755⟩	4.133873042964667e-46	12898976394602.5	817992514270909.0	1780882.3608878483
|844⟩→|644⟩	1.923974630899688e-47	3110742.900373578	157191520.25472966	4524760.368774312
|844⟩→|544⟩	7.765524872742331e-48	917123.4041105807	158296615.97071266	9075376.511084478
|522⟩→|322⟩	1.1156224796828079e-48	2.0184555992492655e-06	9.957582839800829e-05	26476312.100713685
|633⟩→|533⟩	9.80517080835305e-49	1.0380707630953196	50.65349089269461	4550616.142310167
|855⟩→|655⟩	7.617934630348454e-49	2007922353686.625	833305119758878.0	4524760.368774312
|733⟩→|433⟩	1.3638585900361562e-49	1.051697645219953	51.32742674885941	15671764.775813071
|844⟩→|744⟩	4.1682671918705287e-51	3382588.295330435	155653738.12968034	1780882.3608878483
|866⟩→|766⟩	1.1453250584930705e-51	1.1755802857917383e+19	8.110130516906154e+21	1780882.3608878483
|622⟩→|322⟩	7.895479455650062e-53	2.082582306849005e-06	9.996528283576586e-05	31026928.243023854
|833⟩→|433⟩	4.2247626428865e-53	0.9675686978976117	51.462507795627424	17452647.136700917
|733⟩→|533⟩	6.078645671989491e-54	1.0380707630953196	50.65349089269461	7294494.15019663
|722⟩→|322⟩	3.5510723993223216e-55	2.437817256979461e-06	0.0001002885068278613	33770806.25091032
|822⟩→|322⟩	1.3915319126368724e-56	2.6409671042408486e-06	0.00010057138104478661	35551688.61179817
|833⟩→|533⟩	1.542699066311922e-57	1.0380707630953196	50.65349089269461	9075376.511084478
|522⟩→|422⟩	3.798899677444787e-61	2.517508607498216e-06	9.855292544553734e-05	8377270.62561644
|833⟩→|633⟩	5.429011468568353e-64	1.1972337586917305	50.84733613642866	4524760.368774312
|622⟩→|422⟩	2.0291089055876446e-65	2.517508607498216e-06	9.855292544553734e-05	12927886.767926607
|722⟩→|422⟩	7.500468565813835e-68	2.517508607498216e-06	9.855292544553734e-05	15671764.775813071
|833⟩→|733⟩	6.607705674050661e-69	1.3433773600752446	50.84733613642866	1780882.3608878483
|822⟩→|422⟩	2.510535003097812e-69	2.517508607498216e-06	9.855292544553734e-05	17452647.136700917
|622⟩→|522⟩	7.047162531704201e-73	3.2892598190777534e-06	9.886971248835155e-05	4550616.142310167
|722⟩→|522⟩	2.371770202426968e-75	3.474098960104218e-06	9.886971248835155e-05	7294494.15019663
|822⟩→|522⟩	7.625823160463056e-77	3.474098960104218e-06	9.886971248835155e-05	9075376.511084478
|722⟩→|622⟩	2.278197528062483e-79	4.300162221518983e-06	9.886971248835155e-05	2743878.0078864633
|822⟩→|622⟩	6.68033910613184e-81	4.4553785707594e-06	9.886971248835155e-05	4524760.368774312
|822⟩→|722⟩	3.846470239789343e-83	5.386353777572916e-06	9.886971248835155e-05	1780882.3608878483
|311⟩→|211⟩	9.491097261591333e-90	3.070555554492938e+26	0.0	51711547.07170643
|411⟩→|211⟩	5.363786006388768e-90	3.070555554492938e+26	0.0	69810588.54680367
|411⟩→|311⟩	5.238129839596598e-90	3.070555554492938e+26	0.0	18099041.475097246
|511⟩→|211⟩	3.6268900570660857e-90	3.070555554492938e+26	0.0	78187859.17242011
|511⟩→|411⟩	3.2492861098612625e-90	3.070555554492938e+26	0.0	8377270.62561644
|511⟩→|311⟩	3.241966971893865e-90	3.070555554492938e+26	0.0	26476312.100713685
|611⟩→|211⟩	2.6800236579931577e-90	3.070555554492938e+26	0.0	82738475.31473027
|611⟩→|311⟩	2.311922983516011e-90	3.070555554492938e+26	0.0	31026928.243023854
|611⟩→|511⟩	2.2002056372045693e-90	3.070555554492938e+26	0.0	4550616.142310167
|611⟩→|411⟩	2.1208112582133572e-90	3.070555554492938e+26	0.0	12927886.767926607
|711⟩→|211⟩	2.0908833159880103e-90	3.070555554492938e+26	0.0	85482353.32261676
|711⟩→|311⟩	1.7706320489015345e-90	3.070555554492938e+26	0.0	33770806.25091032
|811⟩→|211⟩	1.6929006491979045e-90	3.070555554492938e+26	0.0	87263235.6835046
|711⟩→|611⟩	1.585166658977393e-90	3.070555554492938e+26	0.0	2743878.0078864633
|711⟩→|411⟩	1.566258561383565e-90	3.070555554492938e+26	0.0	15671764.775813071
|711⟩→|511⟩	1.48723189451604e-90	3.070555554492938e+26	0.0	7294494.15019663
|811⟩→|311⟩	1.417879044154483e-90	3.070555554492938e+26	0.0	35551688.61179817
|811⟩→|411⟩	1.2302018590331443e-90	3.070555554492938e+26	0.0	17452647.136700917
|811⟩→|711⟩	1.1951675385109658e-90	3.070555554492938e+26	0.0	1780882.3608878483
|811⟩→|511⟩	1.1259341782910875e-90	3.070555554492938e+26	0.0	9075376.511084478
|811⟩→|611⟩	1.0984244396144967e-90	3.070555554492938e+26	0.0	4524760.368774312
