label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	1.8683824644984587e-44	76723646399.66655	1.0408443060133599e-06	195421617646931.06
|322⟩	5.455254402826321e-47	439889413463101.94	7647.870244023749	195434042595854.9
|433⟩	2.6443873255383925e-52	4.176151401799077e+24	88560942042594.88	195438391327978.25
|544⟩	1.3706558860255567e-57	3.6749686987574083e+33	2.0499117601370906e+24	195440404169703.9
|422⟩	1.4690755793965538e-71	148.9969869794486	5532.943407050673	195438391327978.25
|533⟩	6.58508250008278e-72	1191345137774.6094	53620390706361.484	195440404169703.9
|311⟩	8.503446801034157e-80	8.945010511512446e-07	8.899894616517575e-07	195434042595854.9
|644⟩	6.2535784969556955e-80	1.410286356790635e+22	9.062090981801689e+23	195441497565209.2
|633⟩	9.723143603437725e-81	1425038290683.0078	53900562763869.73	195441497565209.2
|522⟩	2.5021562539521717e-83	200.80032783390197	5557.116693584956	195440404169703.9
|622⟩	8.690355338190939e-90	256.00250663244515	5557.116693584956	195441497565209.2
|411⟩	1.2551541057781976e-90	9.15388437241959e-07	8.803574651743066e-07	195438391327978.25
|511⟩	6.708538394700014e-95	7.28801894394985e-06	8.604275504771118e-07	195440404169703.9
|611⟩	6.036732629843204e-97	7.321331254962628e-06	8.538535875993692e-07	195441497565209.2
|655⟩	9.398089862405651e-112	1.3819482343233772e+32	3.6749687004473347e+33	195441497565209.2
