label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	1.8435457821743864e-38	0.000546695700661089	2.110431017171022e-12	1236486151354787.5
|322⟩	4.45962849202806e-39	0.058181610078170944	6.248701824587616e-08	1239676457646598.0
|433⟩	7.995949462944599e-43	409420.10752480594	0.5446115089131035	1240793064848731.5
|544⟩	1.5311589803024165e-46	282840911460.01184	8724663.329016445	1241309894468004.8
|533⟩	3.9713289773267336e-57	0.009588010835111183	0.3976953095995481	1241309894468004.8
|644⟩	2.8555945875706747e-59	59615.52130686212	5454279.055918545	1241590641421684.5
|422⟩	5.272825581685625e-62	1.1727519387728921e-09	4.9829357201457774e-08	1240793064848731.5
|633⟩	1.310008685845646e-67	0.011082121575581194	0.3994738237032004	1241590641421684.5
|311⟩	5.524697516636956e-73	2.2912621317791394e-12	1.8358076364329712e-12	1239676457646598.0
|522⟩	1.0145822132235216e-74	1.5942821204756052e-09	4.9829357201457774e-08	1241309894468004.8
|622⟩	1.0800839959036607e-81	2.142232564391984e-09	4.9829357201457774e-08	1241590641421684.5
|411⟩	1.4481932625682608e-83	2.3336178580609828e-12	1.8358076364329712e-12	1240793064848731.5
|511⟩	9.492408143586996e-88	2.388935205867812e-12	1.8268655848252773e-12	1241309894468004.8
|611⟩	9.206091924142789e-90	2.4864555097721237e-12	1.8063392079580267e-12	1241590641421684.5
|655⟩	9.893795426436633e-102	282848354591.4366	0.0	1241590641421684.5
