label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|322⟩	1.9104931112999795e-37	9.405598722793092e-06	4.0950809486742705e-10	2016223378950656.8
|433⟩	2.819196114994527e-40	3.1523487340107574	9.784395799056678e-05	2021076944373297.5
|544⟩	1.36118263077336e-43	5163838.8407564415	230.61358701182738	2023323451797491.5
|533⟩	3.3113589792368654e-53	1.4194054026266513e-06	7.517802351106605e-05	2023323451797491.5
|644⟩	8.050412098696065e-54	1.626723841805756	157.58541343141547	2024543776818041.2
|422⟩	5.97530171194741e-60	9.241023004469503e-12	3.5615594404338616e-10	2021076944373297.5
|633⟩	4.206400108074647e-64	1.963917214207805e-06	7.552298911777885e-05	2024543776818041.2
|522⟩	9.983849731741624e-73	1.313072510622644e-11	3.5615594404338616e-10	2023323451797491.5
|622⟩	9.970517893419644e-80	1.7110049184823403e-11	3.5740525275987746e-10	2024543776818041.2
|211⟩	6.1435194883276416e-89	16552747.897447389	0.0	2002356049171683.2
|311⟩	1.8852597881433616e-89	16552747.897447389	0.0	2016223378950656.8
|411⟩	7.97446722274656e-90	16552747.897447389	0.0	2021076944373297.5
|511⟩	4.081370015048113e-90	16552747.897447389	0.0	2023323451797491.5
|611⟩	2.3604219818851172e-90	16552747.897447389	0.0	2024543776818041.2
|655⟩	4.435610908995029e-98	5829932.08810031	16552747.897447389	2024543776818041.2
