label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|322⟩	2.25985370675325e-38	0.0015417798315666765	6.924699915103297e-09	1499395947345323.2
|433⟩	7.90917532876514e-42	3992.8547044316288	0.018259969711409564	1501377356567942.2
|544⟩	2.1851862175107636e-45	21085194050.65178	139338.76576246604	1502294465979554.5
|533⟩	1.3471138906633451e-55	0.0002683722050444322	0.013707180868280645	1502294465979554.5
|644⟩	3.9514735174557247e-57	934.2657607696456	89698.6266080189	1502792648869812.8
|422⟩	3.926261523994878e-61	1.229803723015578e-10	5.723180431092014e-09	1501377356567942.2
|633⟩	3.076779524942323e-66	0.00037090237158809124	0.013707180868280645	1502792648869812.8
|522⟩	6.729952141005778e-74	1.8183278754282794e-10	5.7492021914477125e-09	1502294465979554.5
|622⟩	6.839087055588097e-81	2.711103632061362e-10	5.7492021914477125e-09	1502792648869812.8
|211⟩	4.202749594391659e-90	57593885244.80961	0.0	1493734778137840.5
|311⟩	1.2995245580463288e-90	57593885244.80961	0.0	1499395947345323.2
|411⟩	5.511274526852612e-91	57593885244.80961	0.0	1501377356567942.2
|511⟩	2.8240916905429763e-91	57593885244.80961	0.0	1502294465979554.5
|611⟩	1.634350286415509e-91	57593885244.80961	0.0	1502792648869812.8
|655⟩	2.335879359334784e-99	7827596323.737686	57593885244.80961	1502792648869812.8
