label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	3.972433793983219e-34	14768.73489776848	7.607901942297168e-07	8511377711.345217
|322⟩	9.694712305803651e-36	12541887.590418959	1.4879403754647345	8521706996.74768
|433⟩	8.234224917533105e-40	368074168525470.75	58124336.699902646	8525322246.638542
|544⟩	7.495601551243546e-44	1.7272653882964507e+22	4205282646439748.0	8526995590.873741
|655⟩	6.326034626209932e-48	1.0534544242761158e+29	5.902520230348413e+23	8527904567.989158
|744⟩	4.561781115608833e-53	1.053459299730739e+29	4205282646439748.0	8528452652.520718
|533⟩	1.2717497296645238e-56	706166.7132104486	42122240.6919033	8526995590.873741
|644⟩	1.9308268921684686e-58	23333943891208.5	2629694810566630.0	8527904567.989158
|422⟩	5.190490508130655e-63	0.022935853385605665	1.1952810791057709	8525322246.638542
|633⟩	4.140059593353126e-69	846770.4826777354	42293762.65430624	8527904567.989158
|755⟩	2.962387938547732e-69	2.1322079789750598e+21	2.788970920857624e+23	8528452652.520718
|855⟩	7.468090858995405e-71	6.263732211747742e+21	2.719529950265498e+23	8528808380.461873
|844⟩	1.3208290875704975e-73	57244485153408.0	2599374892325228.0	8528808380.461873
|311⟩	1.0319056241042039e-75	5.667992949359449e-07	6.729345850983663e-07	8521706996.74768
|522⟩	5.080237328858059e-78	0.032554989669943746	1.1952810791057709	8526995590.873741
|733⟩	9.991320731451314e-79	1188729.6101696119	42293762.65430624	8528452652.520718
|833⟩	2.0414277834118374e-85	1307939.097574763	42448278.4425998	8528808380.461873
|622⟩	3.133075780568186e-86	0.04292439873053522	1.1952810791057709	8527904567.989158
|411⟩	2.0867527342926483e-88	5.793491536365252e-07	6.596552289965505e-07	8525322246.638542
|722⟩	6.436446357326485e-91	0.0642210451793237	1.1995857101085263	8528452652.520718
|511⟩	2.2389946477566484e-93	5.975529718496742e-07	6.542983241489051e-07	8526995590.873741
|822⟩	9.169492271056633e-94	0.07840314631363854	1.1995857101085263	8528808380.461873
|611⟩	9.696915154437747e-96	4.7409619126474744e-06	6.521078971982242e-07	8527904567.989158
|711⟩	4.891789294889096e-97	4.770954334831824e-06	6.496317597590333e-07	8528452652.520718
|811⟩	7.85774587097702e-98	4.770954334831824e-06	6.467882041186334e-07	8528808380.461873
|866⟩	8.761243405085563e-113	1.2605459800376222	0.0	8528808380.461873
|766⟩	5.302928433853746e-113	1.2605459800376222	0.0	8528452652.520718
|877⟩	6.2756715707243695e-117	1.2485399581688195	0.0	8528808380.461873
