label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|544⟩	7.96665008010892e-34	18.252023219135115	2.118748835408515	49324722542.886314
|655⟩	1.6551650792097452e-35	171383.96650594295	14220.785610466446	49506927843.17262
|766⟩	3.628916984978122e-38	20177462084.507923	3019509817.911398	49616791892.510376
|644⟩	5.577041554153954e-40	0.011977965310301597	1.7902421051263975	49506927843.17262
|744⟩	2.462467209694033e-44	508027327437.0181	2.3341955954758573	49616791892.510376
|755⟩	7.315757126451074e-45	63.56808543151237	10405.885845132701	49616791892.510376
|855⟩	1.4262269893525305e-46	168.24766389601245	10179.292211083324	49688097886.070946
|866⟩	6.706733400342716e-52	13318061.723284483	1884190528.284979	49688097886.070946
|844⟩	1.000827766372409e-57	0.036759129398586055	1.7681233585045457	49688097886.070946
|211⟩	1.8956629957621036e-90	18853951496050.195	0.0	46194104201.60334
|311⟩	5.386060446732196e-91	18853951496050.195	0.0	48264618977.584145
|411⟩	2.217149114926002e-91	18853951496050.195	0.0	48989299149.17742
|511⟩	1.120544498075119e-91	18853951496050.195	0.0	49324722542.886314
|322⟩	9.53601724711885e-92	18853951496050.195	0.0	48264618977.584145
|611⟩	6.436376460777924e-92	18853951496050.195	0.0	49506927843.17262
|422⟩	5.4353966077854385e-92	18853951496050.195	0.0	48989299149.17742
|711⟩	4.034442073053397e-92	18853951496050.195	0.0	49616791892.510376
|522⟩	3.115737137560026e-92	18853951496050.195	0.0	49324722542.886314
|811⟩	2.6944706658035615e-92	18853951496050.195	0.0	49688097886.070946
|622⟩	1.9073030412789986e-92	18853951496050.195	0.0	49506927843.17262
|722⟩	1.240572672992662e-92	18853951496050.195	0.0	49616791892.510376
|822⟩	8.482209494841074e-93	18853951496050.195	0.0	49688097886.070946
|433⟩	1.5395194828036312e-93	18853951496050.195	0.0	48989299149.17742
|533⟩	1.273530214797807e-93	18853951496050.195	0.0	49324722542.886314
|633⟩	9.068857114135447e-94	18853951496050.195	0.0	49506927843.17262
|733⟩	6.39196250138614e-94	18853951496050.195	0.0	49616791892.510376
|833⟩	4.587679180495701e-94	18853951496050.195	0.0	49688097886.070946
|877⟩	5.677429095610299e-102	7190232113980.203	18853951496050.195	49688097886.070946
