label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|322⟩	2.691184408884361e-37	3.538751897566753e-06	2.5529318578613997e-10	2144781767424948.2
|433⟩	6.069920832421388e-40	0.6940616731318687	3.226493021816703e-05	2150637077271925.5
|544⟩	3.2938732867443915e-43	928321.5541192355	59.34009200443598	2153347249258240.5
|533⟩	1.077349028300292e-52	5.75943963609902e-07	2.5078221854396442e-05	2153347249258240.5
|644⟩	4.063992482749299e-53	0.38901342783068316	41.13640820065052	2154819441448337.5
|422⟩	9.83739322064688e-60	5.754956408445318e-12	2.229770648194359e-10	2150637077271925.5
|633⟩	1.1895887925038056e-63	6.657785052586558e-07	2.5185090836070657e-05	2154819441448337.5
|522⟩	1.6794160340354723e-72	8.209249179916322e-12	2.229770648194359e-10	2153347249258240.5
|622⟩	1.7031742739591688e-79	1.0722998510796282e-11	2.2375643778932616e-10	2154819441448337.5
|211⟩	1.0768684440031338e-88	2930847.5706731137	0.0	2128052310719299.8
|311⟩	3.297236398605511e-89	2930847.5706731137	0.0	2144781767424948.2
|411⟩	1.3936266149373253e-89	2930847.5706731137	0.0	2150637077271925.5
|511⟩	7.1301237499287915e-90	2930847.5706731137	0.0	2153347249258240.5
|611⟩	4.122850422039867e-90	2930847.5706731137	0.0	2154819441448337.5
|655⟩	9.159877045190066e-98	1226981.812189342	2930847.5706731137	2154819441448337.5
