label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|322⟩	7.548680281077721e-38	9.012067318697345e-05	1.4000619369391052e-09	1758292645442645.8
|433⟩	5.318718933128893e-41	87.9964368521928	0.0011018543494610935	1761498828011363.8
|544⟩	1.984163044620447e-44	237450504.10761732	4509.515456345634	1762982832514598.8
|533⟩	2.5910634158570885e-54	1.9608836247681188e-05	0.0008432780002719606	1762982832514598.8
|644⟩	2.3309541511892126e-55	31.368133096362726	2998.8210473001795	1763788958417590.8
|422⟩	1.758775206480209e-60	2.9780256952963576e-11	1.1980635642187223e-09	1761498828011363.8
|633⟩	4.231958694595318e-65	2.266947903003234e-05	0.0008469175001048569	1763788958417590.8
|522⟩	2.9655547543232325e-73	3.959648587003095e-11	1.1980635642187223e-09	1762982832514598.8
|622⟩	2.939184977043386e-80	5.276826317992269e-11	1.1980635642187223e-09	1763788958417590.8
|211⟩	1.7761794939386454e-89	735388180.2428902	0.0	1749132123817737.5
|311⟩	5.47273890235641e-90	735388180.2428902	0.0	1758292645442645.8
|411⟩	2.3181634556868914e-90	735388180.2428902	0.0	1761498828011363.8
|511⟩	1.1872117484590602e-90	735388180.2428902	0.0	1762982832514598.8
|611⟩	6.868521995021295e-91	735388180.2428902	0.0	1763788958417590.8
|655⟩	1.021726393156622e-98	176277615.39809906	735388180.2428902	1763788958417590.8
