label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|433⟩	1.2867277896598843e-38	0.0011529525583208041	4.6338770684429376e-07	2795745814913180.5
|544⟩	1.481922641226451e-41	448.06716217091986	0.18787403601065478	2801743403376780.5
|644⟩	4.0705487755612155e-50	0.0013211747765612125	0.13595514058452743	2805001352665649.0
|533⟩	1.0386486088491113e-50	6.728159934570891e-09	3.730498225964612e-07	2801743403376780.5
|633⟩	7.6943229707024385e-62	8.080324666213185e-09	3.7468613169725727e-07	2805001352665649.0
|211⟩	1.1551922485310458e-87	29940.62827540918	0.0	2745765911049847.5
|311⟩	3.4914063547660086e-88	29940.62827540918	0.0	2782788062059723.5
|411⟩	1.4690586033273893e-88	29940.62827540918	0.0	2795745814913180.5
|511⟩	7.500465855340236e-89	29940.62827540918	0.0	2801743403376780.5
|322⟩	6.48864082780703e-89	29940.62827540918	0.0	2782788062059723.5
|611⟩	4.3321197648000374e-89	29940.62827540918	0.0	2805001352665649.0
|422⟩	3.832241991301146e-89	29940.62827540918	0.0	2795745814913180.5
|522⟩	2.2327944348470473e-89	29940.62827540918	0.0	2801743403376780.5
|622⟩	1.3788800799108519e-89	29940.62827540918	0.0	2805001352665649.0
|655⟩	2.404601218856477e-90	0.0	29940.62827540918	2805001352665649.0
