label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|433⟩	6.356008173125372e-33	1.0024217042293202	0.0055819899223903055	35770967270.87575
|544⟩	5.511033560239659e-35	31339.395735417816	108.72709556105717	35898062895.97734
|655⟩	7.384442143190641e-38	8728726494.677082	45480748.97333937	35967102494.797966
|766⟩	9.055682671133527e-41	3317811745790906.0	37413994593510.43	36008731195.385544
|644⟩	3.204846905071942e-42	0.6165577676101464	85.15547395880921	35967102494.797966
|744⟩	1.886677099577326e-45	961972092626729.2	122.3916456127244	36008731195.385544
|533⟩	5.915662019623456e-46	7.638902783195511e-05	0.004858303660410761	35898062895.97734
|755⟩	2.731751924553542e-49	176301.3036078103	31026781.925048303	36008731195.385544
|855⟩	5.568738299276614e-51	536942.9115885943	30356037.90753268	36035749823.170746
|866⟩	3.4923202120538434e-57	141926802499.3828	21128439074764.234	36035749823.170746
|633⟩	1.9895910746745492e-59	9.203879313743769e-05	0.0048773056826731855	35967102494.797966
|844⟩	7.6493692611118e-60	1.952332611707945	84.00693767336953	36035749823.170746
|733⟩	8.334176606991671e-70	0.0001301318429791547	0.0048773056826731855	36008731195.385544
|833⟩	5.219699261526297e-77	0.0001433339256890218	0.004894561544060756	36035749823.170746
|211⟩	1.0802399251590827e-91	1.1259519066435582e+17	0.0	34711837061.695755
|311⟩	3.2010237764969025e-92	1.1259519066435582e+17	0.0	35496377957.384636
|411⟩	1.3375963897529706e-92	1.1259519066435582e+17	0.0	35770967270.87575
|511⟩	6.807492425343944e-93	1.1259519066435582e+17	0.0	35898062895.97734
|322⟩	5.8671391399000935e-93	1.1259519066435582e+17	0.0	35496377957.384636
|611⟩	3.925066181848748e-93	1.1259519066435582e+17	0.0	35967102494.797966
|422⟩	3.4278126101254372e-93	1.1259519066435582e+17	0.0	35770967270.87575
|711⟩	2.465943849977338e-93	1.1259519066435582e+17	0.0	36008731195.385544
|522⟩	1.9872202084993824e-93	1.1259519066435582e+17	0.0	35898062895.97734
|811⟩	1.6493722237388296e-93	1.1259519066435582e+17	0.0	36035749823.170746
|622⟩	1.223911093307978e-93	1.1259519066435582e+17	0.0	35967102494.797966
|722⟩	7.989908543047276e-94	1.1259519066435582e+17	0.0	36008731195.385544
|822⟩	5.475932029437596e-94	1.1259519066435582e+17	0.0	36035749823.170746
|877⟩	4.915522741786952e-105	40987532.86680275	0.0	36035749823.170746
