label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|211⟩	1.7341241771201258e-33	58.10452918575765	2.603094748780145e-07	12413858795.396173
|322⟩	4.653441507195312e-34	5301.874587135486	0.006822367718951581	12446146228.458113
|433⟩	8.412662427429955e-38	35600473328.72077	58649.86981548694	12457446830.02979
|544⟩	1.6241329211770843e-41	3.522556101013182e+17	930112449370.9626	12462677394.185825
|655⟩	2.922545242864342e-45	5.184336493183333e+24	2.7575718681144828e+19	12465518688.295277
|766⟩	4.656795243170965e-49	3.941023869598075e+30	1.611548830219289e+27	12467231899.029177
|744⟩	4.5049932222030644e-51	1.4302885410862334e+27	984962770661.4982	12467231899.029177
|533⟩	1.6432086473042534e-53	767.7287208165362	45190.61916915092	12462677394.185825
|644⟩	4.2212754691729455e-54	5162586316.269287	625968986200.6897	12465518688.295277
|422⟩	5.6935964362404834e-61	0.00011667804286559849	0.005616946723302635	12457446830.02979
|755⟩	6.508040100361477e-64	1.1576135821938688e+17	1.475587470496946e+19	12467231899.029177
|855⟩	1.542700221278963e-65	2.6257194368718848e+17	1.4395722128843268e+19	12468343838.688196
|633⟩	2.443888960787249e-66	1066.6328973322088	45190.61916915092	12465518688.295277
|844⟩	6.075214281503819e-70	15839074486.116821	619183527257.5385	12468343838.688196
|311⟩	1.80250390312004e-74	2.0968226853757312e-07	2.3239053212728415e-07	12446146228.458113
|866⟩	1.4164188805328614e-74	5.517617509732503e+24	6.386639230128824e+26	12468343838.688196
|522⟩	3.5673075387287025e-76	0.00017262969254165737	0.005616946723302635	12462677394.185825
|733⟩	3.2334064666144545e-76	1197.804032882079	45363.48891802341	12467231899.029177
|833⟩	4.380271391834999e-83	1559.875862730274	45363.48891802341	12468343838.688196
|622⟩	1.7302032383440643e-84	0.00021759841652392673	0.005616946723302635	12465518688.295277
|411⟩	5.418314536680794e-87	2.1420694068440884e-07	2.3239053212728415e-07	12457446830.02979
|722⟩	3.095755994212999e-89	0.0002786234630722702	0.005640545947224655	12467231899.029177
|511⟩	6.462071068690038e-92	2.2032934253697872e-07	2.3187504884705457e-07	12462677394.185825
|822⟩	4.074462442487206e-92	0.0004012180000155267	0.005640545947224655	12468343838.688196
|611⟩	2.8798650553580716e-94	1.800621956593227e-06	2.2997000498256907e-07	12465518688.295277
|711⟩	1.4646894221700874e-95	1.8108547656713886e-06	2.273843087281846e-07	12467231899.029177
|811⟩	2.3619076170526833e-96	1.8108547656713886e-06	2.258369501083089e-07	12468343838.688196
|877⟩	8.537716889915986e-114	50491.89882746549	0.0	12468343838.688196
