label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|533⟩→|433⟩	3.949199199744348e-41	1.8029191749319933e-07	8.90748853399913e-06	1616805352269.8242
|644⟩→|544⟩	1.364728756251987e-42	0.04796180782931536	11.543037321050999	878264635800.8923
|422⟩→|322⟩	7.519537585783928e-44	3.389404047535581e-12	1.600292594351442e-10	3493097983299.003
|633⟩→|433⟩	1.0641329252660238e-46	1.9030909090620354e-07	8.939902561042223e-06	2495069988070.7163
|522⟩→|322⟩	2.958547607008114e-50	3.793917690470301e-12	1.6075239318552528e-10	5109903335568.826
|633⟩→|533⟩	2.8184671907592054e-50	1.9377323280418414e-07	8.832748514952399e-06	878264635800.8923
|622⟩→|322⟩	9.915564692505378e-54	4.482706384697009e-12	1.6138645258196855e-10	5988167971369.719
|522⟩→|422⟩	1.0743185703519871e-60	4.362713687053691e-12	1.5863713958498134e-10	1616805352269.8242
|622⟩→|422⟩	2.7426387984937754e-64	4.362713687053691e-12	1.5863713958498134e-10	2495069988070.7163
|622⟩→|522⟩	1.7162046268153394e-70	6.072696495474793e-12	1.5917174045557412e-10	878264635800.8923
|311⟩→|211⟩	1.831931492068281e-84	568681.9253367584	0.0	9980279952282.865
|411⟩→|211⟩	1.0356139401217142e-84	568681.9253367584	0.0	13473377935581.87
|411⟩→|311⟩	1.0109635693211799e-84	568681.9253367584	0.0	3493097983299.003
|511⟩→|211⟩	7.003624435572469e-85	568681.9253367584	0.0	15090183287851.691
|511⟩→|411⟩	6.271058576920585e-85	568681.9253367584	0.0	1616805352269.8242
|511⟩→|311⟩	6.258012495525377e-85	568681.9253367584	0.0	5109903335568.826
|611⟩→|211⟩	5.175601313998561e-85	568681.9253367584	0.0	15968447923652.584
|611⟩→|311⟩	4.4631128888101676e-85	568681.9253367584	0.0	5988167971369.719
|611⟩→|511⟩	4.2463420775342265e-85	568681.9253367584	0.0	878264635800.8923
|611⟩→|411⟩	4.0935133757898376e-85	568681.9253367584	0.0	2495069988070.7163
