label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|533⟩→|433⟩	3.4308706196280545e-45	0.624710599382098	29.323328303999208	127086298083.42574
|422⟩→|322⟩	1.9467764452165633e-45	2.705082695471164e-08	1.4518374029892705e-06	274569162525.91977
|644⟩→|544⟩	2.066321730373655e-48	5782338.486044526	1025954235.1122351	69034532292.23128
|311⟩→|211⟩	1.1140937147742622e-49	2.540490671678192e-12	2.4371711972829137e-12	784483321502.628
|633⟩→|433⟩	2.166458344989988e-50	0.6607425942598404	29.435879078759406	196120830375.657
|522⟩→|322⟩	9.203477888653315e-52	3.40438337089042e-08	1.4629644802681136e-06	401655460609.34546
|633⟩→|533⟩	9.597029516830659e-54	0.6706104096788934	29.064461605640826	69034532292.23128
|411⟩→|211⟩	4.1715283413234795e-55	2.545058858388654e-12	2.4544930539780846e-12	1059052484028.5479
|622⟩→|322⟩	3.44765517795891e-55	3.581832282339365e-08	1.466905245857938e-06	470689992901.5768
|511⟩→|211⟩	2.9888387505653063e-57	2.157312092627932e-11	2.4609775562279693e-12	1186138782111.9734
|611⟩→|211⟩	2.7745722419870123e-58	2.157312092627932e-11	2.475306999962117e-12	1255173314404.2048
|522⟩→|422⟩	4.206259396404831e-62	3.959421818631485e-08	1.4398544189032264e-06	127086298083.42574
|622⟩→|422⟩	1.174808440277558e-65	3.959421818631485e-08	1.4398544189032264e-06	196120830375.657
|622⟩→|522⟩	8.806568371536519e-72	5.379987586607625e-08	1.4460739207793527e-06	69034532292.23128
|411⟩→|311⟩	2.287060803688535e-72	2.583653815794875e-12	2.413437023658904e-12	274569162525.91977
|511⟩→|311⟩	1.4991585273587024e-74	2.591548255652241e-12	2.4092450346945992e-12	401655460609.34546
|611⟩→|311⟩	1.3427210433424913e-75	2.591548255652241e-12	2.4092450346945992e-12	470689992901.5768
|511⟩→|411⟩	9.954944174335736e-80	2.643106690877755e-12	2.4051949977883358e-12	127086298083.42574
|611⟩→|411⟩	8.16076037682412e-81	2.6594526442144333e-12	2.4051949977883358e-12	196120830375.657
|611⟩→|511⟩	8.972236373279051e-83	2.175597865896917e-11	2.3865304414561583e-12	69034532292.23128
