label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|433⟩	1.911477611776667e-38	0.0004480887073740956	2.7676764702051874e-07	2924158709116068.0
|544⟩	2.8212757923914387e-41	119.99516201538937	0.07220536528838857	2931032968072256.0
|644⟩	1.2961112547758007e-49	0.00048628694650486304	0.05236203304528787	2934767133431172.5
|533⟩	1.8310071609917028e-50	5.063578102346623e-09	2.2600291272510387e-07	2931032968072256.0
|633⟩	1.317590708556928e-61	5.8549795306405965e-09	2.2600291272510387e-07	2934767133431172.5
|211⟩	1.7351305767355937e-87	9210.432724615506	0.0	2866873217814504.5
|311⟩	5.228722789225187e-88	9210.432724615506	0.0	2909306915074922.0
|411⟩	2.197796089371562e-88	9210.432724615506	0.0	2924158709116068.0
|511⟩	1.1215803242983739e-88	9210.432724615506	0.0	2931032968072256.0
|322⟩	9.69806434499201e-89	9210.432724615506	0.0	2909306915074922.0
|611⟩	6.476358324787414e-89	9210.432724615506	0.0	2934767133431172.5
|422⟩	5.718622857950673e-89	9210.432724615506	0.0	2924158709116068.0
|522⟩	3.3294152211541196e-89	9210.432724615506	0.0	2931032968072256.0
|622⟩	2.0552876569654156e-89	9210.432724615506	0.0	2934767133431172.5
|655⟩	2.728595504181588e-90	0.0	9210.432724615506	2934767133431172.5
