label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|433⟩	8.363996001134538e-39	0.0035386292076007163	8.160490985396418e-07	2667116547134222.5
|544⟩	7.580995725132749e-42	1770.028717108768	0.517186366686689	2672315359592620.0
|644⟩	1.2121420111628162e-50	0.0037650105446458415	0.3691634812548466	2675139405866318.0
|533⟩	5.581690831594949e-51	1.4806734612985485e-08	6.454136498835082e-07	2672315359592620.0
|633⟩	4.231879211965466e-62	1.710884346524641e-08	6.481894320269295e-07	2675139405866318.0
|211⟩	7.541260895346388e-88	102799.3523418186	0.0	2623793109980908.5
|311⟩	2.2857187047617934e-88	102799.3523418186	0.0	2655884544909289.0
|411⟩	9.626986807880275e-89	102799.3523418186	0.0	2667116547134222.5
|511⟩	4.917418634040903e-89	102799.3523418186	0.0	2672315359592620.0
|322⟩	4.2559373546525434e-89	102799.3523418186	0.0	2655884544909289.0
|611⟩	2.840903767542408e-89	102799.3523418186	0.0	2675139405866318.0
|422⟩	2.5174258109700956e-89	102799.3523418186	0.0	2667116547134222.5
|522⟩	1.4677695547620293e-89	102799.3523418186	0.0	2672315359592620.0
|622⟩	9.067785068930634e-90	102799.3523418186	0.0	2675139405866318.0
|655⟩	2.1763489625247255e-90	2279.3934475701826	102799.3523418186	2675139405866318.0
