label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|422⟩→|322⟩	1.138479400184179e-48	0.10873742350541171	4.989649297389784	10117781990.872442
|533⟩→|433⟩	1.826129335794271e-50	150441084.5457306	6696818806.070575	4683087664.346674
|311⟩→|211⟩	8.448038406275608e-51	1.4227019731706937e-08	1.1149754801247044e-08	28907948545.349842
|522⟩→|322⟩	1.0199407771397291e-54	0.11254776282159629	5.022330762383182	14800869655.219116
|633⟩→|433⟩	3.5258866979305424e-55	163430557.486763	6724725364.131356	7226987136.3374605
|644⟩→|544⟩	6.397629021625798e-56	1.1949431603317146e+17	1.5803999168058919e+19	2543899471.9907866
|411⟩→|211⟩	2.8473065383665784e-56	1.2156457489509233e-07	1.1208122635205275e-08	39025730536.22228
|622⟩→|322⟩	5.395085318475161e-58	0.11558436245002213	5.036923135569956	17344769127.209904
|633⟩→|533⟩	3.0706135002544047e-58	206540021.45180225	6633198461.199279	2543899471.9907866
|511⟩→|211⟩	1.95970321665438e-58	1.2158056920044294e-07	1.1251515350309618e-08	43708818200.56896
|611⟩→|211⟩	1.7861424169004915e-59	1.2158056920044294e-07	1.1299336972223651e-08	46252717672.55974
|522⟩→|422⟩	1.321783898341003e-64	0.15669681378556266	4.950791849397562	4683087664.346674
|622⟩→|422⟩	5.221001310613625e-68	0.15669681378556266	4.950791849397562	7226987136.3374605
|411⟩→|311⟩	1.1093100748238504e-73	1.441475377853634e-08	1.10221358242323e-08	10117781990.872442
|622⟩→|522⟩	7.33005686004337e-74	0.20435839018231317	4.950791849397562	2543899471.9907866
|511⟩→|311⟩	6.986097179657448e-76	1.4470623770221184e-08	1.1008288958909253e-08	14800869655.219116
|611⟩→|311⟩	6.143803397921598e-77	1.4470623770221184e-08	1.1008288958909253e-08	17344769127.209904
|511⟩→|411⟩	4.177412854569462e-81	1.4668835297216126e-08	1.0994803558006491e-08	4683087664.346674
|611⟩→|411⟩	3.362476196001951e-82	1.4792522899370859e-08	1.0981653362222e-08	7226987136.3374605
|611⟩→|511⟩	3.5517055883199114e-84	1.223894581316771e-07	1.0908464342976255e-08	2543899471.9907866
