label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|644⟩→|544⟩	1.2097195659677804e-35	10.464575441005309	3724.333313004781	20191834.06912946
|533⟩→|433⟩	6.6077061214046e-36	0.0002858194032947861	0.020781056245900414	37171330.899988316
|744⟩→|644⟩	5.738959610974182e-40	65.50522559325236	3689.678716980529	12175039.095486224
|755⟩→|655⟩	8.894650045418667e-41	3848777.1023664474	2776915456.677538	12175039.095486224
|855⟩→|755⟩	6.567120286636452e-42	47478741.80051279	2728549110.963157	7902068.643704997
|633⟩→|433⟩	1.0104541191067194e-42	0.00039511015232898336	0.020848513458280662	57363164.969117776
|844⟩→|644⟩	1.5915592065314162e-44	71.1056349487285	3696.8282086905333	20077107.73919122
|855⟩→|655⟩	6.774580657537157e-45	5936886.017884254	2776915456.677538	20077107.73919122
|844⟩→|544⟩	6.070348307765009e-45	19.78278082823499	3726.584538418802	40268941.80832068
|866⟩→|766⟩	1.494537624836246e-46	4631889957054.0	3846762419676795.5	7902068.643704997
|633⟩→|533⟩	4.83756373975612e-47	0.0003980233466983202	0.020706532626196414	20191834.06912946
|733⟩→|433⟩	6.330475241062192e-48	0.00036183679987122214	0.020910137316876482	69538204.06460401
|844⟩→|744⟩	2.282760640293154e-48	77.42229005271611	3666.263475986215	7902068.643704997
|833⟩→|433⟩	1.6138050536686285e-51	0.00045053776296043874	0.02101942806591068	77440272.708309
|733⟩→|533⟩	2.26755366686017e-52	0.0003980233466983202	0.020706532626196414	32366873.164615683
|833⟩→|533⟩	4.726586355808586e-56	0.0003980233466983202	0.020706532626196414	40268941.80832068
|833⟩→|633⟩	1.1447206859664212e-62	0.00045964720529413985	0.020706532626196414	20077107.73919122
|833⟩→|733⟩	1.0517318989931108e-67	0.000619723193571918	0.020781056245900414	7902068.643704997
|311⟩→|211⟩	4.212473057564236e-89	8.092039868459678e+19	0.0	229452659.8764711
|422⟩→|322⟩	2.6841346679441382e-89	8.092039868459678e+19	0.0	80308430.95676488
|411⟩→|211⟩	2.382890581342298e-89	8.092039868459678e+19	0.0	309761090.833236
|411⟩→|311⟩	2.32431072527547e-89	8.092039868459678e+19	0.0	80308430.95676488
|522⟩→|422⟩	1.8638990879098e-89	8.092039868459678e+19	0.0	37171330.899988316
|511⟩→|211⟩	1.6119754446700623e-89	8.092039868459678e+19	0.0	346932421.7332243
|522⟩→|322⟩	1.5419272077279373e-89	8.092039868459678e+19	0.0	117479761.8567532
|511⟩→|411⟩	1.4417381867802956e-89	8.092039868459678e+19	0.0	37171330.899988316
|511⟩→|311⟩	1.4392565283877058e-89	8.092039868459678e+19	0.0	117479761.8567532
|622⟩→|522⟩	1.3136717196425351e-89	8.092039868459678e+19	0.0	20191834.06912946
|611⟩→|211⟩	1.191425254541477e-89	8.092039868459678e+19	0.0	367124255.8023538
|622⟩→|422⟩	1.1649739097845375e-89	8.092039868459678e+19	0.0	57363164.969117776
|622⟩→|322⟩	1.0603713189865044e-89	8.092039868459678e+19	0.0	137671595.92588267
|611⟩→|311⟩	1.0266353641333285e-89	8.092039868459678e+19	0.0	137671595.92588267
|611⟩→|511⟩	9.762432458638539e-90	8.092039868459678e+19	0.0	20191834.06912946
|722⟩→|622⟩	9.65078098301675e-90	8.092039868459678e+19	0.0	12175039.095486224
|611⟩→|411⟩	9.412997919625192e-90	8.092039868459678e+19	0.0	57363164.969117776
|711⟩→|211⟩	9.296529025123896e-90	8.092039868459678e+19	0.0	379299294.89784
|722⟩→|522⟩	8.627875623119936e-90	8.092039868459678e+19	0.0	32366873.164615683
|722⟩→|422⟩	8.400573500016754e-90	8.092039868459678e+19	0.0	69538204.06460401
|722⟩→|322⟩	7.954739699552776e-90	8.092039868459678e+19	0.0	149846635.0213689
|711⟩→|311⟩	7.863918355418339e-90	8.092039868459678e+19	0.0	149846635.0213689
|811⟩→|211⟩	7.527717754585252e-90	8.092039868459678e+19	0.0	387201363.541545
|822⟩→|722⟩	7.357793373125748e-90	8.092039868459678e+19	0.0	7902068.643704997
|711⟩→|611⟩	7.033472994299864e-90	8.092039868459678e+19	0.0	12175039.095486224
|711⟩→|411⟩	6.952866995427076e-90	8.092039868459678e+19	0.0	69538204.06460401
|711⟩→|511⟩	6.600216326849994e-90	8.092039868459678e+19	0.0	32366873.164615683
|822⟩→|622⟩	6.550570619531209e-90	8.092039868459678e+19	0.0	20077107.73919122
|822⟩→|422⟩	6.501536148671875e-90	8.092039868459678e+19	0.0	77440272.708309
|822⟩→|522⟩	6.421273948455802e-90	8.092039868459678e+19	0.0	40268941.80832068
|811⟩→|311⟩	6.297870333484358e-90	8.092039868459678e+19	0.0	157748703.66507387
|822⟩→|322⟩	6.287762612688009e-90	8.092039868459678e+19	0.0	157748703.66507387
|811⟩→|411⟩	5.46165792816415e-90	8.092039868459678e+19	0.0	77440272.708309
|811⟩→|711⟩	5.303037965089145e-90	8.092039868459678e+19	0.0	7902068.643704997
|811⟩→|511⟩	4.997411325162695e-90	8.092039868459678e+19	0.0	40268941.80832068
|811⟩→|611⟩	4.874445864156199e-90	8.092039868459678e+19	0.0	20077107.73919122
