label	peak_strain	fwhm_yr	t_peak_yr	frequency_hz
|544⟩	9.259354527391149e-34	29.595275899346813	2.177974011614494	47421598754.77506
|655⟩	8.296404125655393e-36	689642.3618279892	38550.75000645832	47583063222.981224
|766⟩	1.69513215895616e-38	97519478578.0136	9747130209.243021	47680421204.73819
|644⟩	4.715065121170724e-40	0.012182316547413308	1.8350468688119095	47583063222.981224
|744⟩	2.6599958989711465e-44	874312524138.0468	2.479149007884189	47680421204.73819
|755⟩	2.0469354414884297e-45	157.23431162551788	27990.933059977204	47680421204.73819
|855⟩	4.0152480086753104e-47	468.5574693590461	27395.145212870662	47743610279.43622
|866⟩	1.4620109921256302e-52	42185447.848664284	6014265983.230939	47743610279.43622
|844⟩	7.624963356446407e-58	0.03745351097381433	1.8125466757615236	47743610279.43622
|211⟩	1.3299223159280732e-90	79155467510181.39	0.0	44647345619.232735
|311⟩	3.803280679398628e-91	79155467510181.39	0.0	46482169121.57554
|411⟩	1.5692806431949006e-91	79155467510181.39	0.0	47124357347.39552
|511⟩	7.939812235041377e-92	79155467510181.39	0.0	47421598754.77506
|322⟩	6.773511594449254e-92	79155467510181.39	0.0	46482169121.57554
|611⟩	4.563328249410213e-92	79155467510181.39	0.0	47583063222.981224
|422⟩	3.876229328904287e-92	79155467510181.39	0.0	47124357347.39552
|711⟩	2.8614113380224332e-92	79155467510181.39	0.0	47680421204.73819
|522⟩	2.2260020110133774e-92	79155467510181.39	0.0	47421598754.77506
|811⟩	1.911489756745776e-92	79155467510181.39	0.0	47743610279.43622
|622⟩	1.3639800021085038e-92	79155467510181.39	0.0	47583063222.981224
|722⟩	8.87696882388738e-93	79155467510181.39	0.0	47680421204.73819
|822⟩	6.071779270188654e-93	79155467510181.39	0.0	47743610279.43622
|433⟩	1.0013006429335192e-93	79155467510181.39	0.0	47124357347.39552
|533⟩	8.307131049041217e-94	79155467510181.39	0.0	47421598754.77506
|633⟩	5.924815459441557e-94	79155467510181.39	0.0	47583063222.981224
|733⟩	4.179891472616356e-94	79155467510181.39	0.0	47680421204.73819
|833⟩	3.001845011511576e-94	79155467510181.39	0.0	47743610279.43622
|877⟩	3.011031715551226e-102	30204361201618.78	79155467510181.39	47743610279.43622
