"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.04035863509909913549034143898097681813`16."	"4.94078489858736811773348379962404138073605097443607797235667785`38.*^-15"	2.5116058024017274e-15
"0.04100456350546295009040775880748697091`16."	"5.66196073508351869219325790264011207061277448442707574936893205`38.*^-15"	2.87650508257418e-15
"0.04165049191182676469047407863399712369`16."	"6.47398082281439979011359225416211527519478511478147474327869444`38.*^-15"	3.2870180240850506e-15
"0.04229642031819057235164649455327889882`16."	"7.38651221664898858885012315830483366071440885065909948531756794`38.*^-15"	3.7479354396221695e-15
"0.0429423487245543869517128143797890516`16."	"8.41006261854314894466330954799894909582961678328708013039088303`38.*^-15"	4.264456010055664e-15
"0.04358827713091819461288523029907082673`16."	"9.55604108704447884319093725983881594428994257797484880305621062`38.*^-15"	4.842212741912255e-15
"0.04423420553728200921295155012558097951`16."	"1.083681955764849963768145374494189336870851117652340966817078085`38.*^-14"	5.487300565167876e-15
"0.04488013394364581687412396604486275464`16."	"1.226577891444213498001117295920678387091841223501886161509877326`38.*^-14"	6.206305089185083e-15
"0.04552606235000962453529638196414452977`16."	"1.385741050459970261466365536864296158966277880807337040401880599`38.*^-14"	7.006332533465835e-15
"0.04617199075637343913536270179065468255`16."	"1.562734040715500531060923982635783122060077470223912681300510982`38.*^-14"	7.8950408486669e-15
"0.04681791916273725373542902161716483533`16."	"1.75924369413766008015001657684970590371628910234447034767824484`37.*^-14"	8.880672042035762e-15
"0.04746384756910106833549534144367498811`16."	"1.97708724299406285536475527735897660892469197222442216463513914`37.*^-14"	9.972085720067942e-15
"0.04810977597546487599666775736295676325`16."	"2.218218978484947838020019919016583925504898487779908182065062777`37.*^-14"	1.1178793859761982e-14
"0.04875570438182869059673407718946691602`16."	"2.484739899375922148609086749138364079632169582751754277954981244`37.*^-14"	1.2510996818356224e-14
"0.04940163278819249825790649310874869116`16."	"2.778907017896553039346771160363638025690257010466254018522591435`37.*^-14"	1.3979620589870496e-14
"0.05004756119455631285797281293525884394`16."	"3.103139953813190811744263960647648334322651558252366798241324461`37.*^-14"	1.559635531514712e-14
"0.05069348960092012051914522885454061907`16."	"3.460030898679781233856966172770002351226877544481870796700815049`37.*^-14"	1.7373695050386704e-14
"0.05133941800728393511921154868105077185`16."	"3.852353617067585925052543421650304406625043409661002887916713448`37.*^-14"	1.932497879740765e-14
"0.05198534641364774278038396460033254698`16."	"4.283076393903904260456866138681604908900142641728233868977531022`37.*^-14"	2.146443279701993e-14
"0.05263127482001155738045028442684269976`16."	"4.755368209230407555318215015391524921692046598191969134501454023`37.*^-14"	2.3807214084997877e-14
"0.05327720322637536504162270034612447489`16."	"5.272609956578926061633062582494452224604773872759882861026475236`37.*^-14"	2.6369455308157645e-14
"0.05392313163273917270279511626540625002`16."	"5.838407759167458938115008654748670268902877995314746941292059595`37.*^-14"	2.916831079599787e-14
"0.05456906003910299424175533999914478045`16."	"6.456604553747301389864514180012263054641454687287543296320618508`37.*^-14"	3.2222003881241307e-14
"0.05521498844546680190292775591842655558`16."	"7.131287245366282426421644982730032663828961405868626019872525608`37.*^-14"	3.554987546042415e-14
"0.05586091685183061650299407574493670836`16."	"7.866802639272297300400824790541139554940256928080181030871008424`37.*^-14"	3.9172433783417073e-14
"0.05650684525819442416416649166421848349`16."	"8.667771514159733074923744084170367348708815171368820122471100567`37.*^-14"	4.3111405458423794e-14
"0.05715277366455823876423281149072863627`16."	"9.539097505505056374271307836983609413160179995998044470696561411`37.*^-14"	4.738978765659621e-14
"0.0577987020709220464254052274100104114`16."	"1.0485980325827158296289411848065107357421790239961295567845058272`37.*^-13"	5.203190149791976e-14
"0.05844463047728586102547154723652056418`16."	"1.1513935652460916984817950031394696790187406422554989353505944104`37.*^-13"	5.706344659746776e-14
"0.05909055888364966868664396315580233932`16."	"1.2628801108671495657575960985533987654405958075337522331644455856`37.*^-13"	6.251155674848856e-14
"0.05973648729001348328671028298231249209`16."	"1.383675750509253646176729246665727797725025129020438073421512303`37.*^-13"	6.840485671608541e-14
"0.06038241569637729094788269890159426723`16."	"1.5144339243557329582928423720479684010547339987782317949523951471`36.*^-13"	7.477352011246102e-14
"0.06102834410274110554794901872810442001`16."	"1.6558453104395996479926553232006278864547672864125218870116092857`36.*^-13"	8.164932832184233e-14
"0.06167427250910491320912143464738619514`16."	"1.8086389341793548000606222708371248393963084969518580649157993735`36.*^-13"	8.906573044025893e-14
"0.06232020091546872087029385056666797027`16."	"1.9735843884818186045862754376589534072587250413552398237018981965`36.*^-13"	9.705790419233516e-14
"0.0629661293218325285314662664859497454`16."	"2.1514932312857300649583305092381191706231319093629223584523256949`36.*^-13"	1.0566281778415739e-13
"0.06361205772819633619263868240523152053`16."	"2.3432206205753170759633426005188748576721830725878799072655931932`36.*^-13"	1.14919292648103e-13
"0.06425798613456015773159890613897005096`16."	"2.5496668202482065776326371819120022799341021492103606527269929645`36.*^-13"	1.248680670322606e-13
"0.06490391454092396539277132205825182609`16."	"2.7717798590867815325273837461792513788119625672710302406553148573`36.*^-13"	1.3555186038372889e-13
"0.06554984294728777305394373797753360122`16."	"3.0105562576893224229071833655206738080586600005022005881967034823`36.*^-13"	1.470154384716647e-13
"0.06619577135365158071511615389681537636`16."	"3.2670438040491419759760910207206987589479115783211431034543077178`36.*^-13"	1.5930567919243514e-13
"0.06684169976001540225407637763055390678`16."	"3.5423428625223599156276693801892762382169625026311555173296809335`36.*^-13"	1.7247163899564413e-13
"0.06748762816637922379303660136429243721`16."	"3.8376088177442718769346403595935659161245579005315983392394239921`36.*^-13"	1.8656461986611843e-13
"0.06813355657274303145420901728357421234`16."	"4.1540534546845497226953487846225223191210638213833135517780202289`36.*^-13"	2.0163823679317634e-13
"0.06877948497910683911538143320285598747`16."	"4.49294779135977916779231100178030324518434097840004023229983817`36.*^-13"	2.1774848565463974e-13
"0.06942541338547064677655384912213776261`16."	"4.8556235488256280500344801117592402005443285340840661737883024958`36.*^-13"	2.3495381143910507e-13
"0.07007134179183446831551407285587629303`16."	"5.243475250059521033215798912220038225590848219609110918684580147`36.*^-13"	2.533151767259495e-13
"0.07071727019819827597668648877515806817`16."	"5.6579629488586084490282577375101106121197363296519355883448354159`36.*^-13"	2.7289613033841103e-13
"0.0713631986045620836378589046944398433`16."	"6.1006137103234726990258479794581166013707832493242802395049489472`36.*^-13"	2.9376287608085773e-13
"0.07200912701092589129903132061372161843`16."	"6.5730241121159768293052130571976173949915101391272875452469359217`36.*^-13"	3.159843414670236e-13
"0.07265505541728969896020373653300339356`16."	"7.0768630949500097991370863923024727216290229637420953095568703258`36.*^-13"	3.3963224634157293e-13
"0.07330098382365352049916396026674192399`16."	"7.6138728867272507590352090026074842557959103978111322965883494836`36.*^-13"	3.6478117129281914e-13
"0.07394691223001732816033637618602369912`16."	"8.1858729784087634852030935752775456441736303670963230148247375171`36.*^-13"	3.915086257497949e-13
"0.07459284063638113582150879210530547425`16."	"8.7947611293737407706687143130026331374305429953015557454783820223`36.*^-13"	4.1989511565214153e-13
"0.07523876904274494348268120802458724938`16."	"9.442516226785589615694188262816564623996692867`36.*^-13"	4.50024210576426e-13
"0.07588469744910876502164143175832577981`16."	"1.0131201353301662832852144426903653142322348531`36.*^-12"	4.819826101975558e-13
"0.07653062585547257268281384767760755494`16."	"1.0862964643212678688881176485378232720454382507`36.*^-12"	5.158602099588856e-13
"0.07717655426183638034398626359688933007`16."	"1.1640043673721898639903466385571775558896932134`36.*^-12"	5.517501658194411e-13
"0.07782248266820018800515867951617110521`16."	"1.2464766365737276458625847719876704633494650933`35.*^-12"	5.897489579413719e-13
"0.07846841107456400954411890324990963563`16."	"1.3339554524522869970204125780408064278707735322`35.*^-12"	6.299564531753404e-13
"0.07911433948092781720529131916919141077`16."	"1.4266925335662308984580924276045352139422290077`35.*^-12"	6.724759661960081e-13
"0.0797602678872916248664637350884731859`16."	"1.5249495167098714932326452134798776679147011754`35.*^-12"	7.174143191341269e-13
"0.08040619629365543252763615100775496103`16."	"1.6289981327282585159774843369273703144969473502`35.*^-12"	7.648818995459222e-13
"0.08105212470001924018880856692703673616`16."	"1.7391204023861759996580644022164508422845544003`35.*^-12"	8.149927165545625e-13
"0.08169805310638306172776879066077526659`16."	"1.8556090780153007269399111634249353229895115097`35.*^-12"	8.678644549924266e-13
"0.08234398151274686938894120658005704172`16."	"1.9787677261139215760155974337397304910283511084`35.*^-12"	9.236185273666845e-13
"0.08298990991911069092790143031379557215`16."	"2.1089109901985562505610034685792601456373980074`35.*^-12"	9.823801234643915e-13
"0.08363583832547449858907384623307734728`16."	"2.246364983752469974761263626384995085889848176`35.*^-12"	1.04427825740676e-12
"0.08428176673183830625024626215235912241`16."	"2.3914674545640591936375456191445203106712589079`35.*^-12"	1.1094458119557045e-12
"0.08492769513820212778920648588609765284`16."	"2.5445679808620860184271273202476165659161721769`35.*^-12"	1.1780195798689097e-12
"0.08557362354456593545037890180537942797`16."	"2.7060283092625984433407322660364448751696090659`35.*^-12"	1.2501403020927584e-12
"0.0862195519509297431115513177246612031`16."	"2.876222661117406858422323357048057820583100626`35.*^-12"	1.32595270257537e-12
"0.08686548035729355077272373364394297823`16."	"3.0555377426743191356434069645149276310557487745`35.*^-12"	1.4056055194746726e-12
"0.08751140876365737231168395737768150866`16."	"3.2443733066644030045670742265503012985617381036`35.*^-12"	1.4892515325290628e-12
"0.08815733717002117997285637329696328379`16."	"3.4431421247975332118979539330363168719630801708`35.*^-12"	1.5770475863505367e-12
"0.08880326557638498763402878921624505892`16."	"3.6522703107759738194253507032838648259209810922`35.*^-12"	1.6691546093924501e-12
"0.08944919398274879529520120513552683406`16."	"3.8721976647217356671795360473883614935625420565`35.*^-12"	1.7657376283360103e-12
"0.09009512238911261683416142886926536448`16."	"4.1033776756953028212348261592532898067600723877`35.*^-12"	1.8669657776315233e-12
"0.09074105079547642449533384478854713961`16."	"4.3462780222108353071542897901487844805111772592`35.*^-12"	1.973012303922001e-12
"0.09138697920184023215650626070782891475`16."	"4.6013804218916196717402455980269254426536192629`35.*^-12"	2.084054565068246e-12
"0.09203290760820403981767867662711068988`16."	"4.8691812102997673955732711371332903017781348015`35.*^-12"	2.2002740234856966e-12
"0.09267883601456786135663890036084922031`16."	"5.1501912603721898747961050247625343654802831402`35.*^-12"	2.3218562334944278e-12
"0.09332476442093166901781131628013099544`16."	"5.4449363498700184549746399893304865321928762127`35.*^-12"	2.448990822374461e-12
"0.09397069282729547667898373219941277057`16."	"5.7539572057735302032476228099204934064975037741`35.*^-12"	2.5818714648092005e-12
"0.0946166212336592843401561481186945457`16."	"6.0778096246155542873647429576582109798250573557`35.*^-12"	2.7206958503901097e-12
"0.09526254964002310587911637185243307613`16."	"6.4170649190368599622576231394154312359548222598`35.*^-12"	2.8656656438459578e-12
"0.09590847804638691354028878777171485126`16."	"6.7723097289056400645824343691127063611715687229`35.*^-12"	3.0169864376498017e-12
"0.09655440645275072120146120369099662639`16."	"7.1441462510882286136395721669620191248685173309`35.*^-12"	3.174867696646612e-12
"0.09720033485911452886263361961027840152`16."	"7.5331924298920774779972759135122936992377653948`35.*^-12"	3.3395226943337327e-12
"0.09784626326547833652380603552956017666`16."	"7.9400820028591826851508792868268451065027250712`35.*^-12"	3.511168440415633e-12
"0.09849219167184215806276625926329870708`16."	"8.3654645021838284056940314023180675475383340991`35.*^-12"	3.690025599243224e-12
"0.09913812007820597960172648299703723751`16."	"8.8100053540389362039246227460037768802513005221`35.*^-12"	3.8763183987366065e-12
"0.09978404848456978726289889891631901264`16."	"9.2743860420534206238069819436659953234686132756`35.*^-12"	4.070274529378512e-12
"0.10042997689093359492407131483560078777`16."	"9.7593038419062102601103568220690000826342415168`34.*^-12"	4.272125032853676e-12
"0.10107590529729740258524373075488256291`16."	"1.02654722267174223976505029453916297055953195719`34.*^-11"	4.482104179897131e-12
"0.10172183370366122412420395448862109333`16."	"1.07936203054119553731105861145913695247176159061`34.*^-11"	4.700449336901876e-12
"0.10236776211002503178537637040790286846`16."	"1.13444932524945182220930039783808672355444392515`34.*^-11"	4.9274008208234914e-12
"0.1030136905163888394465487863271846436`16."	"1.19188519504267882360853698745967842355671689839`34.*^-11"	5.163201741906109e-12
"0.10365961892275264710772120224646641873`16."	"1.25174729197499058796323195370414874430633666807`34.*^-11"	5.408097833740527e-12
"0.10430554732911646864668142598020494916`16."	"1.31411481491074563114581978718377260929726886266`34.*^-11"	5.662337270151561e-12
"0.10495147573548027630785384189948672429`16."	"1.37906851353966332535888452662708802578280417751`34.*^-11"	5.9261704683973396e-12
"0.10559740414184408396902625781876849942`16."	"1.44669062696753826636697924876046622319116895714`34.*^-11"	6.199849878148927e-12
"0.10624333254820789163019867373805027455`16."	"1.51706489440076998926745091368254527320551038934`34.*^-11"	6.483629755703453e-12
"0.10688926095457171316915889747178880498`16."	"1.5902765084775289966346184137647639217230855522`34.*^-11"	6.777765922868884e-12
"0.10753518936093552083033131339107058011`16."	"1.66641208315300467693029655091609511287258684109`34.*^-11"	7.082515509942752e-12
"0.10818111776729932849150372931035235524`16."	"1.74555961943248020714967668520384830538997556765`34.*^-11"	7.398136682191185e-12
"0.10882704617366313615267614522963413037`16."	"1.82780846291603242696576939281982689949653800619`34.*^-11"	7.724888349217971e-12
"0.1094729745800269576916363689633726608`16."	"1.91324925829896823457813918234453736196951567177`34.*^-11"	8.063029856596683e-12
"0.11011890298639076535280878488265443593`16."	"2.00197388184100120903463682015599296025066904941`34.*^-11"	8.412820659121388e-12
"0.11076483139275457301398120080193621106`16."	"2.09407541627735552002529320217572741645782289809`34.*^-11"	8.77451997501398e-12
"0.1114107597991183806751536167212179862`16."	"2.18964806339503390260186548248592400918105977869`34.*^-11"	9.148386420407631e-12
"0.11205668820548220221411384045495651662`16."	"2.28878705486383904277215172472315394635504768735`34.*^-11"	9.53467762340761e-12
"0.11270261661184600987528625637423829176`16."	"2.39158862444152800082378540362344849826393767494`34.*^-11"	9.93364981701122e-12
"0.11334854501820981753645867229352006689`16."	"2.49814990606911177977371289364212809244454406985`34.*^-11"	1.034555741014941e-11
"0.11399447342457362519763108821280184202`16."	"2.60856881922228655523546506000227720502121072964`34.*^-11"	1.0770652536092122e-11
"0.11464040183093743285880350413208361715`16."	"2.72294400336884462220338279371821234800451200678`34.*^-11"	1.120918457743919e-11
"0.11528633023730125439776372786582214758`16."	"2.84137471907938557704734676625496316544699702747`34.*^-11"	1.166139966689733e-11
"0.11593225864366506205893614378510392271`16."	"2.96396069767527133190278210075208243720876502827`34.*^-11"	1.2127540163022104e-11
"0.11657818705002886972010855970438569784`16."	"3.09080205374041903492161189597468234180010467069`34.*^-11"	1.2607844100081818e-11
"0.11722411545639267738128097562366747297`16."	"3.22199915545460371296668772564103826355421426951`34.*^-11"	1.3102544611177153e-11
"0.1178700438627564989202411993574060034`16."	"3.35765246222661078959138438359914845689922616731`34.*^-11"	1.3611869323727553e-11
"0.11851597226912030658141361527668777853`16."	"3.49786240570021860953272902406412024999776038224`34.*^-11"	1.4136039726410995e-11
"0.11916190067548411424258603119596955366`16."	"3.64272918929761670998473337209439912650057205188`34.*^-11"	1.467527050661988e-11
"0.1198078290818479219037584471152513288`16."	"3.79235268486931911811966419707458486301199189304`34.*^-11"	1.5229768857470087e-11
"0.12045375748821174344271867084898985922`16."	"3.94683218904155248194173965550234029918374263545`34.*^-11"	1.5799733753375064e-11
"0.12109968589457555110389108676827163436`16."	"4.10626625972675705801914083194749286110321440451`34.*^-11"	1.638535519317012e-11
"0.12174561430093935876506350268755340949`16."	"4.27075252209340005494073017539323155455976247705`34.*^-11"	1.698681340974547e-11
"0.12239154270730316642623591860683518462`16."	"4.44038741830145774792818824622421794734750955854`34.*^-11"	1.7604278045118447e-11
"0.12303747111366700184298395015503047034`16."	"4.61526601026896244592143676464014588466422537879`34.*^-11"	1.8237907289847457e-11
"0.12368339952003080950415636607431224547`16."	"4.79548172510552785289324667090169280287388059686`34.*^-11"	1.888784698566075e-11
"0.1243293279263946310431165898080507759`16."	"4.98112609167962537458832503434866758770438997066`34.*^-11"	1.9554229690144064e-11
"0.12497525633275843870428900572733255103`16."	"5.17228846892361429931604380389995256432238310368`34.*^-11"	2.0237173702299507e-11
"0.12562118473912226024324922946107108146`16."	"5.36905575944807131005377174401267775036843483924`34.*^-11"	2.0936782047758308e-11
"0.1262671131454860540266338375658961013`16."	"5.5715120955656801301268939505468696763836672335`34.*^-11"	2.1653141422396695e-11
"0.12691304155184987556559406129963463172`16."	"5.77973853640300632832386069363320920484902280932`34.*^-11"	2.2386321093072717e-11
"0.12755896995821369710455428503337316215`16."	"5.99381269849693977046364543787225475873131826672`34.*^-11"	2.3136371754166717e-11
"0.12820489836457749088793889313819818199`16."	"6.21380841064594975730854074339597288457515200908`34.*^-11"	2.3903324338575528e-11
"0.12885082677094131242689911687193671241`16."	"6.43979534436047589337879373047204047676054793219`34.*^-11"	2.468718878177401e-11
"0.12949675517730513396585934060567524284`16."	"6.67183859077556091368915901870199257835345872187`33.*^-11"	2.5487952737521567e-11
"0.13014268358366892774924394871050026268`16."	"6.9099982550799819183155113857869367313457460007`33.*^-11"	2.6305580243755294e-11
"0.1307886119900327492882041724442387931`16."	"7.15432898496027329596576720744948135235364086945`33.*^-11"	2.7140010337172772e-11
"0.13143454039639654307158878054906381294`16."	"7.40487956029224035395998145946101524529156672284`33.*^-11"	2.7991155614968428e-11
"0.13208046880276036461054900428280234337`16."	"7.66169234653694110368340096868966506398610468095`33.*^-11"	2.8858900742149573e-11
"0.1327263972091241861495092280165408738`16."	"7.92480280026856503271999392963487598829678578187`33.*^-11"	2.9743100902814975e-11
"0.13337232561548797993289383612136589363`16."	"8.19423891580125414673305809134948756200263571845`33.*^-11"	3.064358019373991e-11
"0.13401825402185180147185405985510442406`16."	"8.47002068019576580066989748700909256625594499141`33.*^-11"	3.15601299585674e-11
"0.1346641824282155952552386679599294439`16."	"8.75215943550680217301905552590558033943030982936`33.*^-11"	3.2492507060862045e-11
"0.13531011083457941679419889169366797432`16."	"9.04065727824354288701354594904071072210667840089`33.*^-11"	3.3440432094239447e-11
"0.13595603924094323833315911542740650475`16."	"9.33550641657243488720658435700980971071929137874`33.*^-11"	3.440358752773671e-11
"0.13660196764730705987211933916114503518`16."	"9.63668840776209818598613571779798063837215122939`33.*^-11"	3.538161578454483e-11
"0.13724789605367085365550394726597005501`16."	"9.94417350290402937210511144271693246103191349157`33.*^-11"	3.637411725217454e-11
"0.13789382446003467519446417099970858544`16."	"1.025791985599611781793377108225633042905669175396`33.*^-10"	3.738064822207906e-11
"0.13853975286639846897784877910453360528`16."	"1.057787273926588055314186203655518038780941319778`33.*^-10"	3.8400718756706717e-11
"0.1391856812727622905168090028382721357`16."	"1.090396369165562008900951337941703548302870464433`33.*^-10"	3.943379048190636e-11
"0.13983160967912611205576922657201066613`16."	"1.123610966731485039228001056497172338268643823502`33.*^-10"	4.047927430255394e-11
"0.14047753808548990583915383467683568597`16."	"1.157421208837532720524660587454266591869369918535`33.*^-10"	4.153652803921802e-11
"0.1411234664918537273781140584105742164`16."	"1.191815591210788663469698024492756041631033449086`33.*^-10"	4.2604853983624717e-11
"0.14176939489821754891707428214431274682`16."	"1.226780863454250178350255595401418818128501993444`33.*^-10"	4.368349637062761e-11
"0.14241532330458134270045889024913776666`16."	"1.2623019221611044925340350840023399722950230149`33.*^-10"	4.477163876433126e-11
"0.14306125171094516423941911398287629709`16."	"1.2983617019008980824471143497296436398828779498`33.*^-10"	4.586840135595788e-11
"0.14370718011730895802280372208770131692`16."	"1.334941060710173552733289631685888516141793088971`33.*^-10"	4.6972838170986133e-11
"0.14435310852367277956176394582143984735`16."	"1.372018662270791342979452341877757050480178162654`33.*^-10"	4.80839341830318e-11
"0.14499903693003660110072416955517837778`16."	"1.409570846639025130985056052740654218285404347937`33.*^-10"	4.920060233187499e-11
"0.14564496533640039488410877766000339761`16."	"1.447571503082823358179182265434907886837074495444`33.*^-10"	5.032168044297649e-11
"0.14629089374276421642306900139374192804`16."	"1.485991933460731351272158008405869094082825937967`33.*^-10"	5.144592804575966e-11
"0.14693682214912803796202922512748045847`16."	"1.524800706466824330057275023705128712699549614604`33.*^-10"	5.2572023087866586e-11
"0.1475827505554918317454138332323054783`16."	"1.563963511998417713756902418074347154862513694167`33.*^-10"	5.3698558542530827e-11
"0.14822867896185565328437405696604400873`16."	"1.603443004349238530908901343653393336018268573388`33.*^-10"	5.4824038906137357e-11
"0.14887460736821944706775866507086902857`16."	"1.643198640728644986521565170691432842018383325816`33.*^-10"	5.5946876582969254e-11
"0.149520535774583268606718888804607559`16."	"1.683186511989788876575367016985376037699808685958`33.*^-10"	5.706538815406918e-11
"0.15016646418094709014567911253834608942`16."	"1.723359164615084395290130129970344416741985662465`31.*^-10"	5.817779052706672e-11
"0.15081239258731088392906372064317110926`16."	"1.763665420218765983596939211529990126384344754079`31.*^-10"	5.928219696374869e-11
"0.15145832099367470546802394437690963969`16."	"1.804050179626615183402154692904869943461022387455`31.*^-10"	6.037661298207066e-11
"0.15210424940003849925140855248173465952`16."	"1.844454224249808699499582359597992914126323778609`31.*^-10"	6.145893212922778e-11
"0.15275017780640232079036877621547318995`16."	"1.884814010511137490456204132229212678411139819233`31.*^-10"	6.252693162232403e-11
"0.15339610621276614232932899994921172038`16."	"1.925061447352176909591124118891994151314110373961`31.*^-10"	6.357826785309308e-11
"0.15404203461912993611271360805403674021`16."	"1.965123673068008007480297728004141512384851175712`31.*^-10"	6.461047175304205e-11
"0.15468796302549375765167383178777527064`16."	"2.004922818940757037131662781402505973440650103729`31.*^-10"	6.562094401530118e-11
"0.15533389143185757919063405552151380107`16."	"2.044375763714755627066462938000279252652782722358`30.*^-10"	6.660695016937434e-11
