"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.29999999999999998889776975374843459576`16."	"4.285515046513960126648646589443681439818317129745697071824135`34.*^-17"	4.770937017381916e-17
"0.30378446287738763986752132950641680509`16."	"5.276530736428750035432093901040712576437054124982318051869067`34.*^-17"	5.751986153776177e-17
"0.30756892575477523532612167400657199323`16."	"6.457792386895498672591194602563627430838478459464348835840342`34.*^-17"	6.915829344462243e-17
"0.31135338863216288629587324976455420256`16."	"7.83071898320184722016110463290422652966885460252730387109932`34.*^-17"	8.292981843744301e-17
"0.31513785150955053726562482552253641188`16."	"9.257767997255260609580857944662557238727475188189147099179258`34.*^-17"	9.91845152609252e-17
"0.31892231438693813272422517002269160002`16."	"1.0960975179404180966253175336245240266572362561257395627511897`34.*^-16"	1.1832308458062397e-16
"0.32270677726432578369397674578067380935`16."	"1.3258384348600642764249431984100420385910185816148036889382655`34.*^-16"	1.4080314175309234e-16
"0.32649124014171337915257709028082899749`16."	"1.5541387313323958962550680737462020285403240432031289314512772`34.*^-16"	1.6714615416859735e-16
"0.33027570301910103012232866603881120682`16."	"1.8512251545660454575159165164751721259030231318995576640634501`34.*^-16"	1.9794507285699742e-16
"0.33406016589648868109208024179679341614`16."	"2.1992316491535249345051707349396224473973908713428059284454405`34.*^-16"	2.338727101512249e-16
"0.33784462877387627655068058629694860429`16."	"2.5842164582379707684478579734805800331679141138085490573143485`34.*^-16"	2.7569091722049084e-16
"0.34162909165126392752043216205493081361`16."	"3.0542337549925599070151361198501993889831751954305188760624909`33.*^-16"	3.2426061719419645e-16
"0.34541355452865157849018373781291302294`16."	"3.5765579034815583043020054253318406760680055869227614208733879`33.*^-16"	3.8055275137363357e-16
"0.34919801740603917394878408231306821108`16."	"4.2039333829647972405408398487621352758360056323203091696777058`33.*^-16"	4.456601976465407e-16
"0.3529824802834268249185356580710504204`16."	"4.9010546202089302141663786452673357635417074561386811493358013`33.*^-16"	5.208107216526754e-16
"0.35676694316081447588828723382903262973`16."	"5.7547666334197787437566122727203280062206431809186573764843837`33.*^-16"	6.073810224689124e-16
"0.36055140603820207134688757832918781787`16."	"6.6794407311567156467970708260749277564058541329049028106538183`33.*^-16"	7.069119355608731e-16
"0.3643358689155897223166391540871700272`16."	"7.7571300934414001530242553325515370426208849525627549885301498`33.*^-16"	8.21124856454495e-16
"0.36812033179297737328639072984515223652`16."	"8.993383169591573684857727014754824393243479`33.*^-16"	9.519394489842212e-16
"0.37190479467036496874499107434530742466`16."	"1.0423714368300103776153474432528079128590131`33.*^-15"	1.1014927020427928e-15
"0.37568925754775261971474265010328963399`16."	"1.2105497136393010846102617796095080539474963`33.*^-15"	1.2721593984581408e-15
"0.37947372042514027068449422586127184331`16."	"1.3965465584703120096229336547503070049534738`33.*^-15"	1.4665740589227435e-15
"0.38325818330252786614309457036142703146`16."	"1.6130667461384639220958224288195805690769771`33.*^-15"	1.6876544227666416e-15
"0.38704264617991551711284614611940924078`16."	"1.861141694767797462504854443174125379609615`33.*^-15"	1.9386265257632217e-15
"0.39082710905730311257144649061956442893`16."	"2.1333092814837187877759342572158225642079652`32.*^-15"	2.223051433053864e-15
"0.39461157193469076354119806637754663825`16."	"2.4534181917506495555516714290049899499927158`32.*^-15"	2.5448536826401925e-15
"0.39839603481207841451094964213552884758`16."	"2.8153172913027223829130762784340347772809147`32.*^-15"	2.9083514916881968e-15
"0.40218049768946600996954998663568403572`16."	"3.2223264380176175667533609759493726564830087`32.*^-15"	3.318288774085516e-15
"0.40596496056685366093930156239366624504`16."	"3.6788335110712874814155261448132342674422455`32.*^-15"	3.7798690132603296e-15
"0.40974942344424131190905313815164845437`16."	"4.2069353774819421099234360393178736836850669`32.*^-15"	4.2987910291785824e-15
"0.41353388632162890736765348265180364251`16."	"4.8005927483875568495618287682904368491888046`32.*^-15"	4.88128667265755e-15
"0.41731834919901655833740505840978585184`16."	"5.4633398529425900525485052677661115942442731`32.*^-15"	5.534160473642175e-15
"0.42110281207640420930715663416776806116`16."	"6.2124230030642874979472104156185044081262`32.*^-15"	6.264831262862113e-15
"0.4248872749537918047657569786679232493`16."	"7.0556548110855087874249715090172962067318561`32.*^-15"	7.081375778301753e-15
"0.42867173783117945573550855442590545863`16."	"8.0080114034728333570289628192904883488099044`32.*^-15"	7.992574259152555e-15
"0.43245620070856705119410889892606064677`16."	"9.0699469198452093214560732206281156680546707`32.*^-15"	9.007958020363112e-15
"0.4362406635859547021638604746840428561`16."	"1.02579283798178277502790422909667657759121606`32.*^-14"	1.0137858990545726e-14
"0.44002512646334235313361205044202506542`16."	"1.15911835260018869297131407834915526071322809`32.*^-14"	1.139346118482853e-14
"0.44380958934073000410336362620000727475`16."	"1.30840737081710708720138699880259311105247493`31.*^-14"	1.2786854072259779e-14
"0.44759405221811759956196397070016246289`16."	"1.4734508841239611119596709470973580128072527`31.*^-14"	1.4331087784571986e-14
"0.45137851509550519502056431520031765103`16."	"1.65944736521490899591883313667305441661518568`31.*^-14"	1.604023009950654e-14
"0.45516297797289284599031589095829986036`16."	"1.86695766227520749913603678735229777730146184`31.*^-14"	1.7929425117493264e-14
"0.45894744085028049696006746671628206968`16."	"2.09748211245794932295740866360849353872396123`31.*^-14"	2.0014953535290572e-14
