"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.02000000000000000041633363423443370266`16."	"6.2521806950292369728810137483582314752781`20.*^-18"	6.120461834844203e-18
"0.02154362416107382521834878730260243174`16."	"1.18627706284029335335635677879714512930331`20.*^-17"	1.1763492507351945e-17
"0.02308724832214765002036394037077116081`16."	"2.15247557829030200137817901810451713065567`20.*^-17"	2.1584537552727466e-17
"0.02463087248322147482237909343893988989`16."	"3.77151033773030501701852921223890408505782`20.*^-17"	3.8037280241929737e-17
"0.02617449664429530309384119846072280779`16."	"6.38081935424765057378971428875573147557535`20.*^-17"	6.469437359001579e-17
"0.02771812080536912789585635152889153687`16."	"1.047344902585830007022696951497781166426037`20.*^-16"	1.066295203989743e-16
"0.02926174496644295269787150459706026595`16."	"1.673436690633055477941030423122201381575189`20.*^-16"	1.7089085049155565e-16
"0.03080536912751678096933360961884318385`16."	"2.609736045180295802015311983997806915033794`20.*^-16"	2.670786442845906e-16
"0.03234899328859060230190181073339772411`16."	"3.981382409207633914567160697701695732236498`20.*^-16"	4.080409733445204e-16
"0.03389261744966443057336391575518064201`16."	"5.95353421619865961884101779004504305158534`20.*^-16"	6.107012317468624e-16
"0.03543624161073825884482602077696355991`16."	"8.741087621397925378475836607212713118140336`20.*^-16"	8.970318093828546e-16
"0.03697986577181208711628812579874647781`16."	"1.2620043759605450264719641454990558586087476`20.*^-15"	1.2951883033595047e-15
"0.03852348993288590150996242300607264042`16."	"1.794086815251712235257919770114968161182155`20.*^-15"	1.8408186708701542e-15
"0.04006711409395972978142452802785555832`16."	"2.5143703964542838566986809163394204551908254`20.*^-15"	2.578561591852148e-15
"0.04161073825503355805288663304963847622`16."	"3.4775898215994663131216919037802374321753957`20.*^-15"	3.563748028737235e-15
"0.04315436241610738632434873807142139412`16."	"4.7511985026456670548338855036453471761931321`20.*^-15"	4.864319540767608e-15
"0.04469798657718120765691693918597593438`16."	"6.4176201844773375315452861414001375615472406`20.*^-15"	6.562976329537224e-15
