"alpha"	"CF_Gamma"	"Hydro_Gamma"
0.35	"6.951354772823335053314595492317`16.*^-8"	1.8870236497822123e-8
0.3534090909090909	"7.345068285866953185827557425463`16.*^-8"	1.8815526342474302e-8
0.3568181818181818	"7.752200115969194500729520861922`16.*^-8"	1.8708279126666634e-8
0.36022727272727273	"8.17252110900057424905255896194`16.*^-8"	1.8548868294445633e-8
0.3636363636363636	"8.605675489448965582999774673626`16.*^-8"	1.8338145115928044e-8
0.3670454545454545	"9.051204060158911469494671166733`16.*^-8"	1.8077433981899627e-8
0.3704545454545454	"9.508509944254515570303474121484`16.*^-8"	1.776851467856285e-8
0.37386363636363634	"9.976826375268397041971005960795`16.*^-8"	1.741358935762161e-8
0.37727272727272726	"1.0455172922595278854884731043482`16.*^-7"	1.7015231688790217e-8
0.3806818181818182	"1.0942295472217935122551604748423`16.*^-7"	1.6576315438826836e-8
0.3840909090909091	"1.143658343883208450156553040878`16.*^-7"	1.609991946270064e-8
0.38749999999999996	"1.1935955107541384855576380424197`16.*^-7"	1.5589205817871536e-8
0.3909090909090909	"1.2437698456706724916353256211706`16.*^-7"	1.5047267421245795e-8
0.3943181818181818	"1.2938249952968096472811785003143`16.*^-7"	1.4476941359508635e-8
0.3977272727272727	"1.3432887116914320015370378624949`16.*^-7"	1.388058363655287e-8
0.4011363636363636	"1.391530156765808877284202644967`16.*^-7"	1.3259800795934108e-8
0.40454545454545454	"1.4377006829036607049190810457074`16.*^-7"	1.2615133490984905e-8
0.40795454545454546	"1.4806518437578146052019727413416`16.*^-7"	1.1945686689702664e-8
0.4113636363636364	"1.5188221179860154720516966962642`16.*^-7"	1.1248700795058692e-8
0.4147727272727273	"1.5500807918738188452592714107882`16.*^-7"	1.0519057533219825e-8
0.41818181818181815	"1.5715133732806401352412520983602`16.*^-7"	9.748714011576949e-9
0.42159090909090907	"1.5791274948285590309637448097222`16.*^-7"	8.92605787466942e-9
0.425	"1.5674510987208840601334648362573`16.*^-7"	8.035175988301284e-9
0.4284090909090909	"1.5289852528309906465109372996443`16.*^-7"	7.0550285595756745e-9
0.43181818181818177	"1.4534615994274396142058028281291`16.*^-7"	5.958520052418692e-9
0.43522727272727274	"1.3268383738488544765812417120042`16.*^-7"	4.7114576836104835e-9
0.4386363636363636	"1.1299481904306833931179792831497`16.*^-7"	3.2713876825584215e-9
0.4420454545454545	"8.366842156600809772590027308336`16.*^-8"	1.5862988681918331e-9
0.44545454545454544	"4.115775710011615363911617550357`16.*^-8"	-4.0681756242034803e-10
0.44886363636363635	"""Failed"""	-2.7835638276984487e-9
0.45227272727272727	"""Failed"""	-5.633899450635483e-9
0.4556818181818182	"""Failed"""	-9.064086507338528e-9
0.4590909090909091	"""Failed"""	-1.3198830282286796e-8
0.4625	"""Failed"""	-1.8183630194191062e-8
0.4659090909090909	"""Failed"""	-2.4187356707258367e-8
0.4693181818181818	"""Failed"""	-3.140507082881465e-8
0.4727272727272727	"""Failed"""	-4.006110371655823e-8
0.47613636363636364	"""Failed"""	-5.041241487817004e-8
0.47954545454545455	"""Failed"""	-6.275224844354905e-8
0.4829545454545454	"""Failed"""	-7.741410802655859e-8
0.48636363636363633	"""Failed"""	-9.477607176984046e-8
0.48977272727272725	"""Failed"""	-1.1526547028397414e-7
0.49318181818181817	"""Failed"""	-1.3936395135204583e-7
0.4965909090909091	"""Failed"""	-1.6761295647352573e-7
0.5	"""Failed"""	-2.00619635568305e-7
