"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.17080536912751678735311600121349329129`16."	"4.73949555624807175439483425124805465076951251763`20.*^-10"	3.7922314871725156e-10
"0.17382550335570468025281343216192908585`16."	"5.418632263650708764678046526738681872468188552682`20.*^-10"	4.2621823853170625e-10
"0.176845637583892600908086478739278391`16."	"6.17855149214542636652047986031671078452328159339`20.*^-10"	4.775418763272614e-10
"0.17986577181208057707451075657445471734`16."	"7.026831106171379073858059602201951983463247585964`20.*^-10"	5.334198626732703e-10
"0.18288590604026849772978380315180402249`16."	"7.971541410687275235026503527155524447129818225127`20.*^-10"	5.940717960687291e-10
"0.18590604026845636287390561847132630646`16."	"9.021253730663019862482856347454271290421300819974`20.*^-10"	6.597087320562101e-10
"0.18892617449664428352917866504867561162`16."	"1.0185045404311807982464714615723867211084809508288`20.*^-9"	7.305306529467961e-10
"0.19194630872483220418445171162602491677`16."	"1.1472500331858000023591363933640296959311086587006`20.*^-9"	8.06723737670384e-10
"0.19496644295302012483972475820337422192`16."	"1.2893703985498653057247677441608033487156930803252`20.*^-9"	8.884574186776573e-10
"0.19798657718120804549499780478072352707`16."	"1.4459231664319000570316249434957376409415418757296`20.*^-9"	9.758812096335056e-10
"0.20100671140939596615027085135807283223`16."	"1.6180128419167448795578794239234268057829745305505`20.*^-9"	1.0691212837849486e-9
"0.20402684563758388680554389793542213738`16."	"1.8067878850029280866063633213672668586955899145283`20.*^-9"	1.1682767782831092e-9
"0.20704697986577180746081694451277144253`16."	"2.01343645599485939192103356155`20.*^-9"	1.273415794307632e-9
"0.21006711409395972811608999109012074769`16."	"2.2391806636863544438721126182`20.*^-9"	1.3845710564973995e-9
"0.21308724832214764877136303766747005284`16."	"2.48526900097946266900727225127`20.*^-9"	1.5017351878431188e-9
"0.21610738255033556942663608424481935799`16."	"2.75296658788271736431524092614`20.*^-9"	1.6248555477499175e-9
"0.21912751677852349008190913082216866314`16."	"3.04354277490982000475621618002`20.*^-9"	1.753828571331328e-9
"0.2221476510067114107371821773995179683`16."	"3.3582555582089362298325293208`20.*^-9"	1.888493537044429e-9
"0.22516778523489933139245522397686727345`16."	"3.69833216541737603873332664984`20.*^-9"	2.0286256774091124e-9
"0.2281879194630872520477282705542165786`16."	"4.06494504153400474865073892852`20.*^-9"	2.173928533656392e-9
"0.23120805369127517270300131713156588376`16."	"4.45918230533550843309789096215`20.*^-9"	2.324025439600468e-9
"0.23422818791946309335827436370891518891`16."	"4.88201159384399406188572966021`20.*^-9"	2.4784500027000266e-9
"0.23724832214765101401354741028626449406`16."	"5.33423597447610810058272699958`20.*^-9"	2.6366354310340418e-9
"0.24026845637583893466882045686361379921`16."	"5.81644037707605842660456158901`20.*^-9"	2.7979025336281704e-9
"0.24328859060402685532409350344096310437`16."	"6.32892669559731717972406096875`20.*^-9"	2.961446198086336e-9
"0.24630872483221477597936655001831240952`16."	"6.87163536732746786625715019799`20.*^-9"	3.1263201236588475e-9
"0.24932885906040269663463959659566171467`16."	"7.44405081441179001833340657868`20.*^-9"	3.291419559558245e-9
"0.25234899328859061728991264317301101983`16."	"8.0450876720651588576813072886`20.*^-9"	3.455461767355819e-9
"0.25536912751677853794518568975036032498`16."	"8.67295412829614579848173269906`20.*^-9"	3.616963892488211e-9
"0.25838926174496645860045873632770963013`16."	"9.32498805671305815594325506472`20.*^-9"	3.774217893101291e-9
"0.26140939597315437925573178290505893528`16."	"9.99746080127930358848791613339`20.*^-9"	3.925262134478108e-9
"0.26442953020134229991100482948240824044`16."	"1.068534257283656921096295226377`20.*^-8"	4.0678492139532485e-9
"0.26744966442953022056627787605975754559`16."	"1.138202230155443149061482243657`20.*^-8"	4.199409534315348e-9
"0.27046979865771814122155092263710685074`16."	"1.207897350917707821335102282101`20.*^-8"	4.317010093044091e-9
"0.2734899328859060618768239692144561559`16."	"1.276535626855289004785334710571`20.*^-8"	4.417307900112675e-9
"0.27651006711409398253209701579180546105`16."	"1.342754354051020979350541510469`20.*^-8"	4.4964973783000556e-9
"0.2795302013422819031873700623691547662`16."	"1.404855812321391917549829765684`20.*^-8"	4.550251036780647e-9
"0.28255033557046982384264310894650407135`16."	"1.460740402363406156218291092567`20.*^-8"	4.573652640968127e-9
"0.28557046979865774449791615552385337651`16."	"1.507827323988798528241933518725`20.*^-8"	4.561122028952173e-9
"0.28859060402684566515318920210120268166`16."	"1.54296056492207596752386698651`20.*^-8"	4.506330647145052e-9
"0.29161073825503358580846224867855198681`16."	"1.562297583646392200167463495153`20.*^-8"	4.402106794701938e-9
"0.29463087248322150646373529525590129197`16."	"1.561177623565083598147189608795`20.*^-8"	4.2403294776445045e-9
"0.29765100671140937160785711057542357594`16."	"1.533966070792358317825942517662`20.*^-8"	4.01180967914059e-9
"0.30067114093959729226313015715277288109`16."	"1.473870663669444294006531467242`20.*^-8"	3.7061577518085453e-9
"0.30369127516778521291840320373012218624`16."	"1.372724652997446493198912658212`20.*^-8"	3.3116355309498892e-9
"0.3067114093959731335736762503074714914`16."	"1.220731195988854215566420795049`20.*^-8"	2.814991653987003e-9
"0.30973154362416110974010052814264781773`16."	"1.006162313491348906115174390261`20.*^-8"	2.2012784508069705e-9
"0.31275167785234903039537357471999712288`16."	"7.15004640178223889368510500587`20.*^-9"	1.453648641894065e-9
"0.31577181208053695105064662129734642804`16."	"3.30542922673904979848840386437`20.*^-9"	5.531299457678952e-10
"0.31879194630872481619476843661686871201`16."	"""Failed"""	-5.216244459746835e-10
"0.32181208053691273685004148319421801716`16."	"""Failed"""	-1.7946117191064508e-9
"0.32483221476510065750531452977156732231`16."	"""Failed"""	-3.2927839656837033e-9
"0.32785234899328857816058757634891662747`16."	"""Failed"""	-5.046383913117591e-9
"0.33087248322147649881586062292626593262`16."	"""Failed"""	-7.089314552968748e-9
"0.33389261744966441947113366950361523777`16."	"""Failed"""	-9.45954555641948e-9
"0.33691275167785234012640671608096454293`16."	"""Failed"""	-1.219955956062762e-8
"0.33993288590604026078167976265831384808`16."	"""Failed"""	-1.5356841617642944e-8
"0.34295302013422818143695280923566315323`16."	"""Failed"""	-1.8984415315635234e-8
"0.34597315436241610209222585581301245838`16."	"""Failed"""	-2.314142931122145e-8
"0.34899328859060402274749890239036176354`16."	"""Failed"""	-2.7893798252068432e-8
"0.35201342281879194340277194896771106869`16."	"""Failed"""	-3.331490232107998e-8
"0.35503355704697986405804499554506037384`16."	"""Failed"""	-3.9486349897751086e-8
"0.358053691275167784713318042122409679`16."	"""Failed"""	-4.649880810909098e-8
"0.36107382550335570536859108869975898415`16."	"""Failed"""	-5.4452906332295725e-8
"0.3640939597315436260238641352771082893`16."	"""Failed"""	-6.346021801451332e-8
"0.36711409395973154667913718185445759445`16."	"""Failed"""	-7.364432649200892e-8
"0.37013422818791946733441022843180689961`16."	"""Failed"""	-8.514198082225405e-8
"0.37315436241610738798968327500915620476`16."	"""Failed"""	-9.810434798836167e-8
"0.37617449664429525313380509032867848873`16."	"""Failed"""	-1.126983681963266e-7
"0.37919463087248322930022936816385481507`16."	"""Failed"""	-1.291082203621667e-7
"0.38221476510067114995550241474120412022`16."	"""Failed"""	-1.4753690527874825e-7
"0.38523489932885907061077546131855342537`16."	"""Failed"""	-1.6820795436132222e-7
"0.38825503355704699126604850789590273052`16."	"""Failed"""	-1.913672722970215e-7
"0.39127516778523491192132155447325203568`16."	"""Failed"""	-2.1728512236732973e-7
"0.39429530201342283257659460105060134083`16."	"""Failed"""	-2.4625826367426743e-7
"0.39731543624161075323186764762795064598`16."	"""Failed"""	-2.78612249981278e-7
"0.40033557046979867388714069420529995114`16."	"""Failed"""	-3.147039003790486e-7
"0.40335570469798653903126250952482223511`16."	"""Failed"""	-3.549239525052681e-7
"0.40637583892617445968653555610217154026`16."	"""Failed"""	-3.996999095861466e-7
"0.40939597315436238034180860267952084541`16."	"""Failed"""	-4.494990931269091e-7
"0.41241610738255030099708164925687015057`16."	"""Failed"""	-5.048319136590079e-7
"0.4154362416107382771635059270920464769`16."	"""Failed"""	-5.662553725539511e-7
"0.41845637583892619781877897366939578205`16."	"""Failed"""	-6.343768085380407e-7
"0.42147651006711411847405202024674508721`16."	"""Failed"""	-7.098579031894825e-7
"0.42449664429530203912932506682409439236`16."	"""Failed"""	-7.934189603697916e-7
"0.42751677852348995978459811340144369751`16."	"""Failed"""	-8.85843475235853e-7
"0.43053691275167782492871992872096598148`16."	"""Failed"""	-9.879830091978627e-7
"0.43355704697986574558399297529831528664`16."	"""Failed"""	-0.0000011007623879323477
"0.43657718120805366623926602187566459179`16."	"""Failed"""	-0.000001225185240329061
"0.43959731543624158689453906845301389694`16."	"""Failed"""	-0.000001362339897046468
"0.4426174496644295075498121150303632021`16."	"""Failed"""	-0.0000015134056681732767
"0.44563758389261742820508516160771250725`16."	"""Failed"""	-0.0000016796595203436596
"0.44865771812080540437150943944288883358`16."	"""Failed"""	-0.0000018624831745322009
"0.45167785234899332502678248602023813874`16."	"""Failed"""	-0.000002063370646661562
"0.45469798657718124568205553259758744389`16."	"""Failed"""	-0.0000022839362540923358
"0.45771812080536911082617734791710972786`16."	"""Failed"""	-0.0000025259231120308
"0.46073825503355703148145039449445903301`16."	"""Failed"""	-0.000002791212144887408
"0.46375838926174495213672344107180833817`16."	"""Failed"""	-0.000003081831638646942
"0.46677852348993287279199648764915764332`16."	"""Failed"""	-0.0000033999673613715694
"0.46979865771812079344726953422650694847`16."	"""Failed"""	-0.000003747973280050715
"0.47281879194630871410254258080385625362`16."	"""Failed"""	-0.000004128382903137603
"0.47583892617449663475781562738120555878`16."	"""Failed"""	-0.0000045439212792722995
"0.47885906040268455541308867395855486393`16."	"""Failed"""	-0.0000049975176838854475
"0.48187919463087247606836172053590416908`16."	"""Failed"""	-0.000005492319026606691
"0.48489932885906039672363476711325347424`16."	"""Failed"""	-0.00000603170401366736
"0.48791946308724831737890781369060277939`16."	"""Failed"""	-0.000006619298100789307
"0.49093959731543623803418086026795208454`16."	"""Failed"""	-0.000007258989273391341
"0.49395973154362415868945390684530138969`16."	"""Failed"""	-0.000007954944692322306
"0.49697986577181207934472695342265069485`16."	"""Failed"""	-0.000008711628244746195
"0.5`16."	"""Failed"""	-0.00000953381904126035
