"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"""Failed"""	1.2380980181356938e-52
"0.01665551839464882860619709958882594947`16."	"""Failed"""	5.3764579918289434e-48
"0.02331103678929765873895085803724214202`16."	"""Failed"""	6.046878796135546e-45
"0.02996655518394648887170461648565833457`16."	"""Failed"""	1.1402929678859447e-42
"0.03662207357859531553501142298046033829`16."	"""Failed"""	7.43176709611837e-41
"0.04327759197324414913721213338249071967`16."	"""Failed"""	2.392237684178526e-39
"0.04993311036789298273941284378452110104`16."	"""Failed"""	4.657689946895514e-38
"0.05658862876254180246382574637209472712`16."	"""Failed"""	6.222901718759529e-37
"0.0632441471571906360660264567741251085`16."	"""Failed"""	6.204668316068276e-36
"0.06989966555183946272933326326892711222`16."	"""Failed"""	4.89575112921045e-35
"0.07655518394648828939264006976372911595`16."	"""Failed"""	3.19006237961775e-34
"0.08321070234113712993373468407298787497`16."	"""Failed"""	1.77224806493006e-33
"0.0898662207357859565970414905677898787`16."	"""Failed"""	8.603102646727916e-33
"0.09652173913043476938256048924813512713`16."	"""Failed"""	3.7201666997243594e-32
"0.10317725752508359604586729574293713085`16."	"""Failed"""	1.455261223534948e-31
"0.10983277591973243658696191005219588988`16."	"""Failed"""	5.214688705196701e-31
"0.1164882943143812632502687165469978936`16."	"""Failed"""	1.7294243000420545e-30
"0.12314381270903008991357552304179989733`16."	"""Failed"""	5.35414784108854e-30
"0.12979933110367894433245794516551541165`16."	"""Failed"""	1.558601745325965e-29
"0.13645484949832775711797694384586066008`16."	"""Failed"""	4.292445757039322e-29
"0.1431103678929765976590715581551194191`16."	"""Failed"""	1.124311316047872e-28
"0.14976588628762541044459055683546466753`16."	"""Failed"""	2.813555824998088e-28
"0.15642140468227427874126078677363693714`16."	"""Failed"""	6.753500257275516e-28
"0.16307692307692309152677978545398218557`16."	"""Failed"""	1.560303694622991e-27
"0.16973244147157193206787439976324094459`16."	"""Failed"""	3.480311720789126e-27
"0.17638795986622074485339339844358619303`16."	"""Failed"""	7.514935086880604e-27
"0.18304347826086955763891239712393144146`16."	"""Failed"""	1.5745978585627054e-26
"0.18969899665551839818000701143319020048`16."	"""Failed"""	3.208331308547877e-26
"0.19635451505016721096552601011353544891`16."	"""Failed"""	6.369210654781378e-26
"0.20301003344481607926219624005170771852`16."	"""Failed"""	1.2340629857770617e-25
"0.20966555183946489204771523873205296695`16."	"""Failed"""	2.3372775838448997e-25
"0.21632107023411373258880985304131172597`16."	"""Failed"""	4.333282584171489e-25
"0.22297658862876254537432885172165697441`16."	"""Failed"""	7.87434100969885e-25
"0.22963210702341135815984785040200222284`16."	"""Failed"""	1.4041369235765292e-24
"0.23628762541806019870094246471126098186`16."	"""Failed"""	2.4596125864065754e-24
"0.24294314381270903924203707902051974088`16."	"""Failed"""	4.236538918496665e-24
"0.2495986622073578797831316933297784999`16."	"""Failed"""	7.181805478952138e-24
"0.25625418060200666481307507638121023774`16."	"""Failed"""	1.1992060460994499e-23
"0.26290969899665550535416969069046899676`16."	"""Failed"""	1.9738937271538086e-23
"0.26956521739130434589526430499972775578`16."	"""Failed"""	3.2050189234661075e-23
"0.27622073578595318643635891930898651481`16."	"""Failed"""	5.136873387866985e-23
"0.28287625418060197146630230236041825265`16."	"""Failed"""	8.131913147041918e-23
"0.28953177257525081200739691666967701167`16."	"""Failed"""	1.2722073312045775e-22
"0.29618729096989965254849153097893577069`16."	"""Failed"""	1.9679915350415743e-22
"0.30284280936454854860073737654602155089`16."	"""Failed"""	3.0116346850213083e-22
"0.30949832775919733363068075959745328873`16."	"""Failed"""	4.561363308593718e-22
"0.31615384615384617417177537390671204776`16."	"""Failed"""	6.840488753422444e-22
"0.32280936454849501471286998821597080678`16."	"""Failed"""	1.016142812978552e-21
"0.3294648829431438552539646025252295658`16."	"""Failed"""	1.495759591250518e-21
"0.33612040133779264028390798557666130364`16."	"""Failed"""	2.18254216627263e-21
"0.34277591973244148082500259988592006266`16."	"""Failed"""	3.1579301861558848e-21
"0.34943143812709032136609721419517882168`16."	"""Failed"""	4.532295767395194e-21
"0.35608695652173910639604059724661055952`16."	"""Failed"""	6.454146258047451e-21
"0.36274247491638794693713521155586931854`16."	"""Failed"""	9.1219142744742e-21
"0.36939799331103678747822982586512807757`16."	"""Failed"""	1.2798965869726301e-20
"0.37605351170568562801932444017438683659`16."	"""Failed"""	1.7832587072664993e-20
"0.38270903010033441304926782322581857443`16."	"""Failed"""	2.4677859476628044e-20
"0.38936454849498330910151366879290435463`16."	"""Failed"""	3.392750939878842e-20
"0.39602006688963214964260828310216311365`16."	"""Failed"""	4.6349014785947847e-20
"0.40267558528428093467255166615359485149`16."	"""Failed"""	6.293048194832869e-20
"0.40933110367892977521364628046285361052`16."	"""Failed"""	8.493706278426796e-20
"0.41598662207357861575474089477211236954`16."	"""Failed"""	1.1397997477322475e-19
"0.42264214046822745629583550908137112856`16."	"""Failed"""	1.521005128929034e-19
"0.4292976588628762413257788921328028664`16."	"""Failed"""	2.0187180679368976e-19
"0.43595317725752508186687350644206162542`16."	"""Failed"""	2.6652147980250693e-19
"0.44260869565217392240796812075132038444`16."	"""Failed"""	3.500788100332482e-19
"0.44926421404682270743791150380275212228`16."	"""Failed"""	4.57550479006028e-19
"0.4559197324414715479790061181120108813`16."	"""Failed"""	5.951295201253984e-19
"0.46257525083612038852010073242126964033`16."	"""Failed"""	7.704426478839498e-19
"0.46923076923076928457234657798835542053`16."	"""Failed"""	9.92841757718849e-19
"0.47588628762541806960228996103978715837`16."	"""Failed"""	1.2737460341467613e-18
"0.48254180602006691014338457534904591739`16."	"""Failed"""	1.6270417882272052e-18
"0.48919732441471575068447918965830467641`16."	"""Failed"""	2.069547860525277e-18
"0.49585284280936453571442257270973641425`16."	"""Failed"""	2.621555167295252e-18
"0.50250836120401332074436595576116815209`16."	"""Failed"""	3.307449728971757e-18
"0.50916387959866216128546057007042691112`16."	"""Failed"""	4.1564292931665724e-18
"0.51581939799331100182655518437968567014`16."	"""Failed"""	5.203324439609717e-18
"0.52247491638795984236764979868894442916`16."	"""Failed"""	6.489535820594692e-18
"0.52913043478260868290874441299820318818`16."	"""Failed"""	8.064099934543512e-18
"0.5357859531772575234498390273074619472`16."	"""Failed"""	9.984896537606373e-18
"0.54244147157190636399093364161672070622`16."	"""Failed"""	1.2320011452293368e-17
"0.54909698996655520453202825592597946525`16."	"""Failed"""	1.514926911477341e-17
"0.5557525083612039340508204077195841819`16."	"""Failed"""	1.8565949693706256e-17
"0.56240802675585277459191502202884294093`16."	"""Failed"""	2.2678705991662005e-17
"0.56906354515050161513300963633810169995`16."	"""Failed"""	2.7613695582122403e-17
"0.57571906354515045567410425064736045897`16."	"""Failed"""	3.3516943716120306e-17
"0.58237458193979929621519886495661921799`16."	"""Failed"""	4.055695242686216e-17
"0.58903010033444813675629347926587797701`16."	"""Failed"""	4.892757094129761e-17
"0.5956856187290970883196905560907907784`16."	"""Failed"""	5.885114194687689e-17
"0.60234113712374581783848270788439549506`16."	"""Failed"""	7.058193743158101e-17
"0.60899665551839465837957732219365425408`16."	"""Failed"""	8.44098966875529e-17
"0.6156521739130434989206719365029130131`16."	"6.52152345198851604582681568991953523864252`25.*^-17"	1.0066467761546337e-16
"0.62230769230769233946176655081217177212`16."	"9.89213674990671396785177299317152976596787`25.*^-17"	1.197200306611087e-16
"0.62896321070234118000286116512143053114`16."	"1.042859960835313808862297326808941869427881`25.*^-16"	1.4199850253190877e-16
"0.63561872909699002054395577943068929017`16."	"1.333914831167357095191430296838318773101274`25.*^-16"	1.6797647425509163e-16
"0.64227424749163886108505039373994804919`16."	"1.750143484906955880149225276179630571337927`25.*^-16"	1.9818953512996807e-16
"0.64892976588628770162614500804920680821`16."	"2.191625405348942738602431850071371785365478`24.*^-16"	2.332381906753997e-16
"0.65558528428093643114493715984281152487`16."	"2.558196815270033944463218208734146228469759`24.*^-16"	2.737938987656454e-16
"0.66224080267558527168603177415207028389`16."	"3.135572859796561732311613253200657848915426`24.*^-16"	3.206054237728721e-16
"0.66889632107023411222712638846132904291`16."	"3.349444979450132046666943473320935960969949`24.*^-16"	3.7450549368737063e-16
"0.67555183946488295276822100277058780193`16."	"4.025360508544993154077251826888277192815545`24.*^-16"	4.3641773986738534e-16
"0.68220735785953179330931561707984656096`16."	"4.975836991107364828293266874515862458616243`24.*^-16"	5.073638932860893e-16
"0.68886287625418063385041023138910531998`16."	"5.80042479896420182985525506978048657511644`24.*^-16"	5.884712049075709e-16
"0.695518394648829474391504845698364079`16."	"6.763013754462134384608160095184842117565034`24.*^-16"	6.809800511580917e-16
"0.70217391304347820391029699749196879566`16."	"7.618349944102753152866205290681807488007296`24.*^-16"	7.862516783932346e-16
"0.70882943143812704445139161180122755468`16."	"8.992308683390851187764825540041537321521015`24.*^-16"	9.05776032834312e-16
"0.7154849498327758849924862261104863137`16."	"1.0863851742181968927189238562578237360256953`24.*^-15"	1.0411796147065003e-15
"0.72214046822742472553358084041974507272`16."	"1.2639251253730516602942885910734676806923884`23.*^-15"	1.1942332873141224e-15
"0.72879598662207356607467545472900383174`16."	"1.4681910442063529667449690517750242793089727`23.*^-15"	1.3668599636026444e-15
"0.73545150501672240661577006903826259077`16."	"1.7171121864223591092278784311952401859305857`23.*^-15"	1.561142084460165e-15
"0.74210702341137124715686468334752134979`16."	"1.9447696056619632118600470349474103032157237`23.*^-15"	1.779328794691056e-15
"0.74876254180601997667565683514112606645`16."	"2.2891797389242683063590643509424941061685795`23.*^-15"	2.02384271434901e-15
"0.75541806020066881721675144945038482547`16."	"2.6729836377815320766513872300345937335329329`23.*^-15"	2.297286195054046e-15
"0.76207357859531776878014852627529762685`16."	"3.0976795691426381455321940506705886259604912`23.*^-15"	2.6024469431550974e-15
"0.76872909698996660932124314058455638587`16."	"3.5540281099273205001605478021378184040663841`23.*^-15"	2.942302884263495e-15
"0.7753846153846154498623377548938151449`16."	"4.1146888952278585481362877017893432348144093`23.*^-15"	3.3200261369070014e-15
