"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"""Failed"""	1.3307338505211403e-30
"0.01364548494983277605874238957994748489`16."	"""Failed"""	7.409564614116618e-29
"0.01729096989966555364404143801948521286`16."	"""Failed"""	1.5754118580571864e-27
"0.02093645484949832949461701048221584642`16."	"""Failed"""	1.8546041119125545e-26
"0.02458193979933110534519258294494647998`16."	"""Failed"""	1.4630163283055606e-25
"0.02822742474916387772632120345406292472`16."	"""Failed"""	8.64281412341381e-25
"0.0318729096989966570463437278704077471`16."	"""Failed"""	4.102617966954237e-24
"0.03551839464882942942747234837952419184`16."	"""Failed"""	1.6409001847554534e-23
"0.03916387959866220874749487279586901423`16."	"""Failed"""	5.718378564936586e-23
"0.04280936454849498806751739721221383661`16."	"""Failed"""	1.7794758661125945e-22
"0.04645484949832776044864601772133028135`16."	"""Failed"""	5.037093260633539e-22
"0.05010033444816054670756244604490348138`16."	"""Failed"""	1.3156834098525648e-21
"0.05374581939799331908869106655401992612`16."	"8.5776886364676116973028032165228025073284624293590937075`37.*^-22"	3.20707879287301e-21
"0.05739130434782609146981968706313637085`16."	"4.36740256159041929403657317536032505269088357468210206422`37.*^-21"	7.361924393092894e-21
"0.06103678929765886385094830757225281559`16."	"3.404457123932536718242755279600278439048672556465063447032`36.*^-20"	1.6032641008929928e-20
"0.06468227424749163623207692808136926033`16."	"6.304148495720735675336121838327204710648842963530938499149`36.*^-20"	3.3327312821941707e-20
"0.06832775919732442249099335640494246036`16."	"6.899351784516988047377491098855670962608579153151334374376`36.*^-20"	6.646458841259885e-20
"0.07197324414715719487212197691405890509`16."	"1.5051956946997979461704684071246831623355412821260268601395`35.*^-19"	1.2771530982609533e-19
"0.07561872909698996725325059742317534983`16."	"3.3855429752526217749667394206745262557614085596791889931923`35.*^-19"	2.3732797697492587e-19
"0.07926421404682273963437921793229179457`16."	"6.2642325207281073605075028063695654108968316533430914854283`35.*^-19"	4.2783280385512767e-19
"0.08290969899665551201550783844140823931`16."	"1.09082369653684108464729986788136683049726395583053000569804`35.*^-18"	7.502393189027724e-19
"0.08655518394648828439663645895052468404`16."	"1.86689681421769772766434678517030173249648594229603412590565`34.*^-18"	1.2827881637755247e-18
"0.09020066889632108453334069508855463937`16."	"2.98108145302661067120062137740678019418763843521277882630089`34.*^-18"	2.143091907031832e-18
"0.09384615384615385691446931559767108411`16."	"4.83141815707773769831242164411817005847915155649623720909465`34.*^-18"	3.504705196871246e-18
"0.09749163879598662929559793610678752884`16."	"7.75117209459471656509788131614136305845215097128203964795281`34.*^-18"	5.6194041792186265e-18
"0.10113712374581940167672655661590397358`16."	"1.22111942585652087541003151725519952206591513402425781999724`33.*^-17"	8.846731346106223e-18
"0.10478260869565217405785517712502041832`16."	"1.859890795705051764273617352905026064005347612187357959896945`33.*^-17"	1.3692677117524604e-17
"0.10842809364548494643898379763413686305`16."	"2.806365668614927662781407387498042436081373314606035366715087`33.*^-17"	2.0859725408419047e-17
"0.11207357859531771882011241814325330779`16."	"4.178430331401164224112969869173704711586426961341487757093342`33.*^-17"	3.1310888676995204e-17
"0.11571906354515050507902884646682650782`16."	"6.147025337632597940113159359932161310690317896124678955838041`33.*^-17"	4.6350799480216543e-17
"0.11936454849498327746015746697594295256`16."	"8.924104384479472909749214623292127425441632046372102846064677`33.*^-17"	6.772741080123296e-17
"0.12301003344481606371907389529951615259`16."	"1.279276308806189015693096602883123443075683`32.*^-16"	9.775838615468642e-17
"0.12665551839464883610020251580863259733`16."	"1.81165073233326194488071587415922264250115`32.*^-16"	1.394868318210963e-16
"0.13030100334448160848133113631774904206`16."	"2.546244653126823017996817597243114848585489`32.*^-16"	1.9687163586577194e-16
"0.1339464882943143808624597568268654868`16."	"3.531868950021837106205015377559566052747566`32.*^-16"	2.7501832942021266e-16
"0.13759197324414718099916399296489544213`16."	"4.863139253836625909548810544116614560770364`32.*^-16"	3.804570717668345e-16
"0.14123745819397995338029261347401188686`16."	"6.624478688792395233745813937220685319464143`32.*^-16"	5.214750779224395e-16
"0.1448829431438127257614212339831283316`16."	"8.950120259915554201847805699845481034774631`31.*^-16"	7.085115506179918e-16
"0.14852842809364549814254985449224477634`16."	"1.2006113480060062747315107991508942158908136`31.*^-15"	9.546239418667873e-16
"0.15217391304347827052367847500136122108`16."	"1.5971803359595778189248312066290498185777175`31.*^-15"	1.2760351458285601e-15
"0.15581939799331104290480709551047766581`16."	"2.109777020971649827322456474601571593568803`31.*^-15"	1.6927720066301033e-15
"0.15946488294314381528593571601959411055`16."	"2.7668898559619166171374491957045514766765591`31.*^-15"	2.2294063035142475e-15
"0.16311036789297658766706433652871055529`16."	"3.604570883722444798184778415274914415477109`31.*^-15"	2.9159101416093623e-15
"0.16675585284280936004819295703782700002`16."	"4.6671542405188993194583949101717575555658139`31.*^-15"	3.788638419359401e-15
"0.17040133779264218794047280880477046594`16."	"6.0056189221945401665026390775583171879937559`30.*^-15"	4.89145175206495e-15
"0.17404682274247496032160142931388691068`16."	"7.6836630731737699226922948214525676999850236`30.*^-15"	6.276993893169446e-15
"0.17769230769230773270273004982300335541`16."	"9.774797940837470793968460853668020248835581`30.*^-15"	8.008138298340405e-15
"0.18133779264214050508385867033211980015`16."	"1.23697006919288513378369634250833237016855838`30.*^-14"	1.0159619008927676e-14
"0.18498327759197327746498729084123624489`16."	"1.55731870564960339775692860361645715389960682`30.*^-14"	1.2819861477437599e-14
"0.18862876254180604984611591135035268962`16."	"1.95108906714916308069057960964560323275820203`30.*^-14"	1.6093029304270178e-14
"0.19227424749163882222724453185946913436`16."	"2.4328352850977390483679990941553214067521678`30.*^-14"	2.010130308788781e-14
"0.1959197324414715946083731523685855791`16."	"3.01963901776046176621926553341389048631144859`30.*^-14"	2.498740769543424e-14
"0.19956521739130436698950177287770202383`16."	"3.73160286400194860611396406521480314945486929`30.*^-14"	3.091740422319652e-14
"0.20321070234113713937063039338681846857`16."	"4.59230221992017304205566700127309136232127239`29.*^-14"	3.808376272191694e-14
"0.20685618729096991175175901389593491331`16."	"5.62868740329640286850542274858754078490891762`29.*^-14"	4.6708731396788035e-14
"0.21050167224080268413288763440505135804`16."	"6.87127186520838506161715013448358758738299743`29.*^-14"	5.704801744238702e-14
"0.21414715719063545651401625491416780278`16."	"8.35665300591645379971890875604480182608048397`29.*^-14"	6.939479392576568e-14
"0.21779264214046825665072049105219775811`16."	"1.012638016499654257123830863924227328823533472`29.*^-13"	8.408404617407163e-14
"0.22143812709030102903184911156131420285`16."	"1.222747191476106379167633246381504780537293276`29.*^-13"	1.0149726994497091e-13
"0.22508361204013380141297773207043064758`16."	"1.471412375442552289254221190570313168162270914`29.*^-13"	1.220675322483448e-13
"0.22872909698996657379410635257954709232`16."	"1.764807018613659139646754858826903808505661047`29.*^-13"	1.4628490403701064e-13
"0.23237458193979934617523497308866353706`16."	"2.109927299561919195351718587027931238193930271`29.*^-13"	1.747022720847063e-13
"0.23602006688963214631193920922669349238`16."	"2.514764391928194809236840864622726115373449408`29.*^-13"	2.0794153521490384e-13
"0.23966555183946491869306782973580993712`16."	"2.988292064603005559315929809731984593248456126`29.*^-13"	2.467001876295056e-13
"0.24331103678929769107419645024492638186`16."	"3.540650796112966808786053130981504672932052678`28.*^-13"	2.917582894092516e-13
"0.24695652173913046345532507075404282659`16."	"4.183289589887058422139931080226260448411010666`28.*^-13"	3.4398582131679217e-13
"0.25060200668896320808087807563424576074`16."	"4.92904850014823407500446686561157450307857848`28.*^-13"	4.0435041783008365e-13
"0.25424749163879600821758231177227571607`16."	"5.792326396124237712261831933402564286748332235`28.*^-13"	4.739254688714118e-13
"0.25789297658862875284313531665247865021`16."	"6.789321916056746835389276107450372080035839861`28.*^-13"	5.538985769816865e-13
"0.26153846153846155297983955279050860554`16."	"7.937928511116510463444867868094092345198560909`28.*^-13"	6.455803527289334e-13
"0.26518394648829435311654378892853856087`16."	"9.258289588674840308794969647572064939867715377`28.*^-13"	7.504135269447271e-13
"0.26882943143812715325324802506656851619`16."	"1.0772721002969181690618337547213089520158800906`28.*^-12"	8.699823539662137e-13
"0.27247491638795989787880102994677145034`16."	"1.25059648477423120382457267100399446019690361`28.*^-12"	1.0060222754401565e-12
"0.27612040133779269801550526608480140567`16."	"1.4485634573637041582887665723547047192866648496`28.*^-12"	1.1604298094380949e-12
"0.27976588628762544264105827096500433981`16."	"1.6742056930842335329829512981940953353242738392`28.*^-12"	1.3352726246595178e-12
"0.28341137123745824277776250710303429514`16."	"1.9308883343051135409075108386910921567310655089`28.*^-12"	1.532799754387531e-12
"0.28705685618729098740331551198323722929`16."	"2.2223114923292315271442609795346211351434824997`28.*^-12"	1.7554518996354788e-12
"0.29070234113712378754001974812126718462`16."	"2.5525675861106609892634576526982403275121201406`27.*^-12"	2.0058717656137142e-12
"0.29434782608695653216557275300147011876`16."	"2.9261402101843036099672854353580781911804872756`27.*^-12"	2.2869143702851066e-12
"0.29799331103678933230227698913950007409`16."	"3.34796258711619179890658926521917629884503261`27.*^-12"	2.6016572584017685e-12
"0.30163879598662207692782999401970300823`16."	"3.8234285150219878591083207710566128599467064111`27.*^-12"	2.953410549060746e-12
"0.30528428093645487706453423015773296356`16."	"4.3584579939744846122954236819136893934735640936`27.*^-12"	3.345726739524142e-12
"0.30892976588628762169008723503793589771`16."	"4.9595118468288327996936236209866620651857090894`27.*^-12"	3.78241018286061e-12
"0.31257525083612042182679147117596585304`16."	"5.6336519653617908445983277292604161743546317242`27.*^-12"	4.267526151926298e-12
"0.31622073578595316645234447605616878718`16."	"6.3885558475894173930471866832857990125718693021`27.*^-12"	4.8054093973590355e-12
"0.31986622073578596658904871219419874251`16."	"7.2326216492218016818191008155274029994498970379`27.*^-12"	5.400672102659948e-12
"0.32351170568561871121460171707440167665`16."	"8.1749235741958712076511101775180530409690769646`27.*^-12"	6.058211135129703e-12
"0.32715719063545151135130595321243163198`16."	"9.2253833719870397053611620884041258936588100105`27.*^-12"	6.7832144874652175e-12
"0.33080267558528436699916142060828860849`16."	"1.03947030605733776892197146126354633824882641786`27.*^-11"	7.581166801257115e-12
