"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"""Failed"""	1.3677768988976402e-30
"0.01373040752351097071315422226689406671`16."	"""Failed"""	8.26667930613793e-29
"0.0174608150470219429528651033933783765`16."	"""Failed"""	1.8436674048394502e-27
"0.02119122257053291519257598451986268628`16."	"""Failed"""	2.2399345650053542e-26
"0.02492163009404388396283991369273280725`16."	"""Failed"""	1.807298107877382e-25
"0.02865203761755485967199774677283130586`16."	"""Failed"""	1.086055024658235e-24
"0.03238244514106582844226167594570142683`16."	"""Failed"""	5.225341558446889e-24
"0.03611285266457680415141950902579992544`16."	"""Failed"""	2.113083865208237e-23
"0.0398432601880877729216834381986700464`16."	"""Failed"""	7.432162054251719e-23
"0.04357366771159874863084127127876854502`16."	"""Failed"""	2.3311388927560074e-22
"0.04730407523510971740110520045163866598`16."	"""Failed"""	6.644350587374714e-22
"0.05103448275862068617136912962450878695`16."	"""Failed"""	1.7461436190286717e-21
"0.05476489028213166188052696270460728556`16."	"""Failed"""	4.2798073008367314e-21
"0.05849529780564263065079089187747740652`16."	"""Failed"""	9.873577296302873e-21
"0.06222570532915360635994872495757590514`16."	"""Failed"""	2.1601275886569876e-20
"0.0659561128526645751302126541304460261`16."	"""Failed"""	4.509405958269088e-20
"0.06968652037617553696158267939608776942`16."	"""Failed"""	9.028840257362085e-20
"0.07341692789968651267074051247618626803`16."	"2.3799548513726775638092975890948342155810881806125530528974`35.*^-19"	1.7414241933601561e-19
"0.07714733542319748837989834555628476664`16."	"4.0771238226657233867016325343542284321354681407597268665072`35.*^-19"	3.2474581153532053e-19
"0.08087774294670845021126837082192650996`16."	"8.1792596828244782413634252108892091625744130672858527756131`35.*^-19"	5.87391386129823e-19
"0.08460815047021942592042620390202500857`16."	"1.56519355153505531559529611190488433459925657583134166904145`34.*^-18"	1.0333527985638057e-18
"0.08833855799373040162958403698212350719`16."	"2.47201346880469274668163648732611882670517438363886751316122`34.*^-18"	1.7723287567257823e-18
"0.0920689655172413634609540622477652505`16."	"4.12433814693528708826434765599920774855976509252385274938811`34.*^-18"	2.969773311563525e-18
"0.09579937304075233917011189532786374912`16."	"6.85188246426871366397178337291557108584683624166991888885676`34.*^-18"	4.87064001206811e-18
"0.09952978056426331487926972840796224773`16."	"1.064831844369080930237038911360815647780577518885164570351054`34.*^-17"	7.831429496771955e-18
"0.10326018808777429058842756148806074634`16."	"1.596561425441001847937565065734064172808712861317890378172911`33.*^-17"	1.2362850241966432e-17
"0.10699059561128525241979758675370248966`16."	"2.458670319697622012388393586173233757544856130280405793563524`33.*^-17"	1.9185885126969987e-17
"0.11072100313479622812895541983380098827`16."	"3.760479870080964110334176387267860134624003892068646023897126`33.*^-17"	2.9304606268848e-17
"0.11445141065830720383811325291389948688`16."	"5.589772836214340956083976486025117416100770423935060146058305`33.*^-17"	4.4099700796354557e-17
"0.1181818181818181795472710859939979855`16."	"8.159169325093530424042851920942395303937593267365381323020667`33.*^-17"	6.544736385384444e-17
"0.12191222570532915525642891907409648411`16."	"1.179192942995433174395424635787244282984528`32.*^-16"	9.586898442610283e-17
"0.12564263322884011708779894433973822743`16."	"1.685720093183273019002786862913390980773782`32.*^-16"	1.3871789602204365e-16
"0.12937304075235109279695677741983672604`16."	"2.37758207743624885913124372341867274199945`32.*^-16"	1.9841038840693665e-16
"0.13310344827586206850611461049993522465`16."	"3.353214842408891518495885206510000596827741`32.*^-16"	2.8070917798089723e-16
"0.13683385579937304421527244358003372326`16."	"4.653063144581762223834588585039438413557588`32.*^-16"	3.93068611521051e-16
"0.14056426332288401992443027666013222188`16."	"6.420529052335778083769855515154051369782513`32.*^-16"	5.450520281123283e-16
"0.14429467084639499563358810974023072049`16."	"8.716373284689129208234509970026476172004279`31.*^-16"	7.488329232108943e-16
"0.14802507836990594358717032719141570851`16."	"1.1801012936401191422874426371827113938265481`31.*^-15"	1.0197928416219953e-15
"0.15175548589341691929632816027151420712`16."	"1.5827785817517530076830446942927384024928189`31.*^-15"	1.3772302660686612e-15
"0.15548589341692789500548599335161270574`16."	"2.1010110868954243054334016822634753676194289`31.*^-15"	1.8451961569073126e-15
"0.15921630094043887071464382643171120435`16."	"2.7802980365304440165120952472005734329778278`31.*^-15"	2.4534732269012998e-15
"0.16294670846394984642380165951180970296`16."	"3.6412548333712877565296711198596425648757955`31.*^-15"	3.238717491831078e-15
"0.16667711598746082213295949259190820158`16."	"4.7424771103193280234178889757988134742422008`31.*^-15"	4.2457821106853566e-15
"0.17040752351097179784211732567200670019`16."	"6.1425924687667968667331820963328510716654824`30.*^-15"	5.529245004386845e-15
"0.17413793103448274579569954312319168821`16."	"7.9019446434239585584260550851962137224818156`30.*^-15"	7.155163204196648e-15
"0.17786833855799372150485737620329018682`16."	"1.01079283173904530601808247905212309100670117`30.*^-14"	9.203078313484879e-15
"0.18159874608150469721401520928338868544`16."	"1.28578489848730552130095689539679992561948713`30.*^-14"	1.1768298851520143e-14
"0.18532915360501567292317304236348718405`16."	"1.62660749207015159412751053505839188400491999`30.*^-14"	1.4964486566157138e-14
"0.18905956112852664863233087544358568266`16."	"2.04813589531889577654836185320733528342519655`30.*^-14"	1.892657503349201e-14
