"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.10000000000000000555111512312578270212`16."	"7.3886447500394676200135289840398577374686356495`30.*^-12"	9.529369852724599e-12
"0.10268456375838927452370796800096286461`16."	"9.154179065747362832138163713264678668866788785`30.*^-12"	1.1812431531592427e-11
"0.1053691275167785296185130050616862718`16."	"1.12726131502649065165127604513293464879829221055`30.*^-11"	1.4549997861987176e-11
"0.108053691275167784713318042122409679`16."	"1.38001655793982803673627591884679668106990653598`30.*^-11"	1.7814283659114994e-11
"0.11073825503355705368591088699758984149`16."	"1.64387849578724083112925841056274496247404078429`30.*^-11"	2.168597642094948e-11
"0.11342281879194632265850373187277000397`16."	"2.0954416919949565989092648355953012909046055238`30.*^-11"	2.6254828018965256e-11
"0.11610738255033557775330876893349341117`16."	"2.45293512967928505175170156200752280466398372887`30.*^-11"	3.1620243079518554e-11
"0.11879194630872483284811380599421681836`16."	"2.91477751591054687464822497889628383614175164962`30.*^-11"	3.789185873142343e-11
"0.12147651006711410182070665086939698085`16."	"3.53033075620212624939600485361193689516993018317`30.*^-11"	4.519011003777411e-11
"0.12416107382550337079329949574457714334`16."	"4.27281061610301285332022703010662970743105540936`30.*^-11"	5.364677509551679e-11
"0.12684563758389261201031672499084379524`16."	"4.96242418226315273950224569636651430080267092977`30.*^-11"	6.34054934782037e-11
"0.12953020134228188098290956986602395773`16."	"5.91593734373512440239258982866009838160292561152`30.*^-11"	7.46222514192437e-11
"0.13221476510067114995550241474120412022`16."	"6.91307327840649292793289583570856264186505731221`30.*^-11"	8.746582688822054e-11
"0.13489932885906041892809525961638428271`16."	"8.076120644565111009163093859136190144474142216`30.*^-11"	1.0211818750482388e-10
"0.1375838926174496879006881044915644452`16."	"9.24980305690859578450066793032147735676358095409`30.*^-11"	1.187748340668742e-10
"0.1402684563758389291177053337378310971`16."	"1.084247219536680445286509096213414039968429120926`30.*^-10"	1.3764508234396677e-10
"0.14295302013422819809029817861301125959`16."	"1.282124669687626797628409124066008912352024852006`30.*^-10"	1.5895227570942575e-10
"0.14563758389261746706289102348819142208`16."	"1.458914882316392121524833083451978643908855166876`30.*^-10"	1.8293392115341028e-10
"0.14832214765100670827990825273445807397`16."	"1.680688177397381607322246568751138931364624435333`30.*^-10"	2.0984174124189102e-10
"0.15100671140939597725250109760963823646`16."	"1.919385954187330026042264777042617307017974332672`30.*^-10"	2.399416346623258e-10
"0.15369127516778524622509394248481839895`16."	"2.211506552552341206752966754071420262059551788339`30.*^-10"	2.7351353812958677e-10
"0.15637583892617451519768678735999856144`16."	"2.526469882861101026125887963997986258693478807924`30.*^-10"	3.1085118261717557e-10
"0.15906040268456378417027963223517872393`16."	"2.888136387617231893852877260437805818165374552557`30.*^-10"	3.522617371309117e-10
"0.16174496644295302538729686148144537583`16."	"3.272171555050750934422882358403395418182133316996`30.*^-10"	3.980653335568102e-10
"0.16442953020134226660431409072771202773`16."	"3.708732982418427108509121248574333163867302385615`30.*^-10"	4.4859446649320864e-10
"0.16711409395973153557690693560289219022`16."	"4.176331755328192620260427000402220137843922559586`30.*^-10"	5.041932624205137e-10
"0.16979865771812080454949978047807235271`16."	"4.756877015284253576673843710209165784817619773098`30.*^-10"	5.65216613071141e-10
"0.1724832214765100735220926253532525152`16."	"5.33420076880608658284041256018431975104910083329`30.*^-10"	6.320291684378713e-10
"0.17516778523489934249468547022843267769`16."	"5.994242132742268933255004408508796747596358160483`30.*^-10"	7.050041855012381e-10
"0.17785234899328861146727831510361284018`16."	"6.733051711010429851965955093670429558345203747244`30.*^-10"	7.845222294656509e-10
"0.18053691275167785268429554434987949207`16."	"7.522668326873760399144703462789078322858145882812`30.*^-10"	8.709697250693312e-10
"0.18322147651006712165688838922505965456`16."	"8.417699417970878198239810638138315394256542857482`30.*^-10"	9.647373563740788e-10
"0.18590604026845639062948123410023981705`16."	"9.371780055832094145869810750272006833592641681379`30.*^-10"	1.0662183143461974e-9
"0.18859060402684565960207407897541997954`16."	"1.0434651986384167670606486543951470762312922150854`30.*^-9"	1.1758063925082136e-9
"0.19127516778523490081909130822168663144`16."	"1.1578278090539828397549063561174324587728388176915`30.*^-9"	1.2938939319702173e-9
"0.19395973154362416979168415309686679393`16."	"1.2836925874351573948895102168003406566303807799568`30.*^-9"	1.4208696182376092e-9
"0.19664429530201343876427699797204695642`16."	"1.421405237312299851042830463461777449893017680187`30.*^-9"	1.557116133335823e-9
"0.19932885906040270773686984284722711891`16."	"1.5732205740450217002360003271907548972407198714674`30.*^-9"	1.7030076679891445e-9
"0.2020134228187919767094626877224072814`16."	"1.7370450354470954832883109449154927909756873788901`30.*^-9"	1.8589072998362655e-9
"0.2046979865771812179264799169686739333`16."	"1.9085380268773363915701461431174973430165586556164`30.*^-9"	2.0251642449556894e-9
"0.20738255033557048689907276184385409579`16."	"2.1003122917696875914669806642741063869957025223776`30.*^-9"	2.2021109913048204e-9
"0.21006711409395972811608999109012074769`16."	"2.3074853309073642771049146521607627360378561886267`30.*^-9"	2.390060324042412e-9
"0.21275167785234899708868283596530091017`16."	"2.5304962108491570274966256905414444298302217658647`30.*^-9"	2.5893022540995357e-9
"0.21543624161073826606127568084048107266`16."	"2.7717040199815875998153207301731322470476969678096`30.*^-9"	2.8001008627828254e-9
"0.21812080536912753503386852571566123515`16."	"3.0299493562380639784585272665728057784539992030372`30.*^-9"	3.0226910766292827e-9
"0.22080536912751680400646137059084139764`16."	"3.3093627022580148273058683475144250034337082705938`30.*^-9"	3.257275388176599e-9
"0.22348993288590604522347859983710804954`16."	"3.6116218863112038073370335326010970612406398938249`30.*^-9"	3.5040205397593177e-9
"0.22617449664429531419607144471228821203`16."	"3.9323436102154692431588673757213203077227040827859`30.*^-9"	3.763054188880676e-9
"0.22885906040268455541308867395855486393`16."	"4.2751204439475297313382791457587741546408264468851`30.*^-9"	4.03446157513355e-9
"0.23154362416107385214125713446264853701`16."	"4.649995596459400506570209154228414596712250814834`30.*^-9"	4.318282210042245e-9
"0.23422818791946309335827436370891518891`16."	"5.0436605967610755482546067165437379538818107262368`30.*^-9"	4.614506612559316e-9
