"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01"	"Failed"	2.2330925539904142e-41
"0.01908675799086758"	"Failed"	1.2644890699144914e-36
"0.02817351598173516"	"Failed"	9.06155457827215e-34
"0.03726027397260274"	"Failed"	1.0032237315637615e-31
"0.04634703196347032"	"Failed"	3.915344094836254e-30
"0.0554337899543379"	"Failed"	7.845440298778616e-29
"0.06452054794520548"	"Failed"	9.890937922438125e-28
"0.07360730593607306"	"Failed"	8.86776937382456e-27
"0.08269406392694064"	"Failed"	6.121750942831329e-26
"0.09178082191780822"	"Failed"	3.436463077848609e-25
"0.1008675799086758"	"Failed"	1.6311137021779494e-24
"0.1099543378995434"	"Failed"	6.738379239616889e-24
"0.119041095890411"	"Failed"	2.4767883737422242e-23
"0.1281278538812785"	"Failed"	8.240126182500551e-23
"0.1372146118721461"	"Failed"	2.5153931004251263e-22
"0.1463013698630137"	"Failed"	7.123291578920795e-22
"0.1553881278538813"	"Failed"	1.888294001712954e-21
"0.1644748858447489"	"Failed"	4.720803075405885e-21
"0.1735616438356164"	"Failed"	1.1200536928998584e-20
"0.182648401826484"	"Failed"	2.5353669305634477e-20
"0.1917351598173516"	"Failed"	5.50032340662975e-20
"0.2008219178082192"	"Failed"	1.1480843262849247e-19
"0.2099086757990868"	"Failed"	2.3134762173983796e-19
"0.2189954337899543"	"Failed"	4.5138019543600995e-19
"0.2280821917808219"	"Failed"	8.549291027188486e-19
"0.2371689497716895"	"Failed"	1.5755045305883539e-18
"0.2462557077625571"	"Failed"	2.8306797208970255e-18
"0.2553424657534247"	"Failed"	4.967374704330739e-18
"0.2644292237442922"	"Failed"	8.527647698416302e-18
"0.2735159817351598"	"3.04246517667777694806025560957e-18"	1.4342582087385166e-17
"0.2826027397260274"	"2.3037613705573132405541376885e-17"	2.3664032370991697e-17
"0.291689497716895"	"3.48916285080293375094972721272e-17"	3.834659361947215e-17
"0.3007762557077626"	"4.1333236774884998427532172828e-17"	6.109521627690514e-17
"0.3098630136986301"	"7.7658756200500880143036144224e-17"	9.579742057818364e-17
"0.3189497716894977"	"1.2372664779897960268818426407e-16"	1.4796307591505161e-16
"0.3280365296803653"	"1.6546858484436806962838548638e-16"	2.252991841712673e-16
"0.3371232876712329"	"2.440384302033953138426644328e-16"	3.3845200255548e-16
"0.3462100456621005"	"3.825941255934849053438010253e-16"	5.019540931496828e-16
"0.355296803652968"	"5.581904982556275979314491137e-16"	7.354193939587418e-16
"0.3643835616438356"	"8.25818576779718655952635668e-16"	1.0650350354204693e-15
"0.3734703196347032"	"1.172711738819231864145876275e-15"	1.525404205279438e-15
"0.3825570776255708"	"1.637019386825428233637316904e-15"	2.161799682386883e-15
"0.3916438356164384"	"2.28732147829292199843453883e-15"	3.032892465604675e-15
"0.4007305936073059"	"3.16104593581183262559305179e-15"	4.214023927993513e-15
"0.4098173515981735"	"4.36531417495102641554139215e-15"	5.801092802945306e-15
"0.4189041095890411"	"5.99861966388124919446927289e-15"	7.915129699846293e-15
"0.4279908675799087"	"8.11785022524686375802941423e-15"	1.070763136817639e-14
"0.4370776255707763"	"1.08962690359936170108483902e-14"	1.436672417864328e-14
"0.4461643835616438"	"1.461832860790589373502014e-14"	1.9124220858098188e-14
"0.4552511415525114"	"1.9423101710727028916269411e-14"	2.526362599579237e-14
"0.464337899543379"	"2.5615045801110602349365867e-14"	3.3129133844248115e-14
"0.4734246575342466"	"3.3534533710247289522894752e-14"	4.313564611451059e-14
"0.4825114155251142"	"4.3796737401423651653093359e-14"	5.5779817509385786e-14
"0.4915981735159817"	"5.6807112104884883915218111e-14"	7.165211241490798e-14
"0.5006849315068493"	"7.3240823036343919410351555e-14"	9.144982733297735e-14
"0.5097716894977169"	"9.384972283199959210635606e-14"	1.159910002470804e-13
"0.5188584474885845"	"1.197732633841034745024387e-13"	1.4622909025430573e-13
"0.5279452054794521"	"1.520764070912363533441395e-13"	1.83268268700335e-13
"0.5370319634703196"	"1.921024862378474359262491e-13"	2.283791171097082e-13
"0.5461187214611872"	"2.415446821179756667211993e-13"	2.830144779757162e-13
"0.5552054794520548"	"3.024517423720578630824755e-13"	3.4882515271236856e-13
"0.5642922374429224"	"3.770889709467568921429939e-13"	4.2767508771742546e-13
"0.57337899543379"	"4.68045474053732235509714e-13"	5.216556356884392e-13
"0.5824657534246575"	"5.78705754060352870958128e-13"	6.330984264046049e-13
"0.5915525114155251"	"7.12546872516248663012245e-13"	7.645863306527699e-13
"0.6006392694063927"	"8.7413780723977825268751e-13"	9.18961954524232e-13
"0.6097260273972603"	"1.06840724506618427953085e-12"	1.0993330607778201e-12
"0.6188127853881279"	"1.30110904063296908879278e-12"	1.3090742813141552e-12
"0.6278995433789954"	"1.57916636900339219574399e-12"	1.5518244620821097e-12
"0.636986301369863"	"1.91023902455708924686848e-12"	1.8314789710314374e-12
"0.6460730593607306"	"2.30284105966683082654658e-12"	2.152176303119709e-12
"0.6551598173515982"	"2.76697751989123809398735e-12"	2.5182783358989732e-12
"0.6642465753424658"	"3.31471400353670987402132e-12"	2.9343436267461442e-12
"0.6733333333333333"	"3.9590237491662331074213e-12"	3.40509320006693e-12
"0.6824200913242009"	"4.714748820098560653346e-12"	3.935368351240044e-12
"0.6915068493150685"	"5.5978036273577638262989e-12"	4.530080094782914e-12
"0.7005936073059361"	"6.6281825253706048088571e-12"	5.194150007908307e-12
"0.7096803652968037"	"7.8252305521682656479679e-12"	5.932442367513343e-12
"0.7187671232876712"	"9.2174200435936508367452e-12"	6.749687648353514e-12
"0.7278538812785388"	"1.0827113843282251318252e-11"	7.650397641737381e-12
"0.7369406392694064"	"1.268541330675875701955e-11"	8.638772665886729e-12
"0.746027397260274"	"1.4826155597646674271779e-11"	9.718601568768124e-12
"0.7551141552511416"	"1.7285912476273308096489e-11"	1.0893155468579682e-11
"0.7642009132420091"	"2.010683871882990042787e-11"	1.2165076432251079e-11
"0.7732876712328767"	"2.33331802774225621815e-11"	1.3536262553583967e-11
"0.7823744292237443"	"2.701671830387873953122e-11"	1.500775115455079e-11
"0.7914611872146119"	"3.121235456718469271872e-11"	1.6579602089587886e-11
"0.8005479452054795"	"3.598147027677265694587e-11"	1.8250783376600907e-11
"0.809634703196347"	"4.13914733146911629487e-11"	2.00190616024179e-11
"0.8187214611872146"	"4.751599545944945816567e-11"	2.1880899746685662e-11
"0.8278082191780822"	"5.443644186895692778295e-11"	2.3831365228513872e-11
"0.8368949771689498"	"6.224003083333694834404e-11"	2.5864051096182446e-11
"0.8459817351598174"	"7.102336327513366346387e-11"	2.797101334366133e-11
"0.8550684931506849"	"8.089089263551601486131e-11"	3.014272734054187e-11
"0.8641552511415525"	"9.195643446354097677004e-11"	3.236806629676019e-11
"0.8732420091324201"	"1.043427789016920150288e-10"	3.463430454351088e-11
"0.8823287671232877"	"1.1818343494990844625e-10"	3.692714819136468e-11
"0.8914155251141553"	"1.33622304153328342627e-10"	3.9230795421529466e-11
"0.9005022831050228"	"1.50813702398913798633e-10"	4.152802827377733e-11
"0.9095890410958904"	"1.69924728309366768551e-10"	4.3800337314062236e-11
"0.918675799086758"	"1.91134735910054246101e-10"	4.602807999773395e-11
"0.9277625570776256"	"2.14635308891423168075e-10"	4.819067289439162e-11
"0.9368493150684932"	"2.40631542343509300455e-10"	5.026681721436857e-11
"0.9459360730593607"	"2.69343566537668043859e-10"	5.223475628394428e-11
"0.9550228310502283"	"3.0100471163615448066e-10"	5.4072562768953966e-11
"0.9641095890410959"	"3.35863944054500907688e-10"	5.575845255979867e-11
"0.9731963470319635"	"3.74185155657543098113e-10"	5.7271121323223694e-11
"0.9822831050228311"	"4.16249232648789969121e-10"	5.859009881874144e-11
"0.9913698630136986"	"4.6235148519187589222e-10"	5.969611519403006e-11
"1.000456621004566"	"5.12805498465717927116e-10"	6.057147264013579e-11
"1.009543378995434"	"5.6794107969047878262e-10"	6.12004150319077e-11
"1.018630136986301"	"6.28104924502867957755e-10"	6.156948753118795e-11
"1.027716894977169"	"6.93662101090027602288e-10"	6.1667877620001e-11
"1.036803652968037"	"7.64992820782324007848e-10"	6.148772868835263e-11
"1.045890410958904"	"8.4249714392679520198e-10"	6.102441715534907e-11
"1.054977168949772"	"9.26590164843811193398e-10"	6.027678418021306e-11
"1.064063926940639"	"1.01770593188685380868e-9"	5.924731334541324e-11
