"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.12688442211055275810061004904127912596`16."	"5.0005153237207407984605376196858820343810067612`20.*^-11"	6.355677364992818e-11
"0.12914572864321610667914796977129299194`16."	"5.74228564832040720951368474875598721204668599264`20.*^-11"	7.292010919495392e-11
"0.13140703517587939974653465924347983673`16."	"6.57708675174418507587044627697865340191308634273`20.*^-11"	8.341977809964564e-11
"0.13366834170854272056949696434458019212`16."	"7.51439754986484449764715107143683832107333290181`20.*^-11"	9.516275877921056e-11
"0.13592964824120601363688365381676703691`16."	"8.56443904443698677181713585158890773017623758107`20.*^-11"	1.0826279522980561e-10
"0.1381909547738693344598459589178673923`16."	"9.7382065673500111221391047901348760894551481468`20.*^-11"	1.228405270264964e-10
"0.14045226130653265528280826401896774769`16."	"1.104750919001422646564269518443221413574262759878`20.*^-10"	1.3902359583681245e-10
"0.14271356783919597610577056912006810308`16."	"1.25050129077812445214200103893833763194371338249`20.*^-10"	1.5694672620782041e-10
"0.14497487437185929692873287422116845846`16."	"1.412427569045255249137079378526668053228647363857`20.*^-10"	1.7675177838195167e-10
"0.14723618090452261775169517932226881385`16."	"1.591980092464097653070781713917807027043069304299`20.*^-10"	1.985877709053601e-10
"0.14949748743718593857465748442336916924`16."	"1.790705907704366730176004309997226711103911036918`20.*^-10"	2.226108708127818e-10
"0.15175879396984925939761978952446952462`16."	"2.01025492651871206021300543218646716049490995429`20.*^-10"	2.4898434920515284e-10
"0.15402010050251258022058209462556988001`16."	"2.252382373969308450237923591522946278697141285541`20.*^-10"	2.7787850008099635e-10
"0.1562814070351759010435443997266702354`16."	"2.518955055492704593748652820886218363872205817078`20.*^-10"	3.094705203401789e-10
"0.15854271356783919411093108919885708019`16."	"2.811953843967031064544390427430466814887302674254`20.*^-10"	3.439443489493768e-10
"0.16080402010050254268946900992887094617`16."	"3.133479166574184714298662550963465903128518280132`20.*^-10"	3.814904633427744e-10
"0.16306532663316580800128008377214428037`16."	"3.485754452912255851970401158300858606708268341917`20.*^-10"	4.223056312293716e-10
"0.16532663316582915657981800450215814635`16."	"3.87113153757661362482291006734033482626326901554`20.*^-10"	4.665926160900524e-10
"0.16758793969849247740278030960325850174`16."	"4.292094333415504165749723955304418460536812836468`20.*^-10"	5.14559834773325e-10
"0.16984924623115577047016699907544534653`16."	"4.751262266148924490317628722272461449346668313937`20.*^-10"	5.664209657386783e-10
"0.17211055276381909129312930417654570192`16."	"5.251396652785815207607714939359643643465052426033`20.*^-10"	6.22394506650653e-10
"0.17437185929648241211609160927764605731`16."	"5.795403571128887963348891487031112111782787928505`20.*^-10"	6.827032801952188e-10
"0.17663316582914573293905391437874641269`16."	"6.386337271309835700785100627485739674197101711195`20.*^-10"	7.47573887172764e-10
"0.17889447236180905376201621947984676808`16."	"7.027407020274326135147424167017658132915721901119`20.*^-10"	8.172361061188276e-10
"0.18115577889447237458497852458094712347`16."	"7.721977786544463664561883019414695045200368342299`20.*^-10"	8.919222389145863e-10
"0.18341708542713569540794082968204747885`16."	"8.47357708561130873345159877537243744646468628982`20.*^-10"	9.718664020737895e-10
"0.18567839195979901623090313478314783424`16."	"9.285897097966757444113797169088575427606386602243`20.*^-10"	1.0573037636310855e-9
"0.18793969849246233705386543988424818963`16."	"1.0162800162468337884097487203557243419073835752678`20.*^-9"	1.1484697258082113e-9
"0.19020100502512565787682774498534854501`16."	"1.110831981478267356990820145549028425848767967273`20.*^-9"	1.2455990538988983e-9
"0.19246231155778892318863881882862187922`16."	"1.2126667017242444942701220424358606689790876884413`20.*^-9"	1.3489249520902255e-9
"0.19472361809045224401160112392972223461`16."	"1.322223299815524814240654260315435190259282512007`20.*^-9"	1.4586780872269483e-9
"0.19698492462311562034571466028864961118`16."	"1.4399590859607741597295956436077743672776216274271`20.*^-9"	1.5750855618254688e-9
"0.19924623115577888565752573413192294538`16."	"1.5663500175475176247030305774926555605920200960716`20.*^-9"	1.698369837955112e-9
"0.20150753768844220648048803923302330077`16."	"1.7018910130875340485488308113873349225139188007645`20.*^-9"	1.8287476139253186e-9
"0.20376884422110552730345034433412365615`16."	"1.8470961584824611615468895356192117696063632337563`20.*^-9"	1.9664286560474374e-9
"0.20603015075376884812641264943522401154`16."	"2.00249889625362208661033618053`20.*^-9"	2.1116145880786297e-9
"0.20829145728643216894937495453632436693`16."	"2.16865246256960097246874025887`20.*^-9"	2.264497641301252e-9
"0.21055276381909548977233725963742472231`16."	"2.34612982779685279835269388066`20.*^-9"	2.425259368543711e-9
"0.2128140703517588105952995647385250777`16."	"2.53552404557309882417298906947`20.*^-9"	2.5940693258066133e-9
"0.21507537688442213141826186983962543309`16."	"2.73744840864946206388813733837`20.*^-9"	2.7710837255200988e-9
"0.21733668341708545224122417494072578847`16."	"2.95253641889332428679276773723`20.*^-9"	2.9564440658232424e-9
"0.21959798994974877306418648004182614386`16."	"3.18144206443797565453273768623`20.*^-9"	3.1502757406229986e-9
"0.22185929648241203837599755388509947807`16."	"3.42483980709190450820639144445`20.*^-9"	3.3526866355569055e-9
"0.22412060301507541471011109024402685463`16."	"3.68342447101019307605865181974`20.*^-9"	3.563765715349256e-9
"0.22638190954773868002192216408730018884`16."	"3.9579114116516973032308863777`20.*^-9"	3.783581608412697e-9
"0.22864321608040200084488446918840054423`16."	"4.24903651675875829600665611768`20.*^-9"	4.012181194905446e-9
"0.23090452261306532166784677428950089961`16."	"4.55755583131367849680044184532`20.*^-9"	4.249588204805186e-9
"0.233165829145728642490809079390601255`16."	"4.88424563242561906883905194496`20.*^-9"	4.495801832904285e-9
"0.23542713567839196331377138449170161039`16."	"5.22990228214457759509199551944`20.*^-9"	4.750795377963476e-9
"0.23768844221105528413673368959280196577`16."	"5.59534184616572817521533355113`20.*^-9"	5.014514913581716e-9
"0.23994974874371860495969599469390232116`16."	"5.98139996107591455122344213454`20.*^-9"	5.286877998645796e-9
"0.24221105527638192578265829979500267655`16."	"6.38893149611792155111664270411`20.*^-9"	5.567772435512435e-9
"0.24447236180904524660562060489610303193`16."	"6.81880999779298248893157754742`20.*^-9"	5.857055084345483e-9
"0.24673366834170856742858290999720338732`16."	"7.27192759603250900675613931037`20.*^-9"	6.154550742279115e-9
"0.24899497487437188825154521509830374271`16."	"7.74919418256260081558454752226`20.*^-9"	6.460051096301961e-9
"0.25125628140703515356335628894157707691`16."	"8.25153720624237884633442105404`20.*^-9"	6.7733137589541784e-9
"0.25351758793969852989746982530050445348`16."	"8.77990068403335190642145490326`20.*^-9"	7.094061396096834e-9
"0.25577889447236179520928089914377778769`16."	"9.33524482413630011846027291817`20.*^-9"	7.421980956147653e-9
"0.25804020100502511603224320424487814307`16."	"9.91854527728025714627548893362`20.*^-9"	7.75672301027648e-9
"0.26030150753768843685520550934597849846`16."	"1.053079219562298136897132436207`20.*^-8"	8.097901213113642e-9
"0.26256281407035175767816781444707885385`16."	"1.1172989394552586059538159009`20.*^-8"	8.445091893543202e-9
"0.26482412060301507850113011954817920923`16."	"1.184615355964374296605530079474`20.*^-8"	8.797833785125673e-9
"0.26708542713567839932409242464927956462`16."	"1.255131321071097384747861913291`20.*^-8"	9.155627905618814e-9
"0.26934673366834172014705472975037992001`16."	"1.32895072197728868000329754621`20.*^-8"	9.517937594936963e-9
"0.27160804020100504097001703485148027539`16."	"1.406178425209601922139496531114`20.*^-8"	9.884188720704632e-9
"0.27386934673366836179297933995258063078`16."	"1.48692011301401011514724004684`20.*^-8"	1.0253770060315716e-8
"0.27613065326633162710479041379585396498`16."	"1.571282154328076788375220916705`20.*^-8"	1.062603386810126e-8
"0.27839195979899494792775271889695432037`16."	"1.659371466616812148487801043563`20.*^-8"	1.10002966358325e-8
"0.28065326633165832426186625525588169694`16."	"1.75129536483642521566253188476`20.*^-8"	1.137584005433702e-8
"0.28291457286432164508482856035698205233`16."	"1.847161405558730596811160242219`20.*^-8"	1.1751912183481298e-8
"0.28517587939698496590779086545808240771`16."	"1.947077204980889703254193169721`20.*^-8"	1.2127728837166854e-8
"0.28743718592964823121960193930135574192`16."	"2.051150264794201156866438214463`20.*^-8"	1.2502475189295657e-8
"0.2896984924623115520425642444024560973`16."	"2.159487795468431668568191677878`20.*^-8"	1.287530760587916e-8
"0.29195979899497487286552654950355645269`16."	"2.272196499020019557072384907163`20.*^-8"	1.3245355707588611e-8
"0.29422110552763819368848885460465680808`16."	"2.389382348499886096284403124699`20.*^-8"	1.3611724666067934e-8
"0.29648241206030151451145115970575716347`16."	"2.511150415647305655268586171989`20.*^-8"	1.3973497736249042e-8
"0.29874371859296483533441346480685751885`16."	"2.637604577330080372088690203752`20.*^-8"	1.4329739025717389e-8
"0.30100502512562810064622453865013085306`16."	"2.768847296110861026997911545602`20.*^-8"	1.467949650086891e-8
"0.30326633165829147698033807500905822963`16."	"2.904979402125959885366820029653`20.*^-8"	1.5021805228170547e-8
"0.30552763819095479780330038011015858501`16."	"3.046099769513437409423452197118`20.*^-8"	1.5355690847281974e-8
"0.3077889447236181186262626852112589404`16."	"3.192305049528083650972768876866`20.*^-8"	1.5680173271108963e-8
"0.3100502512562813839380737590545322746`16."	"3.343689408800689821409841931337`20.*^-8"	1.5994270606032583e-8
"0.31231155778894470476103606415563262999`16."	"3.500344173241085308553381907588`20.*^-8"	1.629700328358933e-8
"0.31457286432160802558399836925673298538`16."	"3.662357556593597781052928563442`20.*^-8"	1.658739839275625e-8
"0.31683417085427134640696067435783334076`16."	"3.82981428492662125610070907226`20.*^-8"	1.6864494199718712e-8
"0.31909547738693466722992297945893369615`16."	"4.002795292255631904415690719066`20.*^-8"	1.712734483955771e-8
"0.32135678391959798805288528456003405154`16."	"4.18137727262135766998223037299`20.*^-8"	1.7375025161684163e-8
"0.32361809045226130887584758966113440692`16."	"4.36563238753690498365286965577`20.*^-8"	1.7606635708060936e-8
"0.32587939698492462969880989476223476231`16."	"4.555627806567484198788565264525`20.*^-8"	1.7821307800284087e-8
"0.3281407035175879505217721998633351177`16."	"4.751425277561399470568358597914`20.*^-8"	1.8018208708434534e-8
"0.33040201005025127134473450496443547308`16."	"4.953080717288583659915102040761`20.*^-8"	1.8196546871254577e-8
"0.33266331658291459216769681006553582847`16."	"5.160643682957887652616709374402`20.*^-8"	1.8355577133641325e-8
"0.33492462311557785747950788390880916268`16."	"5.374156915563063763927903017195`20.*^-8"	1.849460596367524e-8
"0.33718592964824117830247018900990951806`16."	"5.593655788633965456292204116707`20.*^-8"	1.861299660740876e-8
"0.33944723618090449912543249411100987345`16."	"5.819167676718733077717698595399`20.*^-8"	1.8710174135417926e-8
"0.34170854271356787545954603046993725002`16."	"6.050711413376540826227573767915`20.*^-8"	1.87856303306651e-8
"0.3439698492462311962825083355710376054`16."	"6.288296556402151724997771064502`20.*^-8"	1.8838928362520242e-8
"0.34623115577889446159431940941431093961`16."	"6.53192262253868591577204131432`20.*^-8"	1.886970718683849e-8
"0.348492462311557782417281714515411295`16."	"6.781578282589309712142844754298`20.*^-8"	1.8877685606780672e-8
"0.35075376884422110324024401961651165038`16."	"7.037240429310141782793798863525`20.*^-8"	1.8862665923585794e-8
"0.35301507537688442406320632471761200577`16."	"7.298873080328866220151556648242`20.*^-8"	1.882453710074872e-8
"0.35527638190954774488616862981871236116`16."	"7.566426186084918459071964324983`20.*^-8"	1.876327735901707e-8
"0.35753768844221101019797970366198569536`16."	"7.83983421710369327679433592836`20.*^-8"	1.8678956113285628e-8
"0.35979899497487438653209324002091307193`16."	"8.119014485020322490163600444651`20.*^-8"	1.8571735155829827e-8
"0.36206030150753770735505554512201342732`16."	"8.403865250364479009538515470034`20.*^-8"	1.8441868983369195e-8
"0.3643216080402010281780178502231137827`16."	"8.694263312417090445733958417575`20.*^-8"	1.8289704158180222e-8
"0.36658291457286434900098015532421413809`16."	"8.990061278396853103967347801594`20.*^-8"	1.8115677585874764e-8
"0.3688442211055276143127912291674874723`16."	"9.291084158241361312130059724891`20.*^-8"	1.792031358451683e-8
"0.37110552763819093513575353426858782768`16."	"9.597125204576750641245079647849`20.*^-8"	1.7704219611455957e-8
"0.37336683417085425595871583936968818307`16."	"9.907940919597471393841653798926`20.*^-8"	1.7468080505601107e-8
"0.37562814070351757678167814447078853846`16."	"1.0223244764019532442826231714123`20.*^-7"	1.7212651093833884e-8
"0.37788944723618089760464044957188889384`16."	"1.0542699569257680604739572220512`20.*^-7"	1.6938747000853752e-8
"0.38015075376884421842760275467298924923`16."	"1.0865908006588077581504731048991`20.*^-7"	1.66472334919518e-8
"0.38241206030150753925056505977408960462`16."	"1.1192400840606607853944857613883`20.*^-7"	1.6339012168011115e-8
"0.38467336683417086007352736487518996`16."	"1.1521622329082863533507507995535`20.*^-7"	1.6015005321421097e-8
"0.38693467336683418089648966997629031539`16."	"1.1852912101367556080246348968097`20.*^-7"	1.5676137750560892e-8
"0.38919597989949750171945197507739067078`16."	"1.2185482572670495778862226970801`20.*^-7"	1.532331581903858e-8
"0.39145728643216076703126304892066400498`16."	"1.2518390857239317718221640652186`20.*^-7"	1.4957403533962197e-8
"0.39371859296482408785422535402176436037`16."	"1.2850503907103763551164622791376`20.*^-7"	1.4579195405149428e-8
"0.39597989949748740867718765912286471575`16."	"1.3180454972998308317641860261608`20.*^-7"	1.4189385834348023e-8
"0.39824120603015078501130119548179209232`16."	"1.3506589670134152476222065231243`20.*^-7"	1.3788534770223611e-8
"0.40050251256281410583426350058289244771`16."	"1.3826898826727142008750093318261`20.*^-7"	1.337702935106689e-8
"0.40276381909547737114607457442616578192`16."	"1.4138935065518644927490202038798`20.*^-7"	1.2955041242863716e-8
"0.4050251256281406919690368795272661373`16."	"1.443970948606626259127084439639`20.*^-7"	1.2522479365550082e-8
"0.40728643216080401279199918462836649269`16."	"1.4725563304569858626341290023333`20.*^-7"	1.2078937684924504e-8
"0.40954773869346733361496148972946684808`16."	"1.4992009174649720675783541306933`20.*^-7"	1.1623637731803019e-8
"0.41180904522613065443792379483056720346`16."	"1.5233534733953960989485224132295`20.*^-7"	1.1155365493563622e-8
"0.41407035175879391974973486867384053767`16."	"1.5443359884599805343541873612221`20.*^-7"	1.067240230622375e-8
"0.41633165829145729608384840503276791424`16."	"1.5613137382315292494608433254797`20.*^-7"	1.0172449357616916e-8
"0.41859296482412061690681071013386826962`16."	"1.5732583687187161736297046674209`20.*^-7"	9.652545394065516e-9
"0.42085427135678393772977301523496862501`16."	"1.5789024739408831013495722311874`20.*^-7"	9.108977204177623e-9
"0.4231155778894472585527353203360689804`16."	"1.5766837677529293925663276956498`20.*^-7"	8.537182434010473e-9
"0.4253768844221105238645463941793423146`16."	"1.5646765764979689668141562269125`20.*^-7"	7.931644267829601e-9
"0.42763819095477384468750869928044266999`16."	"1.5405078845932321095501110858598`20.*^-7"	7.285777488037249e-9
"0.42989949748743716551047100438154302537`16."	"1.501254635429507605587975188402`20.*^-7"	6.591805406533953e-9
"0.43216080402010048633343330948264338076`16."	"1.4433182901770063850561871824437`20.*^-7"	5.8406271377968545e-9
"0.43442211055276380715639561458374373615`16."	"1.3622718705777852942666169414125`20.*^-7"	5.021674661296975e-9
"0.43668341708542712797935791968484409153`16."	"1.2526737799673376608765543264956`20.*^-7"	4.122759097519039e-9
"0.43894472361809044880232022478594444692`16."	"1.1078416129149685441797022188386`20.*^-7"	3.129905597778217e-9
"0.44120603015075376962528252988704480231`16."	"9.19577805632254246785322635644`20.*^-8"	2.0271762232341113e-9
"0.44346733668341709044824483498814515769`16."	"6.778376202656070881922487775319`20.*^-8"	7.964801629701593e-10
"0.44572864321608041127120714008924551308`16."	"3.703280685884992091695183899276`20.*^-8"	-5.826293852808198e-10
"0.44798994974874373209416944519034586847`16."	"""Failed"""	-2.133172375237604e-9
"0.45025125628140699740598051903361920267`16."	"""Failed"""	-3.880973844308559e-9
"0.45251256281407031822894282413471955806`16."	"""Failed"""	-5.854911377911399e-9
"0.45477386934673369456305636049364693463`16."	"""Failed"""	-8.087178895266582e-9
"0.45703517587939701538601866559474729002`16."	"""Failed"""	-1.0613567576330327e-8
"0.4592964824120603362089809706958476454`16."	"""Failed"""	-1.3473764780652747e-8
"0.46155778894472360152079204453912097961`16."	"""Failed"""	-1.6711671840917348e-8
"0.46381909547738692234375434964022133499`16."	"""Failed"""	-2.0375741646772653e-8
"0.46608040201005024316671665474132169038`16."	"""Failed"""	-2.451933696829828e-8
"0.46834170854271356398967895984242204577`16."	"""Failed"""	-2.92011105030956e-8
"0.47060301507537688481264126494352240115`16."	"""Failed"""	-3.448540766655125e-8
"0.47286432160804020563560357004462275654`16."	"""Failed"""	-4.044269318132318e-8
"0.47512562814070352645856587514572311193`16."	"""Failed"""	-4.715000255954916e-8
"0.47738693467336684728152818024682346731`16."	"""Failed"""	-5.469141960969653e-8
"0.4796482412060301681044904853479238227`16."	"""Failed"""	-6.315858113937769e-8
"0.48190954773869348892745279044902417809`16."	"""Failed"""	-7.265121006585709e-8
"0.48417085427135675423926386429229751229`16."	"""Failed"""	-8.327767818740266e-8
"0.48643216080402007506222616939339786768`16."	"""Failed"""	-9.515559991108573e-8
"0.48869346733668339588518847449449822307`16."	"""Failed"""	-1.0841245827614043e-7
"0.49095477386934671670815077959559857845`16."	"""Failed"""	-1.2318626465657206e-7
"0.49321608040201009304226431595452595502`16."	"""Failed"""	-1.396262535723535e-7
"0.49547738693467335835407538979779928923`16."	"""Failed"""	-1.5789361408530956e-7
"0.49773869346733667917703769489889964461`16."	"""Failed"""	-1.7816225930367615e-7
"0.5`16."	"""Failed"""	-2.00619635568305e-7
