"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"""Failed"""	1.3307338505211403e-30
"0.01397993311036789185197726226306258468`16."	"""Failed"""	1.0131188411678527e-28
"0.01795986622073578523051118338571541244`16."	"""Failed"""	2.570346618109701e-27
"0.0219397993311036786090451045083682402`16."	"""Failed"""	3.3883402341998504e-26
"0.02591973244147156851813207367740687914`16."	"""Failed"""	2.8908384122402636e-25
"0.0298996655518394618966659948000597069`16."	"""Failed"""	1.8084522959462542e-24
"0.03387959866220735527519991592271253467`16."	"""Failed"""	8.966281197083616e-24
"0.03785953177257524865373383704536536243`16."	"""Failed"""	3.7103558434441166e-23
"0.04183946488294314203226775816801819019`16."	"""Failed"""	1.3287132052258981e-22
"0.04581939799331103541080167929067101795`16."	"""Failed"""	4.227456362741054e-22
"0.04979933110367892878933560041332384571`16."	"""Failed"""	1.2187629537767275e-21
"0.05377926421404682910676342544320505112`16."	"""Failed"""	3.2324632188544636e-21
"0.05775919732441471554640344265862950124`16."	"""Failed"""	7.981641418520257e-21
"0.061739130434782608924937363781282329`16."	"""Failed"""	1.8523804837054483e-20
"0.06571906354515048842568347708947840147`16."	"3.349368056307735251033483527247895850530121366607464673929`36.*^-20"	4.071989982841983e-20
"0.06969899665551838874311130211935960688`16."	"1.3994022314932380744461101406281543440542556453986506034353`36.*^-19"	8.532723788242537e-20
"0.07367892976588627518275131933478405699`16."	"2.2431109417126496499824422791838597233262810645345230805867`35.*^-19"	1.7134752718904607e-19
"0.0776588628762541755001791443646652624`16."	"5.164147461714252329945943137016268332038530788335379938986`35.*^-19"	3.3122090726588073e-19
"0.08163879598662206193981916158008971252`16."	"9.1721024581755199744064795249070184464577750075645770382115`35.*^-19"	6.186666757183697e-19
"0.08561872909698996225724698660997091793`16."	"1.66010802264137056158719671465614366755837874314504487894989`34.*^-18"	1.120233018234679e-18
"0.08959866220735784869688700382539536804`16."	"2.75438814329765858257257842104360644467183730543395807595027`34.*^-18"	1.9719386251634503e-18
"0.09357859531772573513652702104081981815`16."	"4.61518163354904277404186934491109361178518865569710497200314`34.*^-18"	3.3827756361699557e-18
"0.09755852842809364933174265388515777886`16."	"7.80199770610275548958555463190276935195908217874371218309124`34.*^-18"	5.667302662659296e-18
"0.10153846153846153577138267110058222897`16."	"1.256819580242159352154990210157917507347104412258164505783741`33.*^-17"	9.290094990146552e-18
"0.10551839464882942221102268831600667909`16."	"2.031053418298527284230656794329575087980700822980577478754235`33.*^-17"	1.4925442078346334e-17
"0.1094983277591973086506627055314311292`16."	"3.166960172562273624330423677317205511519297390475084474657722`33.*^-17"	2.3536394889743862e-17
"0.11347826086956520896809053056131233461`16."	"4.869586261187693745751314750984549653246456724596871320628005`33.*^-17"	3.64780710287938e-17
"0.11745819397993309540773054777673678473`16."	"7.368055965274163313690540011449370879349501329752727887622157`33.*^-17"	5.563102650656856e-17
"0.12143812709030098184737056499216123484`16."	"1.0974591016571410362264040989046485803689768210889554610963`32.*^-16"	8.357150000735873e-17
"0.12541806020066889604258619783649919555`16."	"1.611395722489910755734647284733023424557145`32.*^-16"	1.2378642799112016e-16
"0.12939799331103679636001402286638040096`16."	"2.340104757736939079299612431633595891577121`32.*^-16"	1.8094231413339206e-16
"0.13337792642140466892186623226734809577`16."	"3.35910205584841996765106184396507528256553`32.*^-16"	2.6121830979181777e-16
"0.13735785953177256923929405729722930118`16."	"4.76238214870338794939631416100892199160485`32.*^-16"	3.7271521656784684e-16
"0.14133779264214046955672188232711050659`16."	"6.681629434216674917960385616695024123766405`32.*^-16"	5.259535485302467e-16
"0.145317725752508369874149707356991712`16."	"9.273275801684457879781700178677113857063287`31.*^-16"	7.344752788829326e-16
"0.14929765886287627019157753238687291741`16."	"1.2756709142195124252941642290361847566145107`31.*^-15"	1.0155654300117521e-15
"0.15327759197324414275342974178784061223`16."	"1.7389206399587170855071926024962484854035299`31.*^-15"	1.391111230748018e-15
"0.15725752508361204307085756681772181764`16."	"2.3498740710305962137639939001920281872658245`31.*^-15"	1.8886181417611133e-15
"0.16123745819397994338828539184760302305`16."	"3.1492299666159846371361941379311931919655814`31.*^-15"	2.542403618306568e-15
"0.16521739130434781595013760124857071787`16."	"4.1880346441536776615362372745677530021267377`31.*^-15"	3.394991015902716e-15
"0.16919732441471571626756542627845192328`16."	"5.5291230237735176258748902340613195524963361`31.*^-15"	4.498727523517106e-15
"0.17317725752508361658499325130833312869`16."	"7.2488722435597889567461399637522731738131799`30.*^-15"	5.917651403124145e-15
"0.17715719063545148914684546070930082351`16."	"9.4384371380820279968667436874983941370483757`30.*^-15"	7.729635094822483e-15
"0.18113712374581938946427328573918202892`16."	"1.22111648604437848382348113268711608404334558`30.*^-14"	1.0028831882225351e-14
"0.18511705685618731753727672639797674492`16."	"1.5704016780452187172820019908400598520038991`30.*^-14"	1.292845477133765e-14
"0.18909698996655519009912893579894443974`16."	"2.00775591804795345953988497249963821737606753`30.*^-14"	1.6563916984293858e-14
