"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.22617449664429528644049582908337470144`16."	"2.12564034249231191215735853656`20.*^-9"	9.54543103473351e-10
"0.22785234899328860036504806885204743594`16."	"2.1510576432743336426185196757`20.*^-9"	9.517141137497916e-10
"0.22953020134228185877844907736289314926`16."	"2.1658984160320932910866768561`20.*^-9"	9.43996031208881e-10
"0.23120805369127517270300131713156588376`16."	"2.16835579484397938884556284459`20.*^-9"	9.30815291207806e-10
"0.23288590604026848662755355690023861825`16."	"2.15641084949411630371587177596`20.*^-9"	9.115508177797079e-10
"0.23456375838926174504095456541108433157`16."	"2.12781102096302333649679587659`20.*^-9"	8.855306780294107e-10
"0.23624161073825505896550680517975706607`16."	"2.08004652250898618815157834122`20.*^-9"	8.520285226916451e-10
"0.23791946308724831737890781369060277939`16."	"2.01032452067681133040707789893`20.*^-9"	8.102598004189354e-10
"0.23959731543624163130346005345927551389`16."	"1.91554090334168896056308613592`20.*^-9"	7.593777327390045e-10
"0.2412751677852348897168610619701212272`16."	"1.7922494115168249931061916899189620671902376995316`20.*^-9"	6.984690359688125e-10
"0.2429530201342282036414133017387939617`16."	"1.6366279088313581653293513318356318774088246806054`20.*^-9"	6.265493756933178e-10
"0.24463087248322146205481431024963967502`16."	"1.4444415281336705334754380421769251063866779165229`20.*^-9"	5.425585387110268e-10
"0.24630872483221477597936655001831240952`16."	"1.2110024246165155764157186480406383897269340716503`20.*^-9"	4.4535530661455034e-10
"0.24798657718120803439276755852915812284`16."	"9.311258340035155280746906088432197631246240024126`20.*^-10"	3.3371201441204246e-10
"0.24966442953020134831731979829783085734`16."	"5.990821120465669950869623348282811164345195497153`20.*^-10"	2.063087768034344e-10
"0.25134228187919460673072080680867657065`16."	"2.085444041300049130894098042854777966007900622808`20.*^-10"	6.17273639034991e-11
"0.25302013422818792065527304657734930515`16."	"""Failed"""	-1.0155529264956455e-10
"0.25469798657718123457982528634602203965`16."	"""Failed"""	-2.851739831461755e-10
"0.25637583892617449299322629485686775297`16."	"""Failed"""	-4.908825136822916e-10
"0.25805369127516780691777853462554048747`16."	"""Failed"""	-7.205614322768331e-10
"0.25973154362416106533117954313638620079`16."	"""Failed"""	-9.762262100313687e-10
"0.26140939597315437925573178290505893528`16."	"""Failed"""	-1.2600359011556882e-9
"0.2630872483221476376691327914159046486`16."	"""Failed"""	-1.5743023067404927e-9
"0.2647651006711409515936850311845773831`16."	"""Failed"""	-1.9214996682544756e-9
"0.26644295302013421000708603969542309642`16."	"""Failed"""	-2.304274917876096e-9
"0.26812080536912752393163827946409583092`16."	"""Failed"""	-2.7254585139441564e-9
"0.26979865771812078234503928797494154423`16."	"""Failed"""	-3.188075891023842e-9
"0.27147651006711409626959152774361427873`16."	"""Failed"""	-3.6953595553403626e-9
"0.27315436241610741019414376751228701323`16."	"""Failed"""	-4.250761857628435e-9
"0.27483221476510066860754477602313272655`16."	"""Failed"""	-4.857968476786789e-9
"0.27651006711409398253209701579180546105`16."	"""Failed"""	-5.520912649111289e-9
"0.27818791946308724094549802430265117437`16."	"""Failed"""	-6.243790179310169e-9
"0.27986577181208055487005026407132390887`16."	"""Failed"""	-7.0310752709821685e-9
"0.28154362416107381328345127258216962218`16."	"""Failed"""	-7.887537215761917e-9
"0.28322147651006712720800351235084235668`16."	"""Failed"""	-8.818257981910729e-9
"0.28489932885906038562140452086168807`16."	"""Failed"""	-9.828650744753031e-9
"0.2865771812080536995459567606303608045`16."	"""Failed"""	-1.0924479403033741e-8
"0.28825503355704695795935776914120651782`16."	"""Failed"""	-1.211187912699642e-8
"0.28993288590604027188391000890987925231`16."	"""Failed"""	-1.33973779857636e-8
"0.29161073825503358580846224867855198681`16."	"""Failed"""	-1.4787919703432225e-8
"0.29328859060402684422186325718939770013`16."	"""Failed"""	-1.6290887595189165e-8
"0.29496644295302015814641549695807043463`16."	"""Failed"""	-1.791412973669711e-8
"0.29664429530201341655981650546891614795`16."	"""Failed"""	-1.9665985422006003e-8
"0.29832214765100673048436874523758888245`16."	"""Failed"""	-2.15553129673109e-8
"0.29999999999999998889776975374843459576`16."	"""Failed"""	-2.359151891999996e-8
