"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.05000000000000000277555756156289135106`16."	"1.91182508279141189845373785501592616893730849`20.*^-14"	2.0043232421875003e-14
"0.05167785234899328894453418570265057497`16."	"2.53116001656275014689939731200624339252325124`20.*^-14"	2.6512072173593242e-14
"0.05335570469798658205240471374963817652`16."	"3.31983138345715171743060972864757943719024104`20.*^-14"	3.473477777563754e-14
"0.05503355704697986822138133788939740043`16."	"4.31606223985486771094521008618260897829934964`20.*^-14"	4.510091849412184e-14
"0.05671140939597315439035796202915662434`16."	"5.56499678160996181914849820506915554626504695`20.*^-14"	5.806819326102162e-14
"0.0583892617449664474982284900761442259`16."	"7.11962627551672923595992965070633815908569317`20.*^-14"	7.41711529085576e-14
"0.0600671140939597336672051142159034498`16."	"9.04185933608939047829086570867646791594718936`20.*^-14"	9.403060519096091e-14
"0.06174496644295301983618173835566267371`16."	"1.140354311946195012832342685355652292620126962`20.*^-13"	1.1836371113741647e-13
"0.06342281879194630600515836249542189762`16."	"1.428787310680410960522918847156294688886478857`20.*^-13"	1.4799477733486424e-13
"0.06510067114093960605192279444963787682`16."	"1.7790595515059732307601770798531795429152839`20.*^-13"	1.8386674456315446e-13
"0.06677852348993289222089941858939710073`16."	"2.202148390462666070658646729317604293043178611`20.*^-13"	2.2705336881291617e-13
"0.06845637583892617838987604272915632464`16."	"2.710589399894655893316020578264496513611086813`20.*^-13"	2.7877208612387496e-13
"0.07013422818791946455885266686891554855`16."	"3.318642995735110722184917875435742468982700876`20.*^-13"	3.40397547903839e-13
"0.07181208053691275072782929100867477246`16."	"4.04247370171584399105223078339383173567853366`20.*^-13"	4.1347580844180474e-13
"0.07348993288590605077459372296289075166`16."	"4.90034086032831674269180067801465485995381986`20.*^-13"	4.99739141228049e-13
"0.07516778523489933694357034710264997557`16."	"5.912802700157593851591264361281981879933619809`20.*^-13"	6.011214554548149e-13
"0.07684563758389262311254697124240919948`16."	"7.102932884277827950375502372322322976602857877`20.*^-13"	7.19774278707944e-13
"0.07852348993288590928152359538216842338`16."	"8.496552386423003814849774557424863876192070931`20.*^-13"	8.580832663864867e-13
"0.08020134228187919545050021952192764729`16."	"1.0122471879169238809600197893092990489854016233`20.*^-12"	1.0186851928172673e-12
"0.0818791946308724816194768436616868712`16."	"1.2012750375770789885290662887657158533822070005`20.*^-12"	1.2044853733766885e-12
"0.08355704697986576778845346780144609511`16."	"1.420296760348512750092507978934196650332674442`20.*^-12"	1.4186754612039532e-12
"0.08523489932885905395743009194120531902`16."	"1.6732511159134801519861771471408416879068756014`20.*^-12"	1.664751556298123e-12
"0.08691275167785235400419452389542129822`16."	"1.9644876389011113462952799218866925628543878581`20.*^-12"	1.946532558944428e-12
"0.08859060402684564017317114803518052213`16."	"2.2987983545385854914930460733095639136897805741`20.*^-12"	2.268178693519739e-12
"0.09026845637583892634214777217493974604`16."	"2.681450889867756968731734143470400585794532905`20.*^-12"	2.6342101227881994e-12
"0.09194630872483222638891220412915572524`16."	"3.1182229640870639745618824595307391388337131411`20.*^-12"	3.0495255668186022e-12
"0.09362416107382551255788882826891494915`16."	"3.615438401576201410711795739661740264761936924`20.*^-12"	3.5194208346363654e-12
"0.09530201342281879872686545240867417306`16."	"4.18000478665498308254864734452852966867852516`20.*^-12"	4.049607170663685e-12
"0.09697986577181208489584207654843339697`16."	"4.8194523692410379331538546647390581599661445359`20.*^-12"	4.6462293118975796e-12
"0.09865771812080537106481870068819262087`16."	"5.5419745148287510593624297603844171148023393453`20.*^-12"	5.315883145621627e-12
"0.10033557046979865723379532482795184478`16."	"6.3564695196956921927534060221777071379422462952`20.*^-12"	6.0656328512334934e-12
"0.10201342281879194340277194896771106869`16."	"7.2725838623429138955340444677464394196668875625`20.*^-12"	6.903027403485681e-12
"0.1036912751677852295717485731074702926`16."	"8.3007566691657300392660867733272269913395209426`20.*^-12"	7.83611630806619e-12
"0.1053691275167785296185130050616862718`16."	"9.4522655225362259908183595903470205023411753697`20.*^-12"	8.873464433970933e-12
"0.10704697986577181578748962920144549571`16."	"1.07392735197132259977625915854406253285442160157`20.*^-11"	1.0024165800519664e-11
"0.10872483221476510195646625334120471962`16."	"1.21748772251052764577213582860721451804262879186`20.*^-11"	1.1297856170116786e-11
"0.11040268456375840200323068529542069882`16."	"1.3773155817998757158566133941603734725940192729`20.*^-11"	1.2704724290929169e-11
"0.11208053691275168817220730943517992273`16."	"1.55492209100173246255021518637590046620153714107`20.*^-11"	1.4255521626512968e-11
"0.11375838926174497434118393357493914664`16."	"1.75192676339447449742390020275114192834973207829`20.*^-11"	1.5961570402034135e-11
"0.11543624161073826051016055771469837055`16."	"1.97006254378536659155226950328166619384154629125`20.*^-11"	1.783476978905152e-11
"0.11711409395973154667913718185445759445`16."	"2.2111810190305059420719500852338479435965781562`20.*^-11"	1.9887600042824442e-11
"0.11879194630872483284811380599421681836`16."	"2.47725758954457350961281051972028192134519131073`20.*^-11"	2.2133124397716907e-11
"0.12046979865771811901709043013397604227`16."	"2.77039667197189760081478191603370017426612593072`20.*^-11"	2.4584988517446546e-11
"0.12214765100671141906385486208819202147`16."	"3.09283685623791253829279020206010453889259822852`20.*^-11"	2.7257417287608647e-11
"0.12382550335570470523283148622795124538`16."	"3.4469560075184976299631506757937401762370999269`20.*^-11"	3.0165208728030056e-11
"0.12550335570469800527959591818216722459`16."	"3.83527629552974157033096309311911261487113232744`20.*^-11"	3.3323724792009176e-11
"0.1271812080536912636929969266930129379`16."	"4.2604690745471527246933438072520374800575294662`20.*^-11"	3.674887880829764e-11
"0.1288590604026845776175491664616856724`16."	"4.72535961024953192939123716653006981323115913392`20.*^-11"	4.04571193097057e-11
"0.13053691275167783603095017497253138572`16."	"5.23293157620248560192449678973874429430424039378`20.*^-11"	4.446540997937148e-11
"0.13221476510067114995550241474120412022`16."	"5.7863313127110028182582386094700689128717411363`20.*^-11"	4.879120543194999e-11
"0.13389261744966443612447903888096334413`16."	"6.38887171371380216750403886355397552145542518893`20.*^-11"	5.3452422532133155e-11
"0.13557046979865772229345566302072256804`16."	"7.04403579938362498753578299680641286637692097338`20.*^-11"	5.846740693693317e-11
"0.13724832214765100846243228716048179194`16."	"7.7554797299816146019124263349426441164608889638`20.*^-11"	6.385489453091139e-11
"0.13892617449664429463140891130024101585`16."	"8.52703537782277563187160442357600381289766452365`20.*^-11"	6.963396740492459e-11
"0.14060402684563758080038553544000023976`16."	"9.36271219841391203684551244110091706512034876682`20.*^-11"	7.582400400885254e-11
"0.14228187919463086696936215957975946367`16."	"1.026669843560708915621216843998355574334089233826`20.*^-10"	8.244462308704742e-11
"0.14395973154362418089391439934843219817`16."	"1.124336141796733034711850518866368759307940065891`20.*^-10"	8.951562098177029e-11
"0.14563758389261743930731540785927791148`16."	"1.229724698250480938606659564884007886330351311676`20.*^-10"	9.705690186451037e-11
"0.14731543624161075323186764762795064598`16."	"1.34330777034216803088776173008971094305791000958`20.*^-10"	1.0508840042767956e-10
"0.1489932885906040116452686561387963593`16."	"1.46557500118310353803402212476063049373031238122`20.*^-10"	1.1362999653956702e-10
"0.1506711409395973255698208959074690938`16."	"1.597032981578578927451986279890120596458850078245`20.*^-10"	1.2270142133349277e-10
"0.15234899328859061173879752004722831771`16."	"1.738204653684021357258586002615977875676930297953`20.*^-10"	1.3232215416760543e-10
"0.15402684563758389790777414418698754162`16."	"1.889628542199774030028433165808472443506576299312`20.*^-10"	1.4251130985460261e-10
"0.15570469798657718407675076832674676552`16."	"2.051857782580694601902441694377395356582856034144`20.*^-10"	1.532875155205733e-10
"0.15738255033557047024572739246650598943`16."	"2.22545892034155475848062688321019154391963590764`20.*^-10"	1.6466877640902593e-10
"0.15906040268456375641470401660626521334`16."	"2.411010462367843461852912693167042373732309232841`20.*^-10"	1.7667232989974215e-10
"0.16073825503355704258368064074602443725`16."	"2.609101144953145370590951795291535158751880134046`20.*^-10"	1.8931448696219221e-10
"0.16241610738255035650823288051469717175`16."	"2.820327886644276214232505511711643060631156939354`20.*^-10"	2.026104602096402e-10
"0.16409395973154361492163388902554288507`16."	"3.04529339849088012823997795902087809947460129298`20.*^-10"	2.1657417766253397e-10
"0.16577181208053692884618612879421561956`16."	"3.284603385378813394115100244524069485247472846373`20.*^-10"	2.3121808126809001e-10
"0.16744966442953018725958713730506133288`16."	"3.538863334273274034445945243305838169140356342172`20.*^-10"	2.4655290915687463e-10
"0.16912751677852350118413937707373406738`16."	"3.808674805678249875774877851860914410291403612806`20.*^-10"	2.6258746054646697e-10
"0.17080536912751678735311600121349329129`16."	"4.094631193651091564177592029394823955573554607293`20.*^-10"	2.793283421266019e-10
"0.1724832214765100735220926253532525152`16."	"4.397312894327254381493357752422490517361431807513`20.*^-10"	2.9677969467939267e-10
"0.1741610738255033596910692494930117391`16."	"4.717281816583844183689680670826925604312920274329`20.*^-10"	3.149428986019162e-10
"0.17583892617449664586004587363277096301`16."	"5.055075157892594676382258813691526532719829660844`20.*^-10"	3.3381625690642876e-10
"0.17751677852348995978459811340144369751`16."	"5.411198382750193712565832368954094942344646387708`20.*^-10"	3.5339465417540124e-10
"0.17919463087248321819799912191228941083`16."	"5.786117303262866152600318981580629875172976972347`20.*^-10"	3.7366918984414617e-10
"0.18087248322147653212255136168096214533`16."	"6.180249186050397533672527610032914878388839525766`20.*^-10"	3.9462678407273747e-10
"0.18255033557046979053595237019180785865`16."	"6.593952762159072033404485360492632556892285898842`20.*^-10"	4.1624975435083975e-10
"0.18422818791946310446050460996048059314`16."	"7.027517043527861986630888704060816103351518024268`20.*^-10"	4.3851536085371187e-10
"0.18590604026845636287390561847132630646`16."	"7.481148815636469938726924233467036666751629944716`20.*^-10"	4.6139531843455316e-10
"0.18758389261744967679845785823999904096`16."	"7.954958685913085995246181052146737975146553366045`20.*^-10"	4.848552729973317e-10
"0.18926174496644293521185886675084475428`16."	"8.448945510133034578866645309488167305968864882203`20.*^-10"	5.08854239844723e-10
"0.19093959731543624913641110651951748878`16."	"8.962979065396447630964314623712866885379996614387`20.*^-10"	5.333440014376052e-10
"0.1926174496644295075498121150303632021`16."	"9.496780782648838563794622459301774616678105028502`20.*^-10"	5.582684618351337e-10
"0.19429530201342282147436435479903593659`16."	"1.0049902336344234645846122653916090389064774783895`20.*^-9"	5.83562954907526e-10
"0.19597315436241613539891659456770867109`16."	"1.0621701880498973050457208539141001671294804423291`20.*^-9"	6.091535032267682e-10
"0.19765100671140939381231760307855438441`16."	"1.1211317730148498651774045213343467283021412072426`20.*^-9"	6.349560243432212e-10
"0.19932885906040270773686984284722711891`16."	"1.1817639174898853224271177883962470053617015609824`20.*^-9"	6.608754809480096e-10
"0.20100671140939596615027085135807283223`16."	"1.2439274207199903831115661523695200253206598060648`20.*^-9"	6.868049712017646e-10
"0.20268456375838928007482309112674556673`16."	"1.3074513826743670894466502542457624120559327665514`20.*^-9"	7.126247552792853e-10
"0.20436241610738253848822409963759128004`16."	"1.3721292596641820229448753643614020536976017099519`20.*^-9"	7.382012139364642e-10
"0.20604026845637585241277633940626401454`16."	"1.4377145104818460844038801548165266156649874554405`20.*^-9"	7.633857346500335e-10
"0.20771812080536911082617734791710972786`16."	"1.5039157906638751937079901968979578066247239721513`20.*^-9"	7.880135206116917e-10
"0.20939597315436242475072958768578246236`16."	"1.570391655646770550864758103923676832158081567565`20.*^-9"	8.119023175756236e-10
"0.21107382550335568316413059619662817568`16."	"1.636744721533015091930014601986791606503059543498`20.*^-9"	8.348510532616605e-10
"0.21275167785234899708868283596530091017`16."	"1.7025152368841580854410390509036690547399149934747`20.*^-9"	8.566383837049924e-10
"0.21442953020134231101323507573397364467`16."	"1.7671740034076148559528050819612881211526654324432`20.*^-9"	8.770211406166972e-10
"0.21610738255033556942663608424481935799`16."	"1.8301145924076227304433530896533644312939768534603`20.*^-9"	8.957326734770927e-10
"0.21778523489932888335118832401349209249`16."	"1.89064478409710707240295345179`20.*^-9"	9.124810797252306e-10
"0.21946308724832214176458933252433780581`16."	"1.94797715862313736378572217091`20.*^-9"	9.269473160323694e-10
"0.22114093959731545568914157229301054031`16."	"2.00121876405807598131885287294`20.*^-9"	9.387831832543052e-10
"0.22281879194630871410254258080385625362`16."	"2.0493597690697544440963721403`20.*^-9"	9.476091772463886e-10
"0.22449664429530202802709482057252898812`16."	"2.09126101211289353864110400847`20.*^-9"	9.53012197295384e-10
