"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.02000000000000000041633363423443370266`16."	"6.1126119014201169115590708394272519721712`20.*^-18"	5.997273309036822e-18
"0.02154362416107382521834878730260243174`16."	"1.16099660792872116070355333031107209112244`20.*^-17"	1.1525198008197763e-17
"0.02308724832214765002036394037077116081`16."	"2.10368855813170964133746849510098877501361`20.*^-17"	2.1144458541261283e-17
"0.02463087248322147482237909343893988989`16."	"3.6928842844617085830164071942610814148984`20.*^-17"	3.725668272471312e-17
"0.02617449664429530309384119846072280779`16."	"6.2524599507318470395426225912731147700631`20.*^-17"	6.335797863697278e-17
"0.02771812080536912789585635152889153687`16."	"1.026631534378058050062590600418944830995973`20.*^-16"	1.0441225133847387e-16
"0.02926174496644295269787150459706026595`16."	"1.640632703141445189994434136523710188291175`20.*^-16"	1.673135480307522e-16
"0.03080536912751678096933360961884318385`16."	"2.558837274274685563735704513456767205694849`20.*^-16"	2.614500944949616e-16
"0.03234899328859060230190181073339772411`16."	"3.903966555489130972372321364936553527777102`20.*^-16"	3.993831729715125e-16
"0.03389261744966443057336391575518064201`16."	"5.837937856450388881521862753953787297337327`20.*^-16"	5.976543603587559e-16
"0.03543624161073825884482602077696355991`16."	"8.571431669146205454090525771737634154301138`20.*^-16"	8.777348881690708e-16
"0.03697986577181208711628812579874647781`16."	"1.2374997553462125194257301647171477580413088`20.*^-15"	1.2671309955759199e-15
"0.03852348993288590150996242300607264042`16."	"1.7592126569474169200036307723578402556151851`20.*^-15"	1.800659118571941e-15
"0.04006711409395972978142452802785555832`16."	"2.4654160100779108414418461893980768043337701`20.*^-15"	2.5219045870836493e-15
"0.04161073825503355805288663304963847622`16."	"3.4097465778348229785540498533109689498462154`20.*^-15"	3.4848771840161126e-15
"0.04315436241610738632434873807142139412`16."	"4.6582869893978846734727730971550871559163521`20.*^-15"	4.755876452535741e-15
"0.04469798657718120765691693918597593438`16."	"6.2917743393301931189320536479474600040609342`20.*^-15"	6.415579018010508e-15
"0.04624161073825503592837904420775885228`16."	"8.4080791269409411874991794034507761318729793`20.*^-15"	8.56135941707587e-15
"0.04778523489932885726094724532231339253`16."	"1.11249531974767921837544017376465042965065995`20.*^-14"	1.1309854996956935e-14
"0.04932885906040268553240935034409631044`16."	"1.45831253310575515160086410724095205127711704`20.*^-14"	1.4799784362571215e-14
"0.05087248322147651380387145536587922834`16."	"1.89497059503801322125240829797695809265620212`20.*^-14"	1.919502760654236e-14
"0.05241610738255034207533356038766214624`16."	"2.4421930316485115853314446970119332619150745`20.*^-14"	2.468797515784957e-14
"0.05395973154362417034679566540944506414`16."	"3.1231263656312880540044590598344256206082376`20.*^-14"	3.150315052840657e-14
"0.05550335570469798474046996261677122675`16."	"3.96479522550845623043100777180524510334230341`20.*^-14"	3.990111052354036e-14
"0.05704697986577181301193206763855414465`16."	"4.99858605325284171040470909989238021368434503`20.*^-14"	5.018262461231956e-14
"0.05859060402684564128339417266033706255`16."	"6.26078399237876090466277380850914628797732667`20.*^-14"	6.26931331271506e-14
"0.06013422818791946955485627768211998045`16."	"7.79314506767119229164641420092823217827570552`20.*^-14"	7.782748177912862e-14
"0.06167785234899328394853057488944614306`16."	"9.64351551223511826075661121426543157309891745`20.*^-14"	9.603492763623572e-14
"0.06322147651006711221999267991122906096`16."	"1.186649748108100391436488457255966435877916449`20.*^-13"	1.1782440921534797e-13
"0.06476510067114094049145478493301197886`16."	"1.452416288596980042406323667599217707423268674`20.*^-13"	1.4377007068553992e-13
"0.06630872483221476876291688995479489677`16."	"1.768680944724018004375789130975678711607589092`20.*^-13"	1.7451702736840325e-13
"0.06785234899328859703437899497657781467`16."	"2.143377001448424436185282535212373983014545322`20.*^-13"	2.1078735674957654e-13
"0.06939597315436241142805329218390397727`16."	"2.585427372625846823443398580789769623586975867`20.*^-13"	2.533862960824742e-13
"0.07093959731543625357730320502014365047`16."	"3.104834618164483681521783097614210939651409412`20.*^-13"	3.0320862436773295e-13
"0.07248322147651006797097750222746981308`16."	"3.712777100765128391565788707596286525925138271`20.*^-13"	3.612452030269108e-13
"0.07402684563758389624243960724925273098`16."	"4.421709047409938469418464248906753803024816271`20.*^-13"	4.285896459525352e-13
"0.07557046979865772451390171227103564888`16."	"5.245466183706139877423220965809799286868550706`20.*^-13"	5.064450858037732e-13
"0.07711409395973155278536381729281856678`16."	"6.199375091045325452380540201207611167339201313`20.*^-13"	5.961309994222309e-13
"0.07865771812080538105682592231460148469`16."	"7.300368364565018122041721925945007100007955642`20.*^-13"	6.990900510588171e-13
"0.08020134228187919545050021952192764729`16."	"8.567103030818788566121053357946497742171320427`20.*^-13"	8.168949077226197e-13
"0.08174496644295302372196232454371056519`16."	"1.0020081915487324490319789241646544416235247816`20.*^-12"	9.512549763774194e-13
"0.0832885906040268519934244295654934831`16."	"1.1681786663833159542435015513885664619125036104`20.*^-12"	1.1040230079107354e-12
"0.084832214765100680264886534587276401`16."	"1.3576797595052128431780214562554364770142108567`20.*^-12"	1.277201507772933e-12
"0.0863758389261745085363486396090593189`16."	"1.5731933393996791684434558811903516406490777651`20.*^-12"	1.472948887917116e-12
"0.0879194630872483368078107446308422368`16."	"1.8176384731224668149770638846873699171090019829`20.*^-12"	1.6935852891503553e-12
"0.08946308724832215120148504183816839941`16."	"2.0941850341484539924714976603281004332388320723`20.*^-12"	1.941597997217591e-12
"0.09100671140939597947294714685995131731`16."	"2.4062674531794826257287320284244968284475385944`20.*^-12"	2.2196463698642554e-12
"0.09255033557046980774440925188173423521`16."	"2.7575985958244984216210605311625058812871368912`20.*^-12"	2.5305661857434618e-12
"0.09409395973154362213808354908906039782`16."	"3.152183302325178074837940718991707398823101533`20.*^-12"	2.8773733193281685e-12
"0.09563758389261746428733346192530007102`16."	"3.5943318932414031236807022111577086350594321805`20.*^-12"	3.263266638935646e-12
"0.09718120805369129255879556694708298892`16."	"4.0886733594470556288883781474405823789209373074`20.*^-12"	3.6916300175469126e-12
"0.09872483221476510695246986415440915152`16."	"4.6401678933128960850156730026399544238319962204`20.*^-12"	4.1660333382816284e-12
"0.10026845637583893522393196917619206943`16."	"5.254118951039900814331122528174357509246430215`20.*^-12"	4.6902323681409316e-12
"0.10181208053691274961760626638351823203`16."	"5.9361845059719022786254074654506301690462724417`20.*^-12"	5.268167364927206e-12
"0.10335570469798657788906837140530114993`16."	"6.6923871415108655242910945878295953695907041492`20.*^-12"	5.903960273058498e-12
"0.10489932885906042003831828424154082313`16."	"7.529122910419919429147443864005120347621694108`20.*^-12"	6.601910354281476e-12
"0.10644295302013423443199258144886698574`16."	"8.4531689130908632462141298031494181553703083003`20.*^-12"	7.366488089014482e-12
"0.10798657718120806270345468647064990364`16."	"9.4716887497934570674164087771048068466014735643`20.*^-12"	8.202327173181826e-12
"0.10953020134228189097491679149243282154`16."	"1.05922361679846277974388098776144523588205881162`20.*^-11"	9.114214423890354e-12
"0.11107382550335570536859108869975898415`16."	"1.18227560099939561056359176707814209307561843582`20.*^-11"	1.0107077395106725e-11
"0.11261744966442953364005319372154190205`16."	"1.31715825093506674033699093878052251701735263179`20.*^-11"	1.1185969491570666e-11
"0.11416107382550336191151529874332481995`16."	"1.46474344262840817709156233395039499122623551204`20.*^-11"	1.2356052355477796e-11
"0.11570469798657719018297740376510773785`16."	"1.62594060700169703909260627251402819993631550314`20.*^-11"	1.3622575285933471e-11
"0.11724832214765101845443950878689065576`16."	"1.80169542932731552425265329718794130210155006794`20.*^-11"	1.4990851435761117e-11
"0.11879194630872483284811380599421681836`16."	"1.99298808497114725115594401126065645515372744249`20.*^-11"	1.646623051388845e-11
"0.12033557046979866111957591101599973626`16."	"2.20083089578948907019633831129031223866217110726`20.*^-11"	1.8054067704171495e-11
"0.12187919463087250326882582385223940946`16."	"2.42626538038031259080203320918655303284865244688`20.*^-11"	1.9759688493086666e-11
"0.12342281879194631766250012105956557207`16."	"2.6703586263428547761748152048884065845533059684`20.*^-11"	2.1588349079158852e-11
"0.12496644295302014593396222608134848997`16."	"2.93419886356196288687065459853750136520720593215`20.*^-11"	2.3545192016229315e-11
"0.12651006711409396032763652328867465258`16."	"3.21889017095386549382899813386773799906861430513`20.*^-11"	2.5635196720627116e-11
"0.12805369127516777472131082049600081518`16."	"3.52554623925951318884372576685767097684788434252`20.*^-11"	2.7863124448919098e-11
"0.12959731543624161687056073333224048838`16."	"3.85528298389023723442365398248779242274971337101`20.*^-11"	3.0233457328092705e-11
