"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.25417085427135677786079294099035174422`16."	"2.886328198935546218721226473890266837036620315`30.*^-13"	4.723601912911273e-13
"0.25829145728643215477868911258709013237`16."	"3.453553927805674271482075057338524193505911127`30.*^-13"	5.633253404293809e-13
"0.26241206030150753169658528418382852053`16."	"4.118881328412973646789204766234912450866388808`30.*^-13"	6.694470273453263e-13
"0.26653266331658290861448145578056690868`16."	"4.89748057838131107552541800365245670187501881`30.*^-13"	7.928439354511209e-13
"0.27065326633165828553237762737730529683`16."	"5.805308660903861864848114249430967238066088835`30.*^-13"	9.358695313120513e-13
"0.27477386934673366245027379897404368499`16."	"6.861857355763603296927855578473281619226794246`30.*^-13"	1.1011300257392141e-12
"0.27889447236180903936816997057078207314`16."	"8.087999126347503766407044684067482604020150104`30.*^-13"	1.291502774253724e-12
"0.2830150753768844162860661421675204613`16."	"9.506890729119184257703238155079535480779037489`30.*^-13"	1.5101550168675401e-12
"0.28713567839195979320396231376425884945`16."	"1.1145104022880418659882816283967181848070457042`30.*^-12"	1.7605628433492087e-12
"0.2912562814070351701218584853609972376`16."	"1.3032098027329370404045093468250165535477082047`30.*^-12"	2.0465302560752493e-12
"0.29537688442211054703975465695773562576`16."	"1.5200157642889201794700476908180136735023091992`30.*^-12"	2.3722081883168544e-12
"0.29949748743718592395765082855447401391`16."	"1.7686503624206028379386429946093892041801651757`30.*^-12"	2.742113321494572e-12
"0.30361809045226130087554700015121240206`16."	"2.0530592732867754659842508270181152570022632327`30.*^-12"	3.161146530677974e-12
"0.30773869346733667779344317174795079022`16."	"2.3777227513284599330211169495424418719243181396`30.*^-12"	3.634610773549768e-12
"0.31185929648241205471133934334468917837`16."	"2.7476031232232174598862975136183953821169610778`30.*^-12"	4.168228224339853e-12
"0.31597989949748743162923551494142756652`16."	"3.1679832106287958084683466935898834128096394763`30.*^-12"	4.768156441018099e-12
"0.32010050251256280854713168653816595468`16."	"3.6450585018355425587014204811104865211853012806`30.*^-12"	5.441003341475925e-12
"0.32422110552763818546502785813490434283`16."	"4.1852678099986863467943346060890294248572407345`30.*^-12"	6.193840752693408e-12
"0.32834170854271356238292402973164273098`16."	"4.7958671681156731665173395727149632448306620368`30.*^-12"	7.034216286153151e-12
"0.33246231155778893930082020132838111914`16."	"5.4847468241000823047860974435124876003482513064`30.*^-12"	7.970163283201417e-12
"0.33658291457286431621871637292511950729`16."	"6.2606019542928236316925925672147986885995724972`30.*^-12"	9.010208565850217e-12
"0.34070351758793969313661254452185789544`16."	"7.1328408391181889562805270204404413605156593516`30.*^-12"	1.0163377721843431e-11
"0.3448241206030150700545087161185962836`16."	"8.1117900759484177252860694749778525409390628904`30.*^-12"	1.1439197647855575e-11
"0.34894472361809044697240488771533467175`16."	"9.2086824632834496309423832133513134738593575946`30.*^-12"	1.2847696071635054e-11
"0.35306532663316582389030105931207305991`16."	"1.04357531497387292404404832839536663267116291762`30.*^-11"	1.4399397772920121e-11
"0.35718592964824120080819723090881144806`16."	"1.18062834429616562249911694013519157079672679317`30.*^-11"	1.6105317224218402e-11
"0.36130653266331657772609340250554983621`16."	"1.33346426437431706663543901874815155917151415284`30.*^-11"	1.797694737621497e-11
"0.36542713567839195464398957410228822436`16."	"1.50364198715022917962902853168717716155319442432`30.*^-11"	2.0026244318816667e-11
"0.36954773869346733156188574569902661252`16."	"1.69285543048304574844597542250264152691381927592`30.*^-11"	2.226560755779841e-11
"0.37366834170854270847978191729576500067`16."	"1.90292987411172805738294154710852481226728413482`30.*^-11"	2.4707855658826443e-11
"0.37778894472361808539767808889250338882`16."	"2.13583137098318854840909308917705595611744105254`30.*^-11"	2.736619702541124e-11
"0.38190954773869346231557426048924177698`16."	"2.39368811998508924360123090719900697556950517684`30.*^-11"	3.0254195595198615e-11
"0.38603015075376883923347043208598016513`16."	"2.67877994172270888845269862734948561779766068596`30.*^-11"	3.338573126002021e-11
"0.39015075376884421615136660368271855329`16."	"2.99357889932753331134573488845462915391472270994`30.*^-11"	3.677495483936823e-11
"0.39427135678391959306926277527945694144`16."	"3.34071964027395728178050934690605824897725122195`30.*^-11"	4.04362374644701e-11
"0.39839195979899496998715894687619532959`16."	"3.72303925933579625770611969260621164273228676615`30.*^-11"	4.43841142609423e-11
"0.40251256281407034690505511847293371775`16."	"4.14358219174798701171075457081321558187864448415`30.*^-11"	4.863322225208878e-11
"0.4066331658291457238229512900696721059`16."	"4.60559692957977860210056472781055765048120455158`30.*^-11"	5.319823244224864e-11
"0.41075376884422110074084746166641049405`16."	"5.11257605161273374997845015129173534188322892093`30.*^-11"	5.809377608012134e-11
"0.41487437185929647765874363326314888221`16."	"5.66823898261115534431498650494210826427660116054`30.*^-11"	6.333436514561958e-11
"0.41899497487437185457663980485988727036`16."	"6.27655864435091009101951698347735962703971553646`30.*^-11"	6.893430715038588e-11
"0.42311557788944723149453597645662565851`16."	"6.94177233025144038983363597355733554919615345945`30.*^-11"	7.490761439150727e-11
"0.42723618090452260841243214805336404667`16."	"7.66839737816783301656975791620496535929612196531`30.*^-11"	8.126790784997185e-11
"0.43135678391959798533032831965010243482`16."	"8.46123870711048210685844242964990478777614044829`30.*^-11"	8.802831597980874e-11
"0.43547738693467336224822449124684082297`16."	"9.32540577823739267815231615619470590870805145884`30.*^-11"	9.520136869036738e-11
"0.43959798994974873916612066284357921113`16."	"1.026632751709152114307848301175192540985171438707`30.*^-10"	1.0279888688252459e-10
"0.44371859296482411608401683444031759928`16."	"1.128976655536493908008092673588243599091570703086`30.*^-10"	1.1083186795941924e-10
"0.44783919597989949300191300603705598743`16."	"1.240183316408931092542069462755015703230066017149`30.*^-10"	1.1931036779322445e-10
"0.45195979899497486991980917763379437559`16."	"1.360899878230876530692755647764495461818660991607`30.*^-10"	1.2824337969107198e-10
"0.45608040201005024683770534923053276374`16."	"1.491811465729985145905601002787081549117690917369`30.*^-10"	1.3763871096508185e-10
"0.4602010050251256237556015208272711519`16."	"1.633642587038103079538448522459878700725150340065`30.*^-10"	1.4750285777305766e-10
"0.46432160804020100067349769242400954005`16."	"1.78715881957700149784570425177939529188028377684`30.*^-10"	1.5784087895724763e-10
"0.4684422110552763775913938640207479282`16."	"1.953168266013180028515674397319962416517052035301`30.*^-10"	1.6865626966811412e-10
"0.47256281407035175450929003561748631636`16."	"2.132523565260372824814580039928415606601763962628`30.*^-10"	1.799508356177067e-10
"0.47668341708542713142718620721422470451`16."	"2.326122731147088298352947627725125698470163204395`30.*^-10"	1.9172456886240839e-10
"0.48080402010050250834508237881096309266`16."	"2.534912050206632953537236835393534219795195392396`30.*^-10"	2.039755260668724e-10
"0.48492462311557788526297855040770148081`16."	"2.75988662522727470678742355019650622860851170395`30.*^-10"	2.1669971024925722e-10
"0.48904522613065326218087472200443986897`16."	"3.002092996139329631873538855499908923473194432207`30.*^-10"	2.298909570517218e-10
"0.49316582914572863909877089360117825712`16."	"3.262630158792764983206965704799764734807708758152`30.*^-10"	2.435408266188807e-10
"0.49728643216080401601666706519791664528`16."	"3.542651524215743825790610398227018923180010091399`30.*^-10"	2.5763850219986325e-10
"0.50140703517587939293456323679465503343`16."	"3.843367975708687886954286272781888445895252498793`30.*^-10"	2.7217069661606017e-10
"0.50552763819095476985245940839139342158`16."	"4.16604571822661442136532201307922781552335300602`30.*^-10"	2.8712156775590196e-10
"0.50964824120603014677035557998813180974`16."	"4.51201324772912571714970173682103787458004658597`30.*^-10"	3.024726442694061e-10
"0.51376884422110552368825175158487019789`16."	"4.882659267786752379240808743616221077998511648379`30.*^-10"	3.182027626380772e-10
"0.51788944723618090060614792318160858604`16."	"5.279435040808923728215274276627497716938288708221`30.*^-10"	3.3428801678941794e-10
"0.5220100502512562775240440947783469742`16."	"5.703858430074455714120747223308297692960217897674`30.*^-10"	3.5070172140916587e-10
"0.52613065326633165444194026637508536235`16."	"6.157511071830732438130336795401107928633010994525`30.*^-10"	3.6741439007782455e-10
"0.5302512562814070313598364379718237505`16."	"6.642047091257054029990358508302043104025070114531`30.*^-10"	3.843937293206163e-10
"0.53437185929648240827773260956856213866`16."	"7.159184995887188842411509812676674444261550087635`30.*^-10"	4.016046496110399e-10
"0.53849246231155778519562878116530052681`16."	"7.710717189036753468408412022316758007481951320176`30.*^-10"	4.190092943074988e-10
"0.54261306532663316211352495276203891496`16."	"8.298510925770076027759852566593227950852650795411`30.*^-10"	4.365670874294364e-10
"0.54673366834170853903142112435877730312`16."	"8.924502079824071862822098236530886157835568074693`30.*^-10"	4.5423480109393e-10
"0.55085427135678391594931729595551569127`16."	"9.590708504259173131837827159969043330633911936964`30.*^-10"	4.7196664333547e-10
"0.55497487437185929286721346755225407942`16."	"1.0299221247417068253423935718508232295415206876686`30.*^-9"	4.89714366920568e-10
"0.55909547738693466978510963914899246758`16."	"1.1052210826193939328745944845278289786888765988174`30.*^-9"	5.074273996449995e-10
"0.56321608040201004670300581074573085573`16."	"1.1851928433055023797263226853820258028169976650516`30.*^-9"	5.250529964648292e-10
"0.56733668341708542362090198234246924389`16."	"1.2700703272587557776545504772981424836064582265565`30.*^-9"	5.425364136633123e-10
"0.57145728643216080053879815393920763204`16."	"1.3600948129954882851250010618822892540315983827967`30.*^-9"	5.598211050945076e-10
"0.57557788944723617745669432553594602019`16."	"1.4555158226389818841443890009098748032386122102704`30.*^-9"	5.768489403715921e-10
"0.57969849246231155437459049713268440835`16."	"1.5565912030454151717267322033855250955843608220115`30.*^-9"	5.935604446840478e-10
"0.5838190954773869312924866687294227965`16."	"1.663587231515544284116558917354435240117468217047`30.*^-9"	6.098950597338505e-10
"0.58793969849246230821038284032616118465`16."	"1.7767786017436164997253166623332464457242571616559`30.*^-9"	6.25791425077612e-10
"0.59206030150753768512827901192289957281`16."	"1.8964486045339352041058909055563940089830165229565`30.*^-9"	6.411876789503082e-10
"0.59618090452261306204617518351963796096`16."	"2.0228891622038075672029856208562548596474690428548`30.*^-9"	6.560217774281938e-10
"0.60030150753768843896407135511637634911`16."	"2.1564004943837846206406345215536820442475869570335`30.*^-9"	6.702318305651617e-10
"0.60442211055276381588196752671311473726`16."	"2.2972915877527352607753374795339411391851344421452`30.*^-9"	6.837564539098777e-10
"0.60854271356783919279986369830985312542`16."	"2.4458799372956794578813518432365090692764780925466`30.*^-9"	6.965351335823436e-10
"0.61266331658291456971775986990659151357`16."	"2.6024915271613429449820301505951311698433720498554`30.*^-9"	7.085086028601047e-10
"0.61678391959798994663565604150332990173`16."	"2.7674608166052304215133694498095773409869689865927`30.*^-9"	7.196192279984817e-10
"0.62090452261306532355355221310006828988`16."	"2.9411305500201508140825063470042278861326000682487`30.*^-9"	7.298114007881242e-10
"0.62502512562814070047144838469680667803`16."	"3.1238518140714424413581014269722736140434583856422`30.*^-9"	7.390319351397529e-10
"0.62914572864321607738934455629354506619`16."	"3.3159838428528836743751972792046373935055370713621`30.*^-9"	7.47230464782596e-10
"0.63326633165829145430724072789028345434`16."	"3.5178937874880261149954812987558209735540638086397`30.*^-9"	7.543598389728446e-10
"0.63738693467336683122513689948702184249`16."	"3.7299566903875556031693765468122437053074325931238`30.*^-9"	7.603765129344563e-10
"0.64150753768844220814303307108376023065`16."	"3.9525551871959134870856422959848456920845852252714`30.*^-9"	7.652409295998386e-10
"0.6456281407035175850609292426804986188`16."	"4.186079370058046626837793930431399217754623087657`30.*^-9"	7.6891788908587e-10
"0.64974874371859296197882541427723700695`16."	"4.4309262851612606941970035960331679972377918349196`30.*^-9"	7.713769022345005e-10
"0.65386934673366833889672158587397539511`16."	"4.6874999401762211412997490295173622503742359639253`30.*^-9"	7.725925244702778e-10
"0.65798994974874371581461775747071378326`16."	"4.9562110013343291738276066628052155727864460957021`30.*^-9"	7.725446661831788e-10
"0.66211055276381909273251392906745217141`16."	"5.2374759370271271953128519318310856758679660523665`30.*^-9"	7.712188758371219e-10
"0.66623115577889446965041010066419055957`16."	"5.5317172351111489881218655987171894933631965769495`30.*^-9"	7.6860659203635e-10
"0.67035175879396984656830627226092894772`16."	"5.8393627385291731132480413048904763274025468603486`30.*^-9"	7.647053608562863e-10
"0.67447236180904522348620244385766733588`16."	"6.1608450408627591764361827492702882315083778444306`30.*^-9"	7.595190148659512e-10
"0.67859296482412060040409861545440572403`16."	"6.496601180562532711459043117478373122691087008259`30.*^-9"	7.530578104382547e-10
"0.68271356783919597732199478705114411218`16."	"6.8470719576215479477335619532125285244658262365006`30.*^-9"	7.453385201650833e-10
"0.68683417085427135423989095864788250034`16."	"7.2127014567389718720235033176650618046306143338756`30.*^-9"	7.36384477468469e-10
"0.69095477386934673115778713024462088849`16."	"7.5939363140209042624155042286256686389928414878582`30.*^-9"	7.26225570828828e-10
"0.69507537688442210807568330184135927664`16."	"7.991225146915182204175637671871703525348094634425`30.*^-9"	7.148981854378064e-10
"0.6991959798994974849935794734380976648`16."	"8.4050176484115801958046774807321470409824772848557`30.*^-9"	7.024450905271273e-10
"0.70331658291457286191147564503483605295`16."	"8.8357640291136282745068776025808450715033669787156`30.*^-9"	6.889152711260727e-10
"0.7074371859296482388293718166315744411`16."	"9.283914043726239904499150627487417531046449900104`30.*^-9"	6.743637035577816e-10
"0.71155778894472361574726798822831282926`16."	"9.7499161119125653835139824932052839164579641412005`30.*^-9"	6.58851074596561e-10
"0.71567839195979899266516415982505121741`16."	"1.02342164675259125125333510452974415164329154841982`30.*^-8"	6.424434448718941e-10
"0.71979899497487436958306033142178960556`16."	"1.07372582153654552097796336153061436811613989856561`30.*^-8"	6.25211857815269e-10
"0.72391959798994974650095650301852799372`16."	"1.12594799377188117600047776293141742977503571739041`30.*^-8"	6.072318961979206e-10
"0.72804020100502512341885267461526638187`16."	"1.18013151559215402500010050086591103449245873304034`30.*^-8"	5.885831890933348e-10
"0.73216080402010050033674884621200477003`16."	"1.2363190592507302829798712669738323252768355103017`30.*^-8"	5.693488729090604e-10
"0.73628140703517587725464501780874315818`16."	"1.29455255201661466905070266753401765970601522250998`30.*^-8"	5.496150109566412e-10
"0.74040201005025125417254118940548154633`16."	"1.35487298042625517176398384114054638219383799073672`30.*^-8"	5.294699768528962e-10
"0.74452261306532663109043736100221993448`16."	"1.41732031350220587558537117871735467392738772772622`30.*^-8"	5.090038078546259e-10
"0.74864321608040200800833353259895832264`16."	"1.48193332512465503788890170675080515900172908379977`30.*^-8"	4.883075350031938e-10
"0.75276381909547738492622970419569671079`16."	"1.54874945894262243968277045798208975608108912174629`30.*^-8"	4.674724976740764e-10
"0.75688442211055276184412587579243509894`16."	"1.61780465636906040408674500243849559311881229175509`30.*^-8"	4.4658965076414257e-10
"0.7610050251256281387620220473891734871`16."	"1.68913320955129222168288790516832134000093078375995`30.*^-8"	4.25748873277834e-10
"0.76512562814070351567991821898591187525`16."	"1.76276754676291159181938214232663317619754780207136`30.*^-8"	4.0503828746011123e-10
"0.7692462311557788925978143905826502634`16."	"1.83873808860617256567454827434119989957094344363584`30.*^-8"	3.845435978320976e-10
"0.77336683417085426951571056217938865156`16."	"1.91707302185299076657430508483494722902129702504763`30.*^-8"	3.6434745947372954e-10
"0.77748743718592964643360673377612703971`16."	"1.99779805974108798674001922347465306912413130607064`30.*^-8"	3.445288846195951e-10
"0.78160804020100502335150290537286542787`16."	"2.08093625365882089383818365065697101874195986875553`30.*^-8"	3.2516269603788265e-10
"0.78572864321608040026939907696960381602`16."	"2.16650767804172268151226228513402183033804601760134`30.*^-8"	3.063190346898829e-10
"0.78984924623115577718729524856634220417`16."	"2.25452915593778494362450081907152314371831306881118`30.*^-8"	2.8806292775454167e-10
"0.79396984924623115410519142016308059233`16."	"2.34501389297245573755374111403222110505351765447298`30.*^-8"	2.704539211780277e-10
"0.79809045226130653102308759175981898048`16."	"2.43797107190083676442446979387656967598603436325174`30.*^-8"	2.5354577839326627e-10
"0.80221105527638190794098376335655736863`16."	"2.5334053328964045219788152940134905405890375790896`30.*^-8"	2.3738624366239334e-10
"0.80633165829145728485887993495329575679`16."	"2.63131613517119228755324317623875483243309232490684`30.*^-8"	2.2201686453060976e-10
"0.81045226130653266177677610655003414494`16."	"2.73169691353687480256386610896783545532405393160191`30.*^-8"	2.074728630384124e-10
"0.81457286432160803869467227814677253309`16."	"2.83453399120420196117922533416315140490246518599575`30.*^-8"	1.9378303950617036e-10
"0.81869346733668341561256844974351092125`16."	"2.93980509762483907895323768163658040022423524636335`30.*^-8"	1.8096968575520208e-10
"0.8228140703517587925304646213402493094`16."	"3.04747734311484089701696273654971472218779768582036`30.*^-8"	1.6904847642653615e-10
"0.82693467336683416944836079293698769755`16."	"3.15750442919567103292556826742204594579378863114986`30.*^-8"	1.5802829745354622e-10
"0.83105527638190954636625696453372608571`16."	"3.26982272810532944230545848432157067880150670216314`30.*^-8"	1.4791095957614792e-10
"0.83517587939698492328415313613046447386`16."	"3.38434586415368134809691740553120037891327012458106`30.*^-8"	1.3869073187659587e-10
"0.83929648241206030020204930772720286202`16."	"3.5009569602234192402173540070859123520951160651554`30.*^-8"	1.30353615480015e-10
"0.84341708542713567711994547932394125017`16."	"3.61949782490897848082488642535786279339273764716801`30.*^-8"	1.2287626059065693e-10
"0.84753768844221105403784165092067963832`16."	"3.73975360256974461766652581253521011654284268794996`30.*^-8"	1.1622441070488438e-10
"0.85165829145728643095573782251741802648`16."	"3.86143111819266850800216857529672446708738940054931`30.*^-8"	1.1035073591375029e-10
"0.85577889447236180787363399411415641463`16."	"3.98412833631713840098384843811166445861301401350395`30.*^-8"	1.0519189242252505e-10
"0.85989949748743718479153016571089480278`16."	"4.10729124335988301684764582190610098276584559341693`30.*^-8"	1.0066461749251625e-10
"0.86402010050251256170942633730763319094`16."	"4.23015319944494942116409142237997918799724740319733`30.*^-8"	9.666063765165575e-11
"0.86814070351758793862732250890437157909`16."	"4.35164966703936076635898740092223687971225216232574`30.*^-8"	9.304013290179735e-11
"0.87226130653266331554521868050110996724`16."	"4.47029862929957919210476042466714429711484336613078`30.*^-8"	8.962346042596396e-11
"0.87638190954773869246311485209784835539`16."	"4.58403315474429577343827561109089350981422108965275`30.*^-8"	8.618079759615255e-11
"0.88050251256281406938101102369458674355`16."	"4.68996765795075823928534088483158471185963351230662`30.*^-8"	8.241931550355138e-11
"0.8846231155778894462989071952913251317`16."	"4.78407220175913932759430272426364327076954161579034`30.*^-8"	7.796744035174041e-11
"0.88874371859296482321680336688806351986`16."	"4.86071997719672064208136508401480986032253181128879`30.*^-8"	7.235570041370139e-11
"0.89286432160804020013469953848480190801`16."	"4.91206007999027535914959594760843003273834780937478`30.*^-8"	6.499359036792434e-11
"0.89698492462311557705259571008154029616`16."	"4.92715062494878824503444518695274783865083426313767`30.*^-8"	5.514181217739137e-11
"0.90110552763819095397049188167827868432`16."	"4.89076396845972673305056343755946916208853165564401`30.*^-8"	4.187917170264075e-11
"0.90522613065326633088838805327501707247`16."	"4.78174480690197669986248247268395970656310544756192`30.*^-8"	2.406332235492475e-11
"0.90934673366834170780628422487175546062`16."	"4.57076061810814872068462181762921838945197601505384`30.*^-8"	2.84450667406928e-13
"0.91346733668341708472418039646849384878`16."	"4.21722930036217770667030585859843296152332704676859`30.*^-8"	-3.118910697918942e-11
"0.91758793969849246164207656806523223693`16."	"3.66513647310087966322008381213125454924780822232134`30.*^-8"	-7.247444280859947e-11
"0.92170854271356783855997273966197062508`16."	"2.83736048840363797503216763553619222426769898631606`30.*^-8"	-1.2614810386431316e-10
"0.92582914572864321547786891125870901324`16."	"1.62799926135464886896959152697736745001595473215011`30.*^-8"	-1.953319563176021e-10
"0.92994974874371859239576508285544740139`16."	"""Failed"""	-2.837924282864924e-10
"0.93407035175879396931366125445218578954`16."	"""Failed"""	-3.960548349240497e-10
"0.9381909547738693462315574260489241777`16."	"""Failed"""	-5.375346670868092e-10
"0.94231155778894472314945359764566256585`16."	"""Failed"""	-7.146879176768464e-10
"0.94643216080402010006734976924240095401`16."	"""Failed"""	-9.3518272884132e-10
"0.95055276381909547698524594083913934216`16."	"""Failed"""	-1.2080948697517615e-9
"0.95467336683417085390314211243587773031`16."	"""Failed"""	-1.544129799877371e-9
"0.95879396984924623082103828403261611847`16."	"""Failed"""	-1.955874337786298e-9
"0.96291457286432160773893445562935450662`16."	"""Failed"""	-2.4580812419025336e-9
"0.96703517587939698465683062722609289477`16."	"""Failed"""	-3.067990318733969e-9
"0.97115577889447236157472679882283128293`16."	"""Failed"""	-3.80569000736897e-9
"0.97527638190954773849262297041956967108`16."	"""Failed"""	-4.694523748094999e-9
"0.97939698492462311541051914201630805923`16."	"""Failed"""	-5.761545829490225e-9
"0.98351758793969849232841531361304644739`16."	"""Failed"""	-7.0380318240329875e-9
"0.98763819095477386924631148520978483554`16."	"""Failed"""	-8.560049169012576e-9
"0.99175879396984924616420765680652322369`16."	"""Failed"""	-1.0369093929254902e-8
"0.99587939698492462308210382840326161185`16."	"""Failed"""	-1.251280029294392e-8
"1.`16."	"""Failed"""	-1.5045729903775864e-8
