"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"1.9048083570958634180331528956767907642577887424334007274321`38.*^-19"	1.9535425969450454e-20
"0.01328859060402684533208628181455424055`16."	"""Failed"""	2.471502580699336e-19
"0.01657718120805369219072922248869872419`16."	"""Failed"""	1.7701496631561976e-18
"0.019865771812080535579925211209229019`16."	"""Failed"""	8.832021682739291e-18
"0.02315436241610738243856815188337350264`16."	"6.914013864623502034001948458918031820037782164255139472643866`35.*^-17"	3.4311306403495466e-17
"0.02644295302013422582776414060390379746`16."	"2.066302318627527535457353561223189834079537017525967775774798`35.*^-16"	1.1094161462669982e-16
"0.02973154362416106921696012932443409227`16."	"5.6381435221056674705804392653872000843558827078285812832548299`34.*^-16"	3.1171418719573135e-16
"0.03302013422818791954505002195219276473`16."	"1.36921996890237402765788437001890520951583730982986159141382868`34.*^-15"	7.838518506262603e-16
"0.03630872483221476293424601067272305954`16."	"3.0783849112078998413417964460116323917464409`33.*^-15"	1.8016812712242008e-15
"0.039597315436241613262335903300481732`16."	"6.5438720616795963563431818482277326673470632`33.*^-15"	3.844622137943758e-15
"0.04288590604026845665153189202101202682`16."	"1.26758757293607560874460288366016906172520339`33.*^-14"	7.707325172510813e-15
"0.04617449664429530697962178464877069928`16."	"2.39103983468038025694993379267522581379117446`33.*^-14"	1.464969759428991e-14
"0.04946308724832214342992386946207261644`16."	"4.29027940988495240098706914551128945780046009`32.*^-14"	2.6595130692555136e-14
"0.0527516778523489937580137620898312889`16."	"7.41582863147415851547114919646854273340503991`32.*^-14"	4.6385669083740894e-14
"0.05604026845637584408610365471758996136`16."	"1.231038413524165591622572852724150924095037372`32.*^-13"	7.810311827986265e-14
"0.05932885906040268053640573953089187853`16."	"1.993248642152204134692773603968112500425445357`32.*^-13"	1.274651630632291e-13
"0.06261744966442953086449563215865055099`16."	"3.134452196847614678285318492990910877063433392`31.*^-13"	2.023054538729561e-13
"0.06590604026845636731479771697195246816`16."	"4.812001698782051824543946381963570281962919331`31.*^-13"	3.1314630515793956e-13
"0.06919463087248321764288760959971114062`16."	"7.22497650170702883239172078483004126088882436`31.*^-13"	4.738721346637373e-13
"0.07248322147651006797097750222746981308`16."	"1.0627040908945747710561639841277212008854464363`31.*^-12"	7.025110550008389e-13
"0.07577181208053690442127958704077173024`16."	"1.5351524323808373021571271271718644343268071414`31.*^-12"	1.0221311104226375e-12
"0.07906040268456374087158167185407364741`16."	"2.1878879964369660487821660358255422781484334355`30.*^-12"	1.4618565369372474e-12
"0.08234899328859060507745937229628907517`16."	"3.054620970682908012890859950288134623007348177`30.*^-12"	2.0580081195341357e-12
"0.08563758389261744152776145710959099233`16."	"4.2078518366248397942631461910908337762415950855`30.*^-12"	2.8553702355527287e-12
"0.0889261744966442779780635419228929095`16."	"5.7377499711513310804778332275153950452679413606`30.*^-12"	3.908585519317621e-12
"0.09221476510067114218394124236510833725`16."	"7.7039395388494278723442101437846794733730882057`30.*^-12"	5.28367627335917e-12
"0.09550335570469797863424332717841025442`16."	"1.02494664743696449478989866841623534572517438152`30.*^-11"	7.059689800910699e-12
"0.09879194630872481508454541199171217158`16."	"1.34817422581930511483350619028480837838605693489`30.*^-11"	9.330462759690822e-12
"0.10208053691275167929042311243392759934`16."	"1.75678954652098346978068804598190810351358082069`29.*^-11"	1.2206497456545493e-11
"0.10536912751677851574072519724722951651`16."	"2.26821237147761633722393877802218502292471549361`29.*^-11"	1.58169407360327e-11
"0.10865771812080535219102728206053143367`16."	"2.90371665339005327571674617287075392495295023272`29.*^-11"	2.0311653784415866e-11
"0.11194630872483221639690498250274686143`16."	"3.68735573912999970539012071473218945461165941777`29.*^-11"	2.5863358795813344e-11
"0.11523489932885905284720706731604877859`16."	"4.64705173435573399443609420761073250138917824632`29.*^-11"	3.2669846052401004e-11
"0.11852348993288590317529695994380745105`16."	"5.81274936909023380772188691167148805079066353614`29.*^-11"	4.095622257934779e-11
"0.12181208053691273962559904475710936822`16."	"7.22446250146203733060292189499769934936497205909`29.*^-11"	5.097718117198901e-11
"0.12510067114093958995368893738486804068`16."	"8.91583758700377233619524742108522335128383130345`29.*^-11"	6.301926628253355e-11
"0.12838926174496645415956663782708346844`16."	"1.094315063242156651923099118876871277180341969406`29.*^-10"	7.740311102161902e-11
"0.1316778523489932906098687226403853856`16."	"1.335146393006797894999791206286839475395642890851`28.*^-10"	9.448561740176436e-11
"0.13496644295302015481574642308260081336`16."	"1.619973975252300943894015172679302585356457191958`28.*^-10"	1.1466204995075944e-10
"0.13825503355704699126604850789590273052`16."	"1.955343328908941322908767806798431789737361000446`28.*^-10"	1.3836801097873896e-10
"0.14154362416107382771635059270920464769`16."	"2.348361061661579832484718091144253328398597265433`28.*^-10"	1.660812641183638e-10
"0.14483221476510066416665267752250656486`16."	"2.806999752676177158566448759145416358895424306933`28.*^-10"	1.9832337129802108e-10
"0.14812080536912750061695476233580848202`16."	"3.340004501817905534841730258588301012116319612362`28.*^-10"	2.356611070776385e-10
"0.15140939597315439257840807840693742037`16."	"3.956972887258556989745771392476793952967848016382`28.*^-10"	2.7870761329927e-10
"0.15469798657718122902871016322023933753`16."	"4.668465354827546150027079129507726131282011834225`28.*^-10"	3.2812325630295595e-10
"0.1579865771812080654790122480335412547`16."	"5.485906350023505253712591281155299560491728862945`28.*^-10"	3.846161485544755e-10
"0.16127516778523490192931433284684317186`16."	"6.421965283015619362979646111448195204675012427235`28.*^-10"	4.4894229644633987e-10
"0.16456375838926173837961641766014508903`16."	"7.490178875270612549101702053759628573329020702146`28.*^-10"	5.219053362864435e-10
"0.1678523489932885748299185024734470062`16."	"8.705285557732465551167033617790429238135410686955`27.*^-10"	6.043558210984689e-10
"0.17114093959731546679137181854457594454`16."	"1.0083294003429956033290881740456443352372755509604`27.*^-9"	6.971900218412681e-10
"0.17442953020134230324167390335787786171`16."	"1.1641362106156111337343138156128807783711562564303`27.*^-9"	8.013482080261944e-10
"0.17771812080536913969197598817117977887`16."	"1.3398014279285141647374932544030130198323334945992`27.*^-9"	9.178123744852032e-10
"0.18100671140939597614227807298448169604`16."	"1.5373080127762123704217590986384869406866399517817`27.*^-9"	1.047603383229879e-9
"0.1842953020134228125925801577977836132`16."	"1.758779853509757752979660435334060807169003542709`27.*^-9"	1.1917774919520497e-9
"0.18758389261744964904288224261108553037`16."	"2.0064870650106263302329520102544040903478293474253`27.*^-9"	1.351422243757435e-9
"0.19087248322147651324875994305330095813`16."	"2.2828466892298626453861273391058703070759131172141`27.*^-9"	1.527651696200016e-9
"0.19416107382550337745463764349551638588`16."	"2.5904302351224357463123140829996871574671373861775`27.*^-9"	1.7216009715989888e-9
"0.19744966442953021390493972830881830305`16."	"2.9319665108786230551821421682634881119087239023411`27.*^-9"	1.9344201149723877e-9
"0.20073825503355705035524181312212022021`16."	"3.3103457167968837803305898266043602895081134668155`27.*^-9"	2.1672672507089873e-9
"0.20402684563758388680554389793542213738`16."	"3.7286208966130022956550499226856238027404191550686`27.*^-9"	2.4213010343174975e-9
"0.20731543624161072325584598274872405455`16."	"4.19001444852251473273789683246646815068674827284`27.*^-9"	2.6976724012309384e-9
"0.2106040268456375874617236831909394823`16."	"4.697910884643501448723594122720279394511055924329`27.*^-9"	2.997515620692897e-9
"0.21389261744966445166760138363315491006`16."	"5.2558775856782722718972928368905062000764193552106`27.*^-9"	3.3219386691964564e-9
"0.21718120805369128811790346844645682722`16."	"5.8679565127586253283308940020986308767285066010712`26.*^-9"	3.672012944768097e-9
"0.22046979865771812456820555325975874439`16."	"6.5374466923746658179348006537584075821715015452099`26.*^-9"	4.0487623505661314e-9
"0.22375838926174496101850763807306066155`16."	"7.2676548951124120599302390961868260084525908752772`26.*^-9"	4.453151783771583e-9
"0.22704697986577182522438533851527608931`16."	"8.0651953484065881784706830480100765410888017125832`26.*^-9"	4.88607507356005e-9
"0.23033557046979866167468742332857800648`16."	"8.9339150028197357247690014889165997581912972427887`26.*^-9"	5.348342420023626e-9
"0.23362416107382549812498950814187992364`16."	"9.8764055435308430675513331377386059941503948887886`26.*^-9"	5.840667394226191e-9
"0.2369127516778523623308672085840953514`16."	"1.0898580940211567745746857872366009206805427628349`26.*^-8"	6.363653568082847e-9
"0.24020134228187919878116929339739726856`16."	"1.20079982979593163700814782277844406881117703762696`26.*^-8"	6.917780851410746e-9
"0.24348993288590603523147137821069918573`16."	"1.32013544423492819741092315482724965029694126469741`26.*^-8"	7.503391622255218e-9
"0.24677852348993289943734907865291461349`16."	"1.44966785967922220660828643102438013090390408092298`26.*^-8"	8.120676745399058e-9
"0.25006711409395970813207554783730302006`16."	"1.58880222383599185236711575011479842244540664327434`26.*^-8"	8.769661582756584e-9
"0.25335570469798657233795324827951844782`16."	"1.7383812923540887783978835579349092193705835255389`26.*^-8"	9.450192108075887e-9
"0.25664429530201343654383094872173387557`16."	"1.89959759526459018124300041328099795987129857889126`26.*^-8"	1.0161921246955357e-8
"0.25993288590604030074970864916394930333`16."	"2.07244370639990393738537390194144636471140312176096`26.*^-8"	1.090429557155369e-8
"0.2632214765100671094444351183483377099`16."	"2.25727354909922710057592409761694763659688016012284`26.*^-8"	1.1676542487458824e-8
"0.26651006711409397365031281879055313766`16."	"2.45512165668743797734361725122239191089566638751412`26.*^-8"	1.2477658057900556e-8
"0.26979865771812083785619051923276856542`16."	"2.66647696164283613792647098668212799936384801119195`26.*^-8"	1.3306395617756589e-8
"0.27308724832214764655091698841715697199`16."	"2.89210653409542795382384392783622916102663601455932`26.*^-8"	1.416125533652267e-8
"0.27637583892617451075679468885937239975`16."	"3.132094119883081431450448636751308286100350393966`26.*^-8"	1.5040474895496162e-8
"0.27966442953020131945152115804376080632`16."	"3.38751197385449524635831250585753385703032859139866`25.*^-8"	1.5942021449757708e-8
"0.28295302013422818365739885848597623408`16."	"3.6589761449329204614692936761624489369710400420974`25.*^-8"	1.6863585050021476e-8
"0.28624161073825499235212532767036464065`16."	"3.94685536101033376954883038910935074901907724298766`25.*^-8"	1.780257370294521e-8
"0.28953020134228185655800302811258006841`16."	"4.25166094605691717435674472294501559838706355137495`25.*^-8"	1.875611025093239e-8
"0.29281879194630877627503195981262251735`16."	"4.57429606947301597067662799727252316928787127795276`25.*^-8"	1.972103125369309e-8
"0.29610738255033558496975842899701092392`16."	"4.9150417462206338064803969338511944916948738904339`25.*^-8"	2.069388805372967e-8
"0.29939597315436244917563612943922635168`16."	"5.27483493205240845592224883629057827047910528644788`25.*^-8"	2.1670950206343254e-8
"0.30268456375838925787036259862361475825`16."	"5.65382648591454104315659218646101227639248857519504`25.*^-8"	2.26482114515734e-8
"0.30597315436241612207624029906583018601`16."	"6.05270462074859885257820878063709167145477146095967`25.*^-8"	2.3621398400542596e-8
"0.30926174496644298628211799950804561377`16."	"6.47204660235929601323339555989029940364910635987504`25.*^-8"	2.4585982101822638e-8
"0.31255033557046979497684446869243402034`16."	"6.912024832767683039369455930207468582506450012434`25.*^-8"	2.5537192644515394e-8
"0.3158389261744966591827221691346494481`16."	"7.37306518913632718178362431309158606554101870421584`25.*^-8"	2.647003694357746e-8
"0.31912751677852346787744863831903785467`16."	"7.85594003043739682518191306746411857273959301309977`25.*^-8"	2.7379319839347446e-8
"0.32241610738255033208332633876125328243`16."	"8.36053229002659047153709247897571899448159202703406`25.*^-8"	2.8259668627078313e-8
"0.325704697986577140778052807945641689`16."	"8.88723139296776246843798463511768207012318333206472`25.*^-8"	2.910556111334786e-8
"0.32899328859060400498393050838785711676`16."	"9.43639154656328937758743578722191507428592521796519`25.*^-8"	2.991135727433283e-8
"0.3322818791946309247009594400878995657`16."	"1.000808647420350647484067488593889102978535508269326`25.*^-7"	3.067133456588455e-8
"0.33557046979865773339568590927228797227`16."	"1.060233866938917502815647827807887426128615628553128`25.*^-7"	3.137972690693544e-8
"0.33885906040268459760156360971450340003`16."	"1.121905885199080098975904544067415912690801826973087`25.*^-7"	3.203076732578655e-8
"0.3421476510067114062962900788988918066`16."	"1.185842364685083858957085195308908920878973117641839`25.*^-7"	3.2618734223057905e-8
"0.34543624161073827050216777934110723436`16."	"1.252005247352023655098089806701743546481783840465795`25.*^-7"	3.3138001165305764e-8
"0.34872483221476507919689424852549564093`16."	"1.320366658643186103377459140550204289652066539464595`25.*^-7"	3.3583090079291276e-8
"0.35201342281879194340277194896771106869`16."	"1.390884710145191205638603658020074937552164721882042`25.*^-7"	3.394872766839049e-8
"0.35530201342281880760864964940992649645`16."	"1.463503050201014110316970015774854839825402169197039`25.*^-7"	3.42299048194186e-8
"0.35859060402684561630337611859431490302`16."	"1.538187627552475553676884664387508257035616604165409`25.*^-7"	3.442193870995769e-8
"0.36187919463087248050925381903653033078`16."	"1.614817143971807008305364795813703224225938112256789`24.*^-7"	3.452053726286633e-8
"0.36516778523489928920398028822091873735`16."	"1.693326023030000109933567359819068018952752807258144`24.*^-7"	3.452186552574837e-8
"0.36845637583892620892100921992096118629`16."	"1.773589862015381794280294855579549502621645257005312`24.*^-7"	3.4422613478500237e-8
"0.37174496644295301761573568910534959286`16."	"1.855486625473858887350816822621131399964634183018872`24.*^-7"	3.422006469136093e-8
"0.37503355704697988182161338954756502062`16."	"1.938879284406323886169193541760340832706116731882281`24.*^-7"	3.3912165168873934e-8
"0.37832214765100674602749108998978044838`16."	"2.023599399897976368028490175440694636376776222914238`24.*^-7"	3.3497591621546535e-8
"0.38161073825503355472221755917416885495`16."	"2.109451321917760263900897291176298114275604364847271`24.*^-7"	3.297581830646072e-8
"0.38489932885906041892809525961638428271`16."	"2.196238921705870738942137804310572693225174267497276`24.*^-7"	3.234718147034664e-8
"0.38818791946308722762282172880077268928`16."	"2.283738658225787627433006129628120519377395066295813`24.*^-7"	3.1612940313366086e-8
"0.39147651006711409182869942924298811704`16."	"2.371687756967223046883440134275622521764525091602733`24.*^-7"	3.077533326874832e-8
"0.3947651006711409560345771296852035448`16."	"2.459816340131728961197617627412251393344702132032839`24.*^-7"	2.983762826215243e-8
"0.39805369127516776472930359886959195137`16."	"2.547812949223028333452027295309612550304851031538754`24.*^-7"	2.8804165474866983e-8
"0.40134228187919462893518129931180737913`16."	"2.635346032576264899457528482197124143380195613925019`24.*^-7"	2.7680390986358494e-8
"0.4046308724832214376299077684961957857`16."	"2.722066748505066137059949413852832241734818447389893`24.*^-7"	2.6472879513905768e-8
"0.40791946308724835734693670019623823464`16."	"2.80757250619969769534699630400324557156628598153529`24.*^-7"	2.5189344299749242e-8
"0.41120805369127516604166316938062664121`16."	"2.891440102559128501193277342385857549973692557875483`24.*^-7"	2.3838632018990288e-8
"0.41449664429530203024754086982284206897`16."	"2.973215123157191736601681637528364041773742428007312`24.*^-7"	2.2430700394025368e-8
"0.41778523489932889445341857026505749673`16."	"3.052412216453256834419963208633533044657792577863794`24.*^-7"	2.0976576003227957e-8
"0.4210738255033557031481450394494459033`16."	"3.128511764161796915284164650263519134468136733385016`24.*^-7"	1.9488289562510224e-8
"0.42436241610738256735402273989166133106`16."	"3.200946764873029105558973005033014594346639720307104`24.*^-7"	1.7978785737931265e-8
"0.42765100671140937604874920907604973763`16."	"3.269134038156625163601460797168570055315834726507393`24.*^-7"	1.646180431527175e-8
"0.43093959731543624025462690951826516539`16."	"3.332439830383949235350462432095394336180113190251975`24.*^-7"	1.4951729308066565e-8
"0.43422818791946304894935337870265357196`16."	"3.390206321228885395908897186132007524432204184895454`24.*^-7"	1.3463402328581125e-8
"0.43751677852348991315523107914486899972`16."	"3.44172713847822773808184170274271105866315041457513`24.*^-7"	1.2011896276211952e-8
"0.44080536912751677736110877958708442748`16."	"3.486268206026548298056659782034786069419763499322174`24.*^-7"	1.0612245114379037e-8
"0.44409395973154364156698648002929985523`16."	"3.523066487333269996308808400713038619853994433176104`24.*^-7"	9.279125209728028e-9
"0.44738255033557050577286418047151528299`16."	"3.551324582386497974935301373615819626865905094887201`24.*^-7"	8.026483395947006e-9
"0.45067114093959731446759064965590368956`16."	"3.57021900424265704601322760342430178104141842194739`24.*^-7"	6.867106598287826e-9
"0.45395973154362417867346835009811911732`16."	"3.578890654751769563012819535112303910601089440837417`24.*^-7"	5.812127513524828e-9
"0.45724832214765098736819481928250752389`16."	"3.576473044474294186462534092378889246419600204777735`24.*^-7"	4.8704604831365e-9
"0.46053691275167785157407251972472295165`16."	"3.562060344566332223393970704584748187643659076078581`24.*^-7"	4.048161324501439e-9
