"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.46382550335570471577995022016693837941`16."	"3.534685846444086286830839854306451929248254994727063`24.*^-7"	3.347704495404216e-9
"0.46711409395973152447467668935132678598`16."	"3.493313963538003076453319547415602634390462758704269`23.*^-7"	2.7671705606771934e-9
"0.47040268456375838868055438979354221374`16."	"3.436677910638786502752566105081749597500093972222868`23.*^-7"	2.2993365058961713e-9
"0.47369127516778519737528085897793062031`16."	"3.363023994524154428394188314078316752504024020567569`23.*^-7"	1.9306610012195326e-9
"0.47697986577181206158115855942014604807`16."	"3.269502374464053700689238018042914788692364138565647`23.*^-7"	1.6401562582315358e-9
"0.48026845637583892578703625986236147583`16."	"3.150825898052600951447053466045144934800011151220811`23.*^-7"	1.3981376435342027e-9
"0.48355704697986578999291396030457690358`16."	"2.996469831862492075581084680990807840502668294202757`23.*^-7"	1.1648417143333977e-9
"0.48684563758389265419879166074679233134`16."	"2.784858424356570291440678515334436097444759332189279`23.*^-7"	8.889028228872871e-10
"0.49013422818791946289351812993118073791`16."	"2.471583912092704908559831404804150836469329999490686`23.*^-7"	5.056778979253574e-10
"0.49342281879194632709939583037339616567`16."	"1.966198568075851915336042569053788147796078358133679`23.*^-7"	-6.459154850438636e-11
"0.49671140939597313579412229955778457224`16."	"1.087646477163873481307276918847579563793420450094461`23.*^-7"	-9.187917213557576e-10
"0.5`16."	"""Failed"""	-2.1731352856421848e-9
