"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"""Failed"""	7.99341846846756e-31
"0.01397993311036789185197726226306258468`16."	"""Failed"""	6.085576354791177e-29
"0.01795986622073578523051118338571541244`16."	"""Failed"""	1.5439490997350996e-27
"0.0219397993311036786090451045083682402`16."	"""Failed"""	2.0352990901630817e-26
"0.02591973244147156851813207367740687914`16."	"""Failed"""	1.736460688944857e-25
"0.0298996655518394618966659948000597069`16."	"""Failed"""	1.086295743858801e-24
"0.03387959866220735527519991592271253467`16."	"""Failed"""	5.385837180324488e-24
"0.03785953177257524865373383704536536243`16."	"""Failed"""	2.2287236931724682e-23
"0.04183946488294314203226775816801819019`16."	"""Failed"""	7.981263927731892e-23
"0.04581939799331103541080167929067101795`16."	"3.8328200087544695377262180423651062527039752328253742721`38.*^-22"	2.539330653495697e-22
"0.04979933110367892878933560041332384571`16."	"2.46520540424653321708657534322567160753335743073605987791`37.*^-21"	7.320807851830944e-22
"0.05377926421404682910676342544320505112`16."	"1.05268509729207152767605960128280354595495753658264970796`37.*^-20"	1.941658873981163e-21
"0.05775919732441471554640344265862950124`16."	"1.064199911046868492215092518010234359996575125899153986575`37.*^-20"	4.794364608890645e-21
"0.061739130434782608924937363781282329`16."	"2.736378197021860907087993177479125067611058405260310386346`36.*^-20"	1.1126753624626107e-20
"0.06571906354515048842568347708947840147`16."	"4.365748720735057785074191279173234821124047162707293322744`36.*^-20"	2.4459316803032956e-20
"0.06969899665551838874311130211935960688`16."	"1.008373703237652704926713350764084518637688830215461745981`36.*^-19"	5.125362247183055e-20
"0.07367892976588627518275131933478405699`16."	"1.65194262818358784841786084576528679404389690327794276133`35.*^-19"	1.0292334232900422e-19
"0.0776588628762541755001791443646652624`16."	"3.242246500748994648753241683041775199529966635422982317085`35.*^-19"	1.989540763146625e-19
"0.08163879598662206193981916158008971252`16."	"5.3145326803172645885557204711021378985619359682073416199153`35.*^-19"	3.716128933163698e-19
"0.08561872909698996225724698660997091793`16."	"1.02225579825273343779171273562272599714973728517956058958912`34.*^-18"	6.7288563160954205e-19
"0.08959866220735784869688700382539536804`16."	"1.65087606169246696347852247812156613985134334471575283216933`34.*^-18"	1.1844725285921808e-18
"0.09357859531772573513652702104081981815`16."	"2.85819116547074227864254010808687156761772224270500696350123`34.*^-18"	2.0319048954672216e-18
"0.09755852842809364933174265388515777886`16."	"4.71110234598896970380869507342293239865796582993976946837003`34.*^-18"	3.404121376481108e-18
"0.10153846153846153577138267110058222897`16."	"7.70839294055843478720185025831830111309506957481840398912287`33.*^-18"	5.580165607812906e-18
"0.10551839464882942221102268831600667909`16."	"1.224520554328067427450520523576990964427376392667734166708368`33.*^-17"	8.965041184401184e-18
"0.1094983277591973086506627055314311292`16."	"1.90434251757594696755271266859840833120388915574279399697169`33.*^-17"	1.4137187586723573e-17
"0.11347826086956520896809053056131233461`16."	"2.930862713600165250705250041397363908227394524791587071030586`33.*^-17"	2.1910524287574594e-17
"0.11745819397993309540773054777673678473`16."	"4.436365568457203202299616752620980074117534976871347497864118`33.*^-17"	3.341455104260581e-17
"0.12143812709030098184737056499216123484`16."	"6.63430795598448707758333397374921737920607074437663759973722`32.*^-17"	5.019659085811141e-17
"0.12541806020066889604258619783649919555`16."	"9.750244556822337501918456757352306668925487102408355212891569`32.*^-17"	7.435091780257598e-17
"0.12939799331103679636001402286638040096`16."	"1.415164482152891201415683994768332587608068`32.*^-16"	1.0868022304611342e-16
"0.13337792642140466892186623226734809577`16."	"2.029986638244290160642265586464204388254503`32.*^-16"	1.5689563642708807e-16
"0.13735785953177256923929405729722930118`16."	"2.879137523677359090148938591810949849107396`32.*^-16"	2.238623333230027e-16
"0.14133779264214046955672188232711050659`16."	"4.040400565245164898082506308749241258495723`32.*^-16"	3.1589861215514326e-16
"0.145317725752508369874149707356991712`16."	"5.611144999831910123156368517420605902501365`31.*^-16"	4.411372195929787e-16
"0.14929765886287627019157753238687291741`16."	"7.722418245865286672534215363347966026259771`31.*^-16"	6.099586201197499e-16
"0.15327759197324414275342974178784061223`16."	"1.0524010269278344653245126209526889145265326`31.*^-15"	8.355068443014832e-16
