"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.01000000000000000020816681711721685133`16."	"1.8476219574894515353951622648560844208964627214634631068957`38.*^-19"	1.9535425969450454e-20
"0.01269406392694063905046686357991347904`16."	"7.2778497795017004588312090438905440534989982875383227951211`38.*^-19"	1.6433113462971001e-19
"0.01538812785388127789276691004261010676`16."	"2.97440154777761903556193371680250478535458209235052261726063`37.*^-18"	9.129210762200823e-19
"0.01808219178082191846979043248211382888`16."	"9.72023944181146564293510767155104371425825928982796228368953`36.*^-18"	3.831989762162595e-18
"0.0207762557077625573120904789448104566`16."	"2.873530468587246622844099045577334629321507976652848490237304`36.*^-17"	1.3141029333003439e-17
"0.02347031963470319615439052540750708431`16."	"7.73143527382485430934757450195809060004396126416555823030492`35.*^-17"	3.868201892392663e-17
"0.02616438356164383499669057187020371202`16."	"1.9075628143875947364860958246430471402474312240405350148730947`35.*^-16"	1.0104189666762e-16
"0.02885844748858447383899061833290033974`16."	"4.3564988023058843169413044707531795693740422741080180260915252`34.*^-16"	2.397653847743129e-16
"0.03155251141552511268129066479559696745`16."	"9.2947983125540639126056808166501318667778945137957439080951499`34.*^-16"	5.257891434294463e-16
"0.03424657534246575152359071125829359517`16."	"1.86870637313594862920003486371321836463033398410034827166387045`34.*^-15"	1.0794187186544738e-15
"0.03694063926940639036589075772099022288`16."	"3.5670806529384156979881675325732257479400404`33.*^-15"	2.0953524228592535e-15
"0.03963470319634702920819080418368685059`16."	"6.5063681667245820305142396538492853222328523`33.*^-15"	3.876426723877238e-15
"0.04232876712328766805049085064638347831`16."	"1.14021280864731062263776435067057769387796132`33.*^-14"	6.877911953985546e-15
"0.04502283105022830689279089710908010602`16."	"1.9287478146834225798714263859813393161964985`33.*^-14"	1.1764321662410596e-14
"0.04771689497716894573509094357177673373`16."	"3.16150793050008554794949270145014002541561928`32.*^-14"	1.9480810629790807e-14
"0.05041095890410958457739099003447336145`16."	"5.03850529055002361805647097556392719995693463`32.*^-14"	3.134132276328564e-14
"0.05310502283105022341969103649716998916`16."	"7.82940712788331786611180582765649093523636902`32.*^-14"	4.913570852086724e-14
"0.05579908675799086226199108295986661687`16."	"1.18918134650600924198165194957867628154719435`32.*^-13"	7.525806028579159e-14
"0.05849315068493150110429112942256324459`16."	"1.769200896718010032499781053206174112542908638`32.*^-13"	1.1285851171537847e-13
"0.0611872146118721399465911758852598723`16."	"2.582975339556861640345718409134220507825791723`31.*^-13"	1.6602071237161478e-13
"0.06388127853881277184999731844072812237`16."	"3.706622677685075419185129929952259926414843949`31.*^-13"	2.3996712110227547e-13
"0.06657534246575341763119126881065312773`16."	"5.235627682282937971492860469085159886534137596`31.*^-13"	3.412941602121465e-13
"0.0692694063926940495345974113661213778`16."	"7.288453095112742609695362711052914371066228115`31.*^-13"	4.782391372972239e-13
"0.07196347031963469531579136173604638316`16."	"1.0010631420582005671791826442063992213075639577`31.*^-12"	6.609806728703493e-13
"0.07465753424657532721919750429151463322`16."	"1.3579292676651170493122563414363821877662529023`31.*^-12"	9.019741700379833e-13
"0.07735159817351597300039145466143963858`16."	"1.8208229727880128009131354453690130767955289689`31.*^-12"	1.2163236282282003e-12
"0.08004566210045660490379759721690788865`16."	"2.4153412156434835700924738940588896010287498705`30.*^-12"	1.6221908373189826e-12
"0.08273972602739725068499154758683289401`16."	"3.1719102057023759085599363877140575022060690776`30.*^-12"	2.1412426927261095e-12
"0.08543378995433788258839769014230114408`16."	"4.1264487043377687443683510034607397247882542637`30.*^-12"	2.799137047572421e-12
"0.08812785388127852836959164051222614944`16."	"5.3210890862283968048652232982224205443770195527`30.*^-12"	3.6260471666922162e-12
"0.09082191780821916027299778306769439951`16."	"6.8049584035076058931470740167358356657577035935`30.*^-12"	4.6572244708541025e-12
"0.09351598173515980605419173343761940487`16."	"8.6350127991600877240019963726475194182436162754`30.*^-12"	5.93359886034015e-12
"0.09621004566210043795759787599308765493`16."	"1.08769441526661581367221157970401955549609977981`30.*^-11"	7.502415487209251e-12
"0.09890410958904108373879182636301266029`16."	"1.36061349816866586616245657039397530491885946395`30.*^-11"	9.417906407681512e-12
"0.10159817351598171564219796891848091036`16."	"1.69086931708846132109843214916203114280258382413`29.*^-11"	1.174199509274654e-11
"0.10429223744292236142339191928840591572`16."	"2.08825234447260870977533614441061642204323463893`29.*^-11"	1.4545031309107046e-11
"0.10698630136986299332679806184387416579`16."	"2.56384886210655257010086780406862615702062337129`29.*^-11"	1.7906553406831546e-11
