"alpha"	"CF_Gamma"	"Hydro_Gamma"
"0.15268456375838926342147772174939746037`16."	"2.129224337475927834287501952868243508280617567487`20.*^-10"	2.970749392675798e-10
"0.15570469798657718407675076832674676552`16."	"2.47226066501248371043434921039814566435667423305`20.*^-10"	3.4463133428679834e-10
"0.15872483221476510473202381490409607068`16."	"2.86149906213738862708380542597014807210822286563`20.*^-10"	3.983470454037724e-10
"0.16174496644295302538729686148144537583`16."	"3.301904227100438008419446187629342262622081611638`20.*^-10"	4.5881746417560957e-10
"0.16476510067114097379814552368770819157`16."	"3.798831206244222882285595117503827602077882415146`20.*^-10"	5.266717856807248e-10
"0.16778523489932886669784295463614398614`16."	"4.358043096772870160355976749004620640158179947504`20.*^-10"	6.025724868866807e-10
"0.17080536912751678735311600121349329129`16."	"4.985728659394378024032661646085797028535600138187`20.*^-10"	6.872145106138617e-10
"0.17382550335570468025281343216192908585`16."	"5.688519825114545609823427349474966059052197328775`20.*^-10"	7.813241358793058e-10
"0.176845637583892600908086478739278391`16."	"6.473508488210303583929644505503944685880631733012`20.*^-10"	8.856575163149276e-10
"0.17986577181208057707451075657445471734`16."	"7.348263653140386308135206448277427354659774780168`20.*^-10"	1.0009988694565288e-9
"0.18288590604026849772978380315180402249`16."	"8.320847236866529299829709033914673845971296203274`20.*^-10"	1.1281583009985963e-9
"0.18590604026845636287390561847132630646`16."	"9.399830043406266321365732921675468990136829305804`20.*^-10"	1.267969249608146e-9
"0.18892617449664428352917866504867561162`16."	"1.0594306811543697155577179872778542707528368686791`20.*^-9"	1.4212855395909912e-9
"0.19194630872483220418445171162602491677`16."	"1.1913910408205268762017183914688505344187333828609`20.*^-9"	1.5889780306073521e-9
"0.19496644295302012483972475820337422192`16."	"1.3368824967101944519024677665807096862456406730814`20.*^-9"	1.7719308557410288e-9
"0.19798657718120804549499780478072352707`16."	"1.4969799166460365482148238345231252918934084764118`20.*^-9"	1.97103724153666e-9
"0.20100671140939596615027085135807283223`16."	"1.6728156692837815678536376952779071035218843904745`20.*^-9"	2.1871949061313804e-9
"0.20402684563758388680554389793542213738`16."	"1.86558068187861669597775640543`20.*^-9"	2.4213010343174975e-9
"0.20704697986577180746081694451277144253`16."	"2.07652535745356376059288072882`20.*^-9"	2.674246831277684e-9
"0.21006711409395972811608999109012074769`16."	"2.30696025831119909059359314341`20.*^-9"	2.946911659828329e-9
"0.21308724832214764877136303766747005284`16."	"2.55825671779783200966940473911`20.*^-9"	3.2401567692837046e-9
"0.21610738255033556942663608424481935799`16."	"2.83184727656291885475522660191`20.*^-9"	3.5548186275057033e-9
"0.21912751677852349008190913082216866314`16."	"3.12922586719458926850214002581`20.*^-9"	3.891701871321841e-9
"0.2221476510067114107371821773995179683`16."	"3.45194789474648790488666273719`20.*^-9"	4.251571894267575e-9
"0.22516778523489933139245522397686727345`16."	"3.80163000222856050103012993844`20.*^-9"	4.63514709452589e-9
"0.2281879194630872520477282705542165786`16."	"4.17994972561457031916773469471`20.*^-9"	5.043090809983817e-9
"0.23120805369127517270300131713156588376`16."	"4.58864475636845961457280792511`20.*^-9"	5.4760029714875606e-9
"0.23422818791946309335827436370891518891`16."	"5.02951210412168609228005671351`20.*^-9"	5.934411509638385e-9
"0.23724832214765101401354741028626449406`16."	"5.50440686679741227581864053662`20.*^-9"	6.418763554812381e-9
"0.24026845637583893466882045686361379921`16."	"6.01524074469871346121714242226`20.*^-9"	6.929416474489061e-9
"0.24328859060402685532409350344096310437`16."	"6.56398026650724414187831634204`20.*^-9"	7.466628796414844e-9
"0.24630872483221477597936655001831240952`16."	"7.15264463792279933288064490189`20.*^-9"	8.030551070585026e-9
"0.24932885906040269663463959659566171467`16."	"7.78330328881637646276515956174`20.*^-9"	8.621216727476556e-9
"0.25234899328859061728991264317301101983`16."	"8.45807302219365806375693606719`20.*^-9"	9.23853299437775e-9
"0.25536912751677853794518568975036032498`16."	"9.17911481163093590673219853549`20.*^-9"	9.882271936010833e-9
"0.25838926174496645860045873632770963013`16."	"9.9486301431682273491113820104`20.*^-9"	1.0552061689899364e-8
"0.26140939597315437925573178290505893528`16."	"1.076885699736566132726201060181`20.*^-8"	1.124737797106213e-8
"0.26442953020134229991100482948240824044`16."	"1.164206531928918744205848583319`20.*^-8"	1.1967535924584497e-8
"0.26744966442953022056627787605975754559`16."	"1.257055205886520970592899864044`20.*^-8"	1.2711682408391077e-8
"0.27046979865771814122155092263710685074`16."	"1.355663570020936764616172316105`20.*^-8"	1.3478788792081685e-8
"0.2734899328859060618768239692144561559`16."	"1.460265033504549466578856740097`20.*^-8"	1.4267644360956107e-8
"0.27651006711409398253209701579180546105`16."	"1.571093914448350546354070762806`20.*^-8"	1.5076850417299796e-8
"0.2795302013422819031873700623691547662`16."	"1.68838472954218386283496910538`20.*^-8"	1.590481517358754e-8
"0.28255033557046982384264310894650407135`16."	"1.812371436980459630765124911543`20.*^-8"	1.674974953444034e-8
"0.28557046979865774449791615552385337651`16."	"1.943286606325040497446219411336`20.*^-8"	1.7609663865891215e-8
"0.28859060402684566515318920210120268166`16."	"2.081360536422027092034818472579`20.*^-8"	1.8482365851731006e-8
"0.29161073825503358580846224867855198681`16."	"2.226820296293706729051939657102`20.*^-8"	1.936545953735857e-8
"0.29463087248322150646373529525590129197`16."	"2.37988871288750812273677572597`20.*^-8"	2.0256345661599512e-8
"0.29765100671140937160785711057542357594`16."	"2.540783271445537164429804175398`20.*^-8"	2.1152223376323998e-8
"0.30067114093959729226313015715277288109`16."	"2.709714954516931776659114016181`20.*^-8"	2.2050093452327928e-8
"0.30369127516778521291840320373012218624`16."	"2.886887009664463952033167719556`20.*^-8"	2.2946763067781086e-8
"0.3067114093959731335736762503074714914`16."	"3.072493617463512940761990041592`20.*^-8"	2.3838852272527138e-8
"0.30973154362416110974010052814264781773`16."	"3.266718504810111175040291627169`20.*^-8"	2.472280221757367e-8
"0.31275167785234903039537357471999712288`16."	"3.469733455742895250110553473578`20.*^-8"	2.5594885234171184e-8
"0.31577181208053695105064662129734642804`16."	"3.681696746519541418775853087049`20.*^-8"	2.6451216840872846e-8
"0.31879194630872481619476843661686871201`16."	"3.902751480099176269479011589633`20.*^-8"	2.728776974981809e-8
"0.32181208053691273685004148319421801716`16."	"4.13302384887644111555868601012`20.*^-8"	2.810038993512015e-8
"0.32483221476510065750531452977156732231`16."	"4.372621284783833623884324527326`20.*^-8"	2.888481481657501e-8
"0.32785234899328857816058757634891662747`16."	"4.621630518623271333225371438772`20.*^-8"	2.9636693600871598e-8
"0.33087248322147649881586062292626593262`16."	"4.880115543754964807202365086202`20.*^-8"	3.035160980998302e-8
"0.33389261744966441947113366950361523777`16."	"5.14811547226082348823605938306`20.*^-8"	3.102510601236934e-8
"0.33691275167785234012640671608096454293`16."	"5.425642296091775510947657345963`20.*^-8"	3.165271075693836e-8
"0.33993288590604026078167976265831384808`16."	"5.712678533229031862168841011028`20.*^-8"	3.222996769229569e-8
"0.34295302013422818143695280923566315323`16."	"6.009174767708174679905621363353`20.*^-8"	3.2752466834578086e-8
"0.34597315436241610209222585581301245838`16."	"6.315047088647260566522237073265`20.*^-8"	3.321587792600789e-8
"0.34899328859060402274749890239036176354`16."	"6.630174411672565582939707384505`20.*^-8"	3.361598580312936e-8
"0.35201342281879194340277194896771106869`16."	"6.954395674751431273611843418785`20.*^-8"	3.394872766839049e-8
"0.35503355704697986405804499554506037384`16."	"7.28750695673915453929634609531`20.*^-8"	3.4210232131211446e-8
"0.358053691275167784713318042122409679`16."	"7.629258445729900585912116134664`20.*^-8"	3.4396859854823015e-8
"0.36107382550335570536859108869975898415`16."	"7.979351315187841052848108372044`20.*^-8"	3.4505245612861344e-8
"0.3640939597315436260238641352771082893`16."	"8.337434478298790680448868131061`20.*^-8"	3.453234152484848e-8
"0.36711409395973154667913718185445759445`16."	"8.7031012439366806465216603598`20.*^-8"	3.447546120216397e-8
"0.37013422818791946733441022843180689961`16."	"9.075885851171079824956792781941`20.*^-8"	3.4332324495798536e-8
"0.37315436241610738798968327500915620476`16."	"9.455259896943728407394799253155`20.*^-8"	3.410110249395747e-8
"0.37617449664429525313380509032867848873`16."	"9.840628700819139229876528735165`20.*^-8"	3.378046237132535e-8
"0.37919463087248322930022936816385481507`16."	"1.023132750233856093293267355776`20.*^-7"	3.336961164239131e-8
"0.38221476510067114995550241474120412022`16."	"1.0626617656767131812860443043664`20.*^-7"	3.286834131853127e-8
"0.38523489932885907061077546131855342537`16."	"1.1025682692224288133090570574189`20.*^-7"	3.227706741242706e-8
"0.38825503355704699126604850789590273052`16."	"1.1427624332935907976616762984324`20.*^-7"	3.1596870173730157e-8
"0.39127516778523491192132155447325203568`16."	"1.1831458454817251434503480621243`20.*^-7"	3.0829530376519004e-8
"0.39429530201342283257659460105060134083`16."	"1.2236111031197447073304597569539`20.*^-7"	2.997756191191237e-8
"0.39731543624161075323186764762795064598`16."	"1.2640414049631969327663716079777`20.*^-7"	2.9044239868043674e-8
"0.40033557046979867388714069420529995114`16."	"1.3043101447725501151585627483943`20.*^-7"	2.8033623204330413e-8
"0.40335570469798653903126250952482223511`16."	"1.3442805097180320419801871047344`20.*^-7"	2.6950571047440826e-8
"0.40637583892617445968653555610217154026`16."	"1.3838050872239743990646004467662`20.*^-7"	2.5800751552414616e-8
"0.40939597315436238034180860267952084541`16."	"1.4227254844577122892926921171889`20.*^-7"	2.4590642183888047e-8
"0.41241610738255030099708164925687015057`16."	"1.4608719663222043939489149341016`20.*^-7"	2.332752017914532e-8
"0.4154362416107382771635059270920464769`16."	"1.498063116318911213844694513539`20.*^-7"	2.20194418566145e-8
"0.41845637583892619781877897366939578205`16."	"1.5341055312330563963693392161848`20.*^-7"	2.0675209330285554e-8
"0.42147651006711411847405202024674508721`16."	"1.5687935559971496111275622908784`20.*^-7"	1.9304323082185432e-8
"0.42449664429530203912932506682409439236`16."	"1.6019090685793561520377861488321`20.*^-7"	1.7916918731338227e-8
"0.42751677852348995978459811340144369751`16."	"1.6332213315107390514994068021225`20.*^-7"	1.652368621839773e-8
"0.43053691275167782492871992872096598148`16."	"1.6624869197430173985089640191865`20.*^-7"	1.5135769500192023e-8
"0.43355704697986574558399297529831528664`16."	"1.6894497471193107638005476460268`20.*^-7"	1.3764644717598073e-8
"0.43657718120805366623926602187566459179`16."	"1.7138412056156392707636033466342`20.*^-7"	1.2421974663285716e-8
"0.43959731543624158689453906845301389694`16."	"1.7353804430364233152306550081319`20.*^-7"	1.1119437232761538e-8
"0.4426174496644295075498121150303632021`16."	"1.7537747933768841228513516821166`20.*^-7"	9.868525392622508e-9
"0.44563758389261742820508516160771250725`16."	"1.7687203706136642213042148551588`20.*^-7"	8.680316043812207e-9
"0.44865771812080540437150943944288883358`16."	"1.7799028075794595336769320735559`20.*^-7"	7.565204994774185e-9
"0.45167785234899332502678248602023813874`16."	"1.7869980542100048064311401150599`20.*^-7"	6.532605089531585e-9
"0.45469798657718124568205553259758744389`16."	"1.7896730040908484916977842638059`20.*^-7"	5.5906043586949444e-9
"0.45771812080536911082617734791710972786`16."	"1.787585393435863537784083554094`20.*^-7"	4.745580877024056e-9
"0.46073825503355703148145039449445903301`16."	"1.7803817345110084222876395002665`20.*^-7"	4.0017708192441805e-9
"0.46375838926174495213672344107180833817`16."	"1.7676906159118290752322896581504`20.*^-7"	3.3607860061496564e-9
"0.46677852348993287279199648764915764332`16."	"1.7491057762954239219075730357108`20.*^-7"	2.821077025416049e-9
"0.46979865771812079344726953422650694847`16."	"1.7241474271107807241424103163811`20.*^-7"	2.3773377957855203e-9
"0.47281879194630871410254258080385625362`16."	"1.6921784673063123512726036460978`20.*^-7"	2.019847219184928e-9
"0.47583892617449663475781562738120555878`16."	"1.6522289843873985158617850482732`20.*^-7"	1.7337433326759617e-9
"0.47885906040268455541308867395855486393`16."	"1.6026375050143914081732783320874`20.*^-7"	1.4982251307136291e-9
"0.48187919463087247606836172053590416908`16."	"1.5403323063379759286443244191658`20.*^-7"	1.2856769777936068e-9
"0.48489932885906039672363476711325347424`16."	"1.4594182551080057181515001038495`20.*^-7"	1.0607102719878603e-9
"0.48791946308724831737890781369060277939`16."	"1.3484496913606377160072714623205`20.*^-7"	7.791167508876235e-10
"0.49093959731543623803418086026795208454`16."	"1.1852716608768904741247536656454`20.*^-7"	3.8672755287743375e-10
"0.49395973154362415868945390684530138969`16."	"9.274745162975387583581345682887`20.*^-8"	-1.8182814176501878e-10
"0.49697986577181207934472695342265069485`16."	"4.951691834987219870849323815833`20.*^-8"	-1.0044713639301677e-9
"0.5`16."	"""Failed"""	-2.1731352856421848e-9
